,feature,divergence
11,INDP_CAT,6.394199138094809
1,AGEP,4.521339170109131
13,PINCP,3.0487616310892176
14,PINCP_DECILE,1.6219030969030974
12,EDU,0.5119239667354467
7,NPF,0.4302277509025558
3,MSP,0.32309038399666373
15,POVPIP,0.3169003907747169
6,NOC,0.1425930388481942
16,DVET,0.12552735784043817
18,DPHY,0.08971483938679736
5,RAC1P,0.07956654733875215
17,DREM,0.0782768423151518
0,PUMA,0.07010116775887931
4,HISP,0.06057863071176607
20,DEAR,0.03803966532141636
19,DEYE,0.037822274987530685
9,OWN_RENT,0.02237585544595068
10,DENSITY,0.010523135001779926
8,HOUSING_TYPE,0.009699654555691835
2,SEX,0.008767040290088457
