,AGEP_x,HISP,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_DECILE_x,POVPIP_x,PUMA,RAC1P,SEX,AGEP_y,NOC_y,NPF_y,PINCP_DECILE_y,POVPIP_y,percent_match
0,74,1,4,0,N,0,6,5,48-02102,1,1,52,N,N,0,N,20.0
1,9,4,1,4,2,1,6,201,48-02515,9,1,74,0,2,2,43,20.0
2,7,1,N,3,6,1,9,227,48-02101,3,1,14,2,3,N,229,0.0
3,38,1,1,0,3,1,5,132,48-02101,9,2,37,1,3,2,280,20.0
4,69,2,1,0,2,1,5,215,48-02102,8,2,30,2,4,0,196,0.0
5,75,1,1,5,3,1,5,5,48-02101,9,1,64,0,2,9,501,0.0
6,71,0,3,0,N,1,6,499,48-02510,6,2,50,0,3,7,252,20.0
7,69,1,1,1,3,2,5,217,48-02516,8,1,29,0,2,6,501,0.0
8,6,2,3,7,6,1,2,228,48-02510,8,2,86,0,N,4,149,0.0
9,76,0,4,6,N,1,5,355,48-02507,9,2,66,0,N,6,398,20.0
10,68,4,4,0,2,1,5,224,48-02101,1,2,56,0,2,5,164,60.0
11,77,1,5,N,6,1,5,364,48-02101,1,1,53,0,2,1,211,0.0
12,70,1,N,1,5,1,5,5,48-02101,3,2,10,2,3,N,229,0.0
13,71,0,1,1,13,1,2,238,48-02510,3,1,55,0,2,9,501,0.0
14,5,4,N,1,7,2,9,214,48-02515,1,2,6,2,4,N,321,0.0
15,9,0,N,4,6,1,N,350,48-02515,6,2,1,1,3,N,501,20.0
16,6,0,N,4,7,1,9,500,48-02516,9,2,13,2,4,N,292,0.0
17,59,1,4,0,2,1,2,362,48-02515,1,1,64,0,N,1,9,20.0
18,77,0,1,0,2,1,6,61,48-02515,9,1,69,0,2,3,162,40.0
19,43,4,4,N,7,2,5,354,48-02101,1,2,27,2,3,3,91,0.0
20,71,1,6,0,6,0,0,58,48-02510,1,2,87,N,N,2,N,0.0
21,47,1,4,0,3,1,6,500,48-02102,8,2,56,0,N,5,202,20.0
22,41,1,N,3,6,2,N,498,48-02507,2,2,3,2,4,N,317,20.0
23,69,0,1,0,2,2,6,499,48-02507,6,1,67,0,2,3,116,40.0
24,73,0,6,1,2,0,6,52,48-02507,1,2,39,N,N,0,0,0.0
25,70,4,N,0,8,2,9,354,48-02515,1,1,9,2,4,N,321,0.0
26,76,1,1,0,3,1,5,241,48-02101,3,2,64,0,2,3,501,20.0
27,7,0,N,N,6,1,N,500,48-02507,7,2,11,2,5,N,144,20.0
28,58,0,5,0,5,0,5,145,48-02101,1,2,40,N,N,6,N,0.0
29,71,1,5,0,N,2,5,123,48-02507,1,2,55,0,2,6,430,20.0
30,28,0,1,0,3,2,5,128,48-02102,9,2,41,2,4,3,147,0.0
31,7,1,6,0,5,2,9,478,48-02516,1,1,22,1,4,0,317,0.0
32,4,1,2,3,3,1,5,500,48-02515,8,2,32,3,8,0,210,20.0
33,6,1,3,1,6,1,9,35,48-02515,1,2,71,2,8,2,501,0.0
34,31,4,6,0,2,1,6,224,48-02507,8,2,27,2,8,3,201,0.0
35,41,2,6,0,3,2,8,35,48-02510,1,1,15,2,4,0,132,0.0
36,10,0,1,0,3,1,5,501,48-02515,3,2,43,0,4,1,330,20.0
37,7,2,N,0,6,2,6,24,48-02515,1,1,9,2,4,N,252,0.0
38,8,1,4,3,3,0,9,366,48-02510,1,2,84,N,N,2,N,0.0
39,4,4,N,4,6,1,N,500,48-02510,1,2,1,1,4,N,501,20.0
40,5,1,N,N,5,1,0,222,48-02510,2,1,14,1,3,N,105,0.0
41,25,1,2,0,N,2,6,222,48-02102,1,2,33,0,N,0,0,40.0
42,10,1,2,3,6,1,5,365,48-02515,1,2,59,0,N,8,501,0.0
43,59,1,3,6,N,2,1,134,48-02515,1,2,75,0,N,3,122,20.0
44,42,1,1,0,7,2,8,474,48-02507,9,2,31,3,6,5,174,0.0
45,5,1,N,3,6,2,N,5,48-02516,2,1,10,0,4,N,501,20.0
46,8,4,N,0,8,2,9,479,48-02507,8,1,13,3,5,N,138,0.0
47,24,2,6,N,8,2,0,339,48-02507,1,1,15,3,6,0,449,20.0
48,5,0,5,1,5,2,9,248,48-02507,1,2,31,1,5,5,167,40.0
49,55,0,5,0,2,2,6,500,48-02102,1,1,56,0,N,6,304,40.0
50,74,0,3,0,2,0,5,481,48-02516,1,1,81,N,N,0,N,0.0
51,6,1,N,3,2,1,9,231,48-02507,9,1,3,1,3,N,365,0.0
52,11,2,6,1,13,2,0,363,48-02515,1,1,28,0,N,4,190,0.0
53,57,0,2,0,7,1,9,5,48-02516,1,2,33,0,7,2,87,40.0
54,72,1,1,2,4,2,9,490,48-02101,9,1,42,3,5,5,317,0.0
55,27,0,4,4,2,2,9,243,48-02102,2,2,53,1,3,5,156,0.0
56,27,4,6,3,4,1,6,134,48-02101,1,1,18,0,2,0,164,0.0
57,68,4,3,0,2,1,5,225,48-02507,1,2,63,0,N,8,501,20.0
58,26,4,6,0,6,1,2,349,48-02510,1,2,31,0,2,3,245,20.0
59,39,1,6,0,N,1,0,347,48-02510,5,2,26,0,3,4,484,20.0
60,56,1,2,N,6,1,N,232,48-02507,8,2,25,0,2,3,120,0.0
61,28,1,5,0,2,0,6,382,48-02102,1,1,28,N,N,4,N,20.0
62,25,0,5,1,6,1,5,500,48-02507,1,1,54,0,N,9,501,0.0
63,28,1,2,0,N,1,5,136,48-02515,1,1,79,2,8,2,501,0.0
64,73,0,2,0,6,2,6,493,48-02101,1,2,67,0,5,4,501,20.0
