,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,OWN_RENT,PINCP_DECILE
PUMA,0.0,-0.0548805966275105,0.04170936927882405,0.0499348113324581,0.019514029578459827,0.020212377806150705,0.08568913154733263,-0.024030332942066815,-0.017204997279694344,-0.03999814386234876
AGEP,-0.0548805966275105,0.0,-0.002363488719028084,-0.3869076176787384,0.1032491436134555,0.059030013596315364,0.2705963566754379,0.2379277052217837,0.04704148320099405,-0.41506492781824517
SEX,0.04170936927882405,-0.002363488719028084,0.0,0.00210905419156417,0.0460178302917094,0.007389726288862098,0.010491157406168393,0.007578384882182564,0.0611827461279565,0.019321741081983784
MSP,0.0499348113324581,-0.3869076176787384,0.00210905419156417,1.9984014443252818e-15,-0.0016016707144800232,0.036718511063941854,0.35708007031605865,0.23436001686182442,0.1771280892359765,-0.3012000934568425
HISP,0.019514029578459827,0.1032491436134555,0.0460178302917094,-0.0016016707144800232,2.6645352591003757e-15,-0.16321090595169524,0.04107243117847404,-0.00044908215070425025,0.024885091400818984,0.033614091015673406
RAC1P,0.020212377806150705,0.059030013596315364,0.007389726288862098,0.036718511063941854,-0.16321090595169524,4.218847493575595e-15,0.030638407556930328,0.004107218054328385,-0.07166947786881198,0.06484845654387726
NOC,0.08568913154733263,0.2705963566754379,0.010491157406168393,0.35708007031605865,0.04107243117847404,0.030638407556930328,-6.772360450213455e-15,-0.35879223734738624,-0.16893661123495973,0.279479018959406
NPF,-0.024030332942066815,0.2379277052217837,0.007578384882182564,0.23436001686182442,-0.00044908215070425025,0.004107218054328385,-0.35879223734738624,2.6645352591003757e-15,-0.20373967991636982,0.22321163390174034
OWN_RENT,-0.017204997279694344,0.04704148320099405,0.0611827461279565,0.1771280892359765,0.024885091400818984,-0.07166947786881198,-0.16893661123495973,-0.20373967991636982,0.0,-0.09345568559477328
PINCP_DECILE,-0.03999814386234876,-0.41506492781824517,0.019321741081983784,-0.3012000934568425,0.033614091015673406,0.06484845654387726,0.279479018959406,0.22321163390174034,-0.09345568559477328,1.1102230246251565e-16
