,INDP,count_target,count_deidentified
14,4670,53,14.0
25,4680,14,5.0
3,4690,25,3.0
17,4770,28,3.0
20,4780,3,1.0
12,4795,21,2.0
2,4870,38,10.0
27,4880,11,4.0
7,4890,13,1.0
0,4971,76,10.0
16,4972,9,3.0
22,4980,5,0.0
21,4990,2,4.0
8,5070,33,11.0
10,5080,18,5.0
15,5090,22,5.0
5,5170,26,11.0
33,5180,2,3.0
19,5190,6,0.0
9,5275,19,3.0
1,5280,2,0.0
29,5370,3,3.0
18,5381,19,6.0
11,5391,101,19.0
24,5470,4,1.0
28,5480,3,2.0
4,5490,13,2.0
30,5570,7,0.0
6,5580,39,6.0
26,5593,20,5.0
32,5670,1,3.0
31,5680,4,1.0
23,5690,11,7.0
13,5790,12,4.0
