,AGEP_x,DEYE_x,DVET_x,EDU,HOUSING_TYPE_x,MSP,OWN_RENT,PINCP_DECILE_x,RAC1P,SEX,AGEP_y,DEYE_y,DVET_y,HOUSING_TYPE_y,PINCP_DECILE_y,percent_match
0,55,2,N,1,1,4,1,3,8,2,40,2,N,1,5,60.0
1,63,2,N,9,1,3,2,1,2,1,65,2,N,1,4,60.0
2,79,2,N,5,1,3,1,3,6,1,84,2,N,1,9,60.0
3,10,2,N,3,1,N,0,N,2,2,8,2,N,2,N,60.0
4,58,2,N,3,1,5,0,3,1,2,54,2,N,3,1,40.0
5,67,2,N,3,1,2,0,2,2,1,60,2,N,2,0,40.0
6,37,2,N,3,1,5,1,1,6,2,65,2,N,1,0,60.0
7,58,2,N,8,1,6,2,2,3,1,21,2,N,1,3,60.0
8,30,2,N,7,1,3,1,0,8,1,66,2,N,1,2,60.0
9,31,2,N,5,1,2,0,8,9,1,70,2,N,3,5,40.0
10,60,2,N,3,1,2,1,2,8,2,45,2,N,1,8,60.0
11,67,2,N,3,1,5,2,1,8,1,60,1,N,1,7,40.0
12,30,2,N,8,1,5,2,0,6,1,64,2,N,1,3,60.0
13,67,2,N,4,1,3,2,6,8,1,76,2,N,1,3,60.0
14,21,2,N,3,3,2,0,0,2,2,44,2,N,3,0,80.0
15,51,2,N,11,1,6,1,9,9,1,69,2,N,1,7,60.0
16,46,2,N,5,1,2,1,6,3,1,41,2,N,1,0,60.0
17,71,2,N,5,1,3,1,2,8,1,65,2,N,1,7,60.0
18,47,2,N,4,1,5,2,0,3,2,36,2,N,1,0,80.0
19,29,2,N,9,1,2,2,6,9,2,44,2,N,1,7,60.0
20,40,2,N,12,3,6,0,0,1,1,72,2,N,3,5,60.0
21,58,2,N,5,1,3,1,2,8,2,76,2,N,1,2,80.0
22,3,2,N,4,1,N,2,N,9,2,14,2,N,1,N,80.0
23,63,2,N,12,1,5,2,8,1,1,50,2,N,1,9,60.0
24,67,2,N,3,1,5,1,0,1,1,38,2,N,1,4,60.0
25,27,2,N,9,1,6,2,6,3,2,20,2,N,1,6,80.0
26,58,2,N,3,1,4,0,3,8,2,62,2,N,2,0,40.0
27,59,2,N,5,1,5,2,1,8,1,26,1,N,1,0,40.0
28,69,2,N,3,2,3,0,5,1,1,85,2,N,2,3,60.0
29,65,2,N,12,1,2,2,8,6,2,29,2,N,1,0,60.0
30,14,2,N,12,1,6,2,2,2,1,33,2,N,1,8,60.0
31,66,2,N,11,1,4,2,6,2,1,77,2,N,1,3,60.0
32,39,2,N,12,1,4,2,7,6,1,49,2,N,1,8,60.0
33,1,2,N,3,1,N,0,N,1,2,13,2,N,2,N,60.0
34,57,2,N,5,1,3,2,0,3,1,47,2,N,1,1,60.0
35,29,2,N,8,1,1,2,6,9,1,24,2,N,1,9,60.0
36,41,2,N,10,1,3,2,4,9,2,80,2,N,1,4,80.0
37,67,2,N,11,1,3,1,2,6,1,89,2,N,1,6,60.0
38,56,2,N,12,1,3,1,8,6,1,71,2,N,1,9,60.0
39,51,2,N,11,1,5,2,6,2,1,71,2,N,1,2,60.0
40,57,2,N,5,1,4,2,6,3,2,38,2,N,1,1,60.0
41,21,2,N,9,3,2,0,0,2,2,55,2,N,2,2,40.0
42,13,2,N,4,1,N,2,9,3,1,14,2,N,1,N,60.0
43,51,2,N,11,1,5,2,6,6,1,54,2,N,1,9,60.0
44,19,2,N,4,1,2,2,3,8,2,47,2,N,1,2,60.0
45,30,2,N,10,1,6,1,8,3,2,30,2,N,1,4,80.0
46,1,2,N,5,1,6,0,1,9,2,19,2,N,3,1,60.0
47,41,2,N,11,1,1,1,9,8,1,41,2,N,1,9,100.0
48,40,2,N,7,1,5,2,6,3,2,49,2,N,1,2,60.0
49,49,2,N,8,1,6,1,5,8,2,21,2,N,1,3,60.0
50,49,2,N,4,2,2,0,3,8,2,23,2,N,3,3,60.0
51,40,2,N,5,1,2,1,4,9,2,79,2,N,1,5,60.0
52,60,2,N,7,1,4,2,6,6,1,54,2,N,1,7,60.0
53,33,2,N,10,1,6,2,0,3,2,66,2,N,1,2,60.0
54,50,2,N,11,1,2,1,3,2,2,37,2,N,1,6,60.0
55,31,2,N,12,1,1,2,0,9,1,28,2,N,1,0,80.0
56,60,2,N,8,1,3,1,1,3,2,93,2,N,1,4,60.0
57,14,2,N,3,1,3,1,4,6,1,89,2,N,1,6,60.0
58,59,2,N,3,1,2,1,1,2,1,88,2,N,1,3,60.0
59,14,2,N,3,1,6,1,0,9,2,15,1,N,1,0,60.0
60,20,2,N,6,3,5,0,0,1,1,51,2,N,2,0,60.0
61,38,2,N,9,1,2,1,8,8,2,60,2,N,1,4,60.0
62,51,2,N,11,1,6,0,0,6,2,25,2,N,3,1,40.0
63,63,2,N,7,1,2,0,4,2,2,38,2,N,3,1,40.0
64,63,2,N,3,1,5,2,2,1,1,43,2,N,1,6,60.0
65,24,2,N,3,1,2,1,0,6,1,27,2,N,1,2,60.0
