,AGEP_x,HISP,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_DECILE_x,POVPIP_x,PUMA,RAC1P,SEX,AGEP_y,NOC_y,NPF_y,PINCP_DECILE_y,POVPIP_y,percent_match
0,71,0,6,0,7,1,7,339,25-00503,9,2,16,2,4,0,501,0.0
1,17,4,1,3,3,2,5,8,25-00703,1,2,31,0,2,4,412,0.0
2,2,0,6,1,6,0,9,0,25-00703,9,1,18,N,N,9,N,20.0
3,1,3,1,0,6,1,4,279,25-00503,1,2,62,1,3,9,501,0.0
4,49,0,3,1,3,2,3,193,25-02800,6,2,78,0,N,0,0,0.0
5,43,4,6,1,2,1,6,182,25-00503,1,1,17,1,4,0,230,20.0
6,11,4,1,N,2,1,7,272,25-00703,9,1,47,2,7,7,366,20.0
7,69,0,4,3,6,1,3,290,25-01000,6,2,63,0,N,3,127,20.0
8,68,0,4,4,7,2,8,500,25-00703,9,2,50,3,4,4,105,0.0
9,7,4,2,2,2,2,5,179,25-00503,2,1,32,1,6,3,156,0.0
10,75,0,3,4,7,2,8,111,25-02800,2,2,64,3,6,0,240,0.0
11,7,4,N,2,2,1,1,286,25-00703,6,2,13,3,4,N,204,0.0
12,2,4,5,2,7,2,8,198,25-01300,1,2,49,1,2,7,385,0.0
13,87,0,5,2,3,2,8,N,25-02800,6,1,36,0,N,9,501,0.0
14,3,4,N,1,7,1,N,464,25-01000,8,1,5,2,4,N,431,20.0
15,77,0,5,5,4,2,6,472,25-00503,1,1,46,2,3,9,501,0.0
16,77,0,2,1,7,0,9,292,25-02800,2,1,69,N,N,0,N,0.0
17,11,4,N,3,3,1,N,497,25-00703,6,1,8,3,4,N,204,40.0
18,31,0,6,0,9,1,5,381,25-01000,9,1,36,0,4,5,501,40.0
19,85,2,6,N,7,2,7,92,25-00703,1,2,43,0,4,5,397,0.0
20,36,0,N,5,N,1,N,324,25-01000,9,2,12,2,4,N,501,20.0
