,feature,divergence
13,PINCP,0.7412680649699449
1,AGEP,0.6670972186342888
15,POVPIP,0.09126139242880446
12,EDU,0.051331690329527425
14,PINCP_DECILE,0.04763067749302213
11,INDP_CAT,0.04521812907192693
7,NPF,0.014359572013071786
0,PUMA,0.013290759195020874
10,DENSITY,0.01016170931424848
6,NOC,0.008254599009983089
3,MSP,0.008223181423558087
16,DVET,0.006516537478743482
2,SEX,0.006467856551515716
5,RAC1P,0.005477616159173406
4,HISP,0.0025953800483275065
9,OWN_RENT,0.002585066556828844
18,DPHY,0.0024608445061318623
8,HOUSING_TYPE,0.002208956016055759
17,DREM,0.0016250404903083923
20,DEAR,0.001263710103217526
19,DEYE,0.0008158156090012601
