,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,OWN_RENT,PINCP_DECILE,DEYE
PUMA,1.7763568394002505e-15,0.1413987100585823,-0.02722607836988964,0.0014494675498014226,,0.033585495950032046,0.09266120603616378,-0.02283904959826942,0.306153429469459,0.17903331808451273,
AGEP,0.1413987100585823,4.440892098500626e-16,-0.10192012563893679,-0.028264649782070494,,0.1816809703833879,0.02263655693642097,0.2094865512726181,0.2467640902304689,0.11102254020278962,
SEX,-0.02722607836988964,-0.10192012563893679,-2.220446049250313e-16,-0.07602736432930568,,0.006414055188533104,0.07751141324100552,0.09204799987322473,-0.00789043574193022,0.0014783638245504105,
MSP,0.0014494675498014226,-0.028264649782070494,-0.07602736432930568,-1.4432899320127035e-15,,0.16797057180909292,-0.2438675517428069,-0.3485224348592644,-0.19034405603120974,0.08708224410236093,
HISP,,,,,,,,,,,
RAC1P,0.033585495950032046,0.1816809703833879,0.006414055188533104,0.16797057180909292,,0.0,-0.2226901869873048,-0.21394029940243853,-0.17652538492733438,0.19282046082267396,
NOC,0.09266120603616378,0.02263655693642097,0.07751141324100552,-0.2438675517428069,,-0.2226901869873048,0.0,0.020929535900717444,0.07347752433835564,-0.09642162615251942,
NPF,-0.02283904959826942,0.2094865512726181,0.09204799987322473,-0.3485224348592644,,-0.21394029940243853,0.020929535900717444,0.0,0.15893461147050453,0.037917660545980086,
OWN_RENT,0.306153429469459,0.2467640902304689,-0.00789043574193022,-0.19034405603120974,,-0.17652538492733438,0.07347752433835564,0.15893461147050453,2.7755575615628914e-15,0.3042053121509654,
PINCP_DECILE,0.17903331808451273,0.11102254020278962,0.0014783638245504105,0.08708224410236093,,0.19282046082267396,-0.09642162615251942,0.037917660545980086,0.3042053121509654,0.0,
DEYE,,,,,,,,,,,
