,AGEP_x,DEYE_x,DVET_x,EDU,HOUSING_TYPE_x,MSP,OWN_RENT,PINCP_DECILE_x,RAC1P,SEX,AGEP_y,DEYE_y,DVET_y,HOUSING_TYPE_y,PINCP_DECILE_y,percent_match
0,54,2,N,7,1,2,1,7,6,2,53,2,N,1,7,80.0
1,45,2,N,4,2,2,0,0,2,1,43,2,N,2,0,80.0
2,40,2,N,10,1,6,1,9,8,1,39,2,N,1,9,80.0
3,31,2,N,7,1,5,1,4,2,1,30,2,N,1,4,80.0
4,70,2,N,11,1,2,2,9,1,2,65,2,N,1,9,80.0
5,71,2,N,12,1,4,1,8,1,1,71,2,N,1,8,100.0
6,48,2,N,1,1,2,2,1,6,2,52,2,N,1,2,60.0
7,23,2,N,8,2,6,0,2,2,1,23,2,N,2,2,100.0
8,30,2,N,5,1,4,2,5,9,1,30,2,N,1,5,100.0
9,17,2,N,3,1,6,2,1,9,1,15,2,N,1,1,80.0
10,21,2,N,8,1,6,1,0,7,1,20,2,N,1,0,80.0
11,33,2,2,10,1,6,2,3,2,2,30,2,2,1,3,80.0
12,36,2,N,4,1,2,1,5,8,1,30,2,N,1,5,80.0
13,32,2,N,4,1,1,1,0,4,2,31,2,N,1,0,80.0
14,64,2,N,1,1,2,2,5,1,1,66,2,N,1,6,60.0
15,53,2,N,12,1,4,1,2,2,1,51,2,N,1,2,80.0
16,14,2,N,4,1,N,2,N,2,1,14,2,N,1,N,100.0
17,89,2,N,8,1,1,2,3,9,1,85,2,N,1,3,80.0
18,41,2,N,9,1,5,2,5,1,2,38,2,N,1,5,80.0
19,58,2,N,3,1,1,1,4,9,1,58,2,N,1,4,100.0
20,28,1,N,7,3,6,0,0,8,2,25,1,N,3,0,80.0
21,18,2,N,6,1,6,1,2,8,1,42,2,N,1,1,60.0
22,28,2,N,9,1,2,1,0,9,1,27,2,N,1,0,80.0
23,42,2,N,6,1,1,1,0,3,2,21,2,N,1,2,60.0
24,92,1,N,5,1,3,1,4,8,2,86,1,N,1,4,80.0
25,81,2,N,1,1,3,1,4,8,2,82,2,N,1,5,60.0
26,71,1,N,5,1,4,1,3,3,2,69,1,N,1,3,80.0
27,40,2,N,11,1,1,1,9,8,1,38,2,N,1,9,80.0
28,65,2,N,3,1,4,1,7,9,1,57,2,N,1,7,80.0
29,62,1,N,5,1,5,1,4,2,1,60,1,N,1,4,80.0
30,43,1,N,1,3,6,0,2,1,2,41,1,N,3,2,80.0
31,58,2,N,9,1,4,2,8,2,1,56,2,N,1,8,80.0
