,AGEP_x,DEAR_x,DENSITY_x,DEYE_x,DPHY_x,DREM_x,DVET_x,EDU,HISP,HOUSING_TYPE_x,INDP_x,INDP_CAT,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_x,PINCP_DECILE_x,POVPIP_x,PUMA,PWGTP_x,RAC1P,SEX,WGTP_x,AGEP_y,DEAR_y,DENSITY_y,DEYE_y,DPHY_y,DREM_y,DVET_y,HOUSING_TYPE_y,INDP_y,NOC_y,NPF_y,PINCP_y,PINCP_DECILE_y,POVPIP_y,PWGTP_y,WGTP_y,percent_match
0,12,2,6,2,2,2,N,9,0,1,5480,4,6,0,N,1,102000.0,6,421,25-00703,46,1,2,138,26,2,6,2,2,2,N,1,1370,0,4,32000.0,4,501,146,132,50.0
1,24,2,7,2,2,2,N,5,0,1,4265,N,4,0,2,1,N,N,250,25-01300,33,1,1,143,53,2,5,2,2,2,N,1,N,0,4,22200.0,3,501,262,164,43.75
2,82,2,6,2,2,2,N,8,0,1,8470,0,1,0,3,1,255000.0,0,499,25-00703,80,1,2,41,75,2,6,2,2,2,N,1,170,0,2,32800.0,4,501,74,81,50.0
3,58,2,6,2,2,2,N,9,0,1,6290,7,1,0,3,1,78500.0,8,496,25-00703,73,1,1,47,71,2,6,2,2,2,N,1,6190,0,3,72000.0,7,501,66,67,56.25
4,41,2,6,1,2,2,N,7,0,1,7570,8,1,3,3,1,89200.0,N,496,25-00703,171,1,2,69,53,2,6,2,2,2,N,1,6690,0,2,90000.0,8,501,37,32,37.5
5,37,2,5,2,2,2,N,10,0,1,9920,N,1,0,2,2,124500.0,9,52,25-01000,50,1,2,114,79,2,6,2,1,2,N,1,N,0,2,15000.0,3,501,131,135,43.75
6,72,2,6,2,2,2,N,9,0,1,6670,13,4,0,2,1,714000.0,7,53,25-01000,76,1,2,176,72,2,6,2,2,2,N,1,8370,0,N,38900.0,5,322,89,89,56.25
7,57,2,6,2,N,2,N,6,0,1,9770,N,3,0,N,1,97100.0,2,441,25-02800,74,1,2,108,58,2,7,1,1,1,N,1,N,0,2,13600.0,2,285,202,141,31.25
8,24,2,7,2,2,2,N,10,0,1,7690,15,6,0,N,1,17200.0,2,500,25-00503,81,1,1,141,72,2,7,2,2,2,N,1,9160,0,N,78300.0,7,501,69,69,56.25
9,26,2,6,2,2,2,N,5,0,1,7370,14,1,0,2,1,3300.0,N,500,25-00703,100,1,2,145,60,2,6,2,2,2,N,1,8680,0,2,20000.0,3,501,499,498,56.25
10,43,2,6,2,1,2,N,10,0,3,7480,14,1,3,5,1,N,9,299,25-00703,270,1,1,85,76,1,6,2,2,2,N,1,8564,0,2,171600.0,9,501,67,67,31.25
11,28,2,6,2,2,2,N,5,0,1,7670,16,1,N,3,1,213200.0,1,501,25-02800,123,1,1,104,58,2,7,2,2,2,N,1,9370,0,2,85000.0,8,501,297,290,43.75
12,34,2,6,1,2,2,N,8,0,1,7860,7,1,1,5,1,38300.0,5,498,25-01000,125,1,2,65,54,2,6,2,2,2,N,1,6070,0,5,58000.0,6,501,60,60,43.75
13,12,2,7,2,2,2,N,10,0,1,7072,12,6,1,3,1,107300.0,9,501,25-02800,87,1,1,91,68,2,7,2,2,2,N,1,7970,0,N,158000.0,9,501,107,107,56.25
