SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,HISP,PUMA,AGEP,NOC,NPF,POVPIP,target
2,3,1,1,9,0,48-02507,58,0,2,453,3339
1,4,2,2,7,0,48-02516,88,7,8,12,5146
1,2,1,1,8,1,48-02507,46,3,3,304,2057
1,2,1,1,3,0,48-02510,13,7,8,290,5956
1,5,1,1,9,0,48-02515,71,1,3,338,4036
2,6,2,2,0,0,48-02507,29,11,N,445,343
1,2,1,2,6,0,48-02101,54,11,8,226,9112
2,3,1,0,8,0,48-02516,84,6,5,291,479
2,6,8,1,0,1,48-02515,65,4,8,495,1890
2,N,1,1,N,0,48-02516,13,5,7,387,847
2,2,1,1,0,1,48-02510,3,4,6,207,7173
2,4,1,1,8,0,48-02102,84,0,2,501,4220
2,2,1,1,3,0,48-02101,31,2,5,135,7330
2,3,6,2,8,0,48-02507,9,1,6,239,5684
2,5,1,1,8,1,48-02507,45,11,11,143,7352
1,5,1,1,0,0,48-02507,10,1,3,70,6829
2,4,1,1,8,1,48-02516,83,1,3,105,4588
2,3,1,1,3,0,48-02101,78,0,5,81,3426
1,4,1,1,5,0,48-02102,65,5,7,262,993
2,1,1,2,8,0,48-02516,11,1,3,443,8540
2,6,1,1,1,0,48-02515,20,0,3,269,2499
2,N,1,2,N,1,48-02102,7,3,5,299,8977
2,5,1,1,8,0,48-02515,40,11,7,259,5260
2,5,1,2,3,0,48-02102,59,5,7,96,3551
2,1,1,1,0,0,48-02515,43,2,4,336,6779
1,5,1,1,7,1,48-02102,83,6,8,419,389
1,2,1,1,6,0,48-02510,64,1,3,257,267
2,N,1,1,N,0,48-02507,6,4,6,286,2129
1,5,1,1,0,0,48-02515,64,0,2,374,2479
2,3,6,1,9,0,48-02510,79,0,5,334,9034
2,1,6,1,8,0,48-02510,45,0,2,501,2003
2,1,1,1,5,1,48-02102,27,1,2,279,4453
2,4,1,0,4,1,48-02102,75,6,7,407,123
1,4,8,0,7,1,48-02510,48,1,2,352,8479
2,2,1,2,2,0,48-02102,32,0,6,174,5865
2,N,1,1,N,0,48-02510,8,0,N,452,6117
1,1,1,1,7,0,48-02510,25,1,3,374,5597
2,4,1,1,7,0,48-02516,51,4,6,28,6916
2,4,1,1,9,0,48-02102,56,0,2,123,24
1,4,1,1,2,0,48-02507,61,0,3,82,3653
2,3,1,2,4,0,48-02516,60,3,5,156,6915
2,4,2,2,5,0,48-02516,40,0,2,123,5639
1,2,1,1,5,0,48-02507,70,1,3,402,4516
1,5,1,0,5,0,48-02102,20,7,8,208,3986
1,2,1,0,9,0,48-02101,21,11,5,225,7019
1,1,1,2,7,0,48-02516,45,0,2,445,275
1,6,1,1,7,0,48-02507,37,0,N,501,2239
1,2,1,0,6,0,48-02101,58,N,N,186,6051
1,6,1,0,2,0,48-02102,46,N,N,91,7574
1,5,1,1,6,0,48-02515,52,0,2,163,2123
1,2,1,0,7,0,48-02101,39,7,8,377,6929
2,1,1,1,8,0,48-02510,56,0,2,501,7888
1,5,1,1,7,0,48-02102,65,3,5,201,4265
2,2,1,0,3,0,48-02101,85,11,8,355,1325
1,6,1,1,6,0,48-02515,22,0,2,268,482
2,3,1,1,5,1,48-02507,88,0,2,495,261
1,1,1,1,7,0,48-02102,34,2,4,291,2216
1,2,1,1,5,0,48-02510,52,1,3,425,609
2,1,1,2,5,0,48-02507,46,2,3,153,1312
1,5,1,2,6,0,48-02516,8,11,8,90,1164
2,4,5,2,1,2,48-02510,15,1,13,240,330
1,4,1,1,5,0,48-02510,40,7,11,13,4923
2,3,1,1,7,0,48-02101,67,0,N,495,5218
1,6,1,1,8,0,48-02102,21,0,2,459,1099
2,5,2,2,5,0,48-02507,69,0,3,151,1258
1,5,1,1,9,0,48-02515,61,2,4,146,3074
2,6,1,1,0,1,48-02516,21,11,13,147,3548
1,4,1,0,9,0,48-02102,10,6,5,442,8216
2,3,2,1,5,0,48-02507,35,11,7,263,237
1,6,1,1,3,1,48-02515,65,6,8,30,3224
2,4,1,1,7,0,48-02101,67,0,N,122,4777
1,1,1,1,7,0,48-02516,31,1,3,139,3188
1,6,1,1,1,0,48-02516,20,1,13,365,8661
1,1,1,1,8,0,48-02510,33,2,4,430,7273
2,5,1,2,5,0,48-02101,54,1,3,497,5879
1,2,6,0,2,0,48-02515,13,4,6,12,7547
