,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR
0,25-01000,78,1,5,1,1,3,N,3,2,2545.6064167022705,7,11,41100.0,0,464,1,1,N,1,1
1,25-01000,25,2,4,0,8,0,2,3,1,2515.931308746338,13,8,60300.0,2,391,N,1,1,1,1
2,25-01000,85,2,2,0,6,0,9,3,1,2413.342441558838,8,12,235000.0,1,431,6,1,1,2,2
3,25-01000,26,2,N,1,8,0,7,1,1,2607.278570175171,16,1,419500.0,8,375,N,2,2,1,1
4,25-01300,90,2,N,1,3,N,3,1,0,2391.2189979553223,17,9,66900.0,9,214,1,N,2,2,1
5,25-02800,88,1,3,3,5,5,3,2,0,2452.8933486938477,12,5,123700.0,8,228,3,2,2,2,2
6,25-01000,28,2,N,3,2,1,4,1,0,2440.3659133911133,4,4,29200.0,3,459,2,1,2,1,2
7,25-02800,23,1,6,0,6,1,4,1,0,2112.454849243164,11,7,39100.0,7,381,2,1,N,2,1
8,25-02800,4,2,3,4,8,N,N,1,2,2368.607807159424,16,10,40400.0,N,392,1,N,1,1,2
9,25-01000,1,1,2,1,2,3,4,1,0,2621.241409301758,11,7,30000.0,8,311,5,2,2,2,2
10,25-00503,94,2,N,1,5,1,3,1,0,2579.8306698799133,6,8,43800.0,6,269,N,1,N,2,2
11,25-01000,25,1,3,2,6,1,7,2,1,2736.0695037841797,2,5,22660.0,6,10,N,N,2,2,2
12,25-01300,38,2,3,2,9,5,3,3,1,2777.9783630371094,10,N,6400.0,2,480,4,N,2,2,1
13,25-01300,44,1,5,3,2,4,7,1,1,2270.9496841430664,7,5,9400.0,N,251,N,N,2,2,1
14,25-00703,3,2,6,0,8,N,7,3,1,2338.220802307129,18,3,25500.0,6,355,6,2,1,2,1
15,25-00703,71,2,4,3,8,1,7,2,0,2580.0044770240784,16,5,60110.0,7,108,3,2,N,2,2
16,25-01000,14,2,4,0,9,0,7,1,1,2512.3805561065674,5,N,900.0,9,360,N,1,2,1,2
17,25-02800,38,1,6,3,3,N,9,1,1,2300.173294067383,7,3,85000.0,3,477,6,1,N,1,1
18,25-02800,48,2,4,2,5,2,5,2,1,2275.3073654174805,3,10,77080.0,6,280,4,N,N,2,2
19,25-01000,59,1,6,0,9,0,9,1,1,2129.294692993164,5,12,173000.0,N,209,4,N,2,2,2
20,25-01300,54,1,N,3,1,5,2,2,1,2300.0370864868164,1,4,75870.0,0,156,5,N,2,2,2
21,25-00503,53,2,5,4,2,0,3,3,2,2483.896520614624,12,5,6000.0,6,63,5,1,2,1,1
22,25-00503,25,1,4,3,6,3,2,3,2,2564.4591542482376,3,5,4200.0,4,225,1,1,1,1,2
23,25-01300,7,2,1,3,6,N,N,2,0,2741.3844718933105,13,8,63400.0,2,239,6,1,2,1,1
24,25-00703,14,1,2,4,6,0,4,3,0,2282.711280822754,13,1,40.0,N,128,2,1,2,1,1
25,25-00503,84,1,N,1,5,0,7,2,0,2579.567151069641,18,4,200200.0,6,64,6,1,2,1,2
26,25-00503,34,2,3,3,7,0,2,3,2,3243.6612091064453,17,10,630200.0,3,409,3,N,N,2,1
27,25-02800,69,2,6,0,6,2,4,3,2,3167.8829650878906,14,2,248200.0,0,138,4,2,1,2,2
28,25-02800,62,1,N,2,3,5,2,2,0,2402.890392303467,0,12,66800.0,6,244,5,N,N,1,1
29,25-00503,88,2,5,1,2,3,6,1,1,2640.550567626953,14,9,53100.0,9,369,4,N,2,2,2
30,25-00703,74,1,3,1,9,N,2,2,2,2679.0503692626953,3,9,27400.0,4,458,1,N,2,2,2
31,25-02800,74,2,N,0,3,N,7,1,0,2646.212017059326,12,5,54800.0,2,358,4,N,N,1,1
32,25-00503,42,1,4,3,8,3,9,2,1,2729.8811683654785,7,8,9100.0,7,169,4,1,N,2,1
33,25-02800,2,2,N,4,2,2,3,3,2,2368.3889961242676,11,1,127400.0,6,94,6,N,N,2,1
