,SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,HISP,PUMA,INDP_CAT
0,1,4,1,2,3,8,0,25-00503,10
1,1,1,1,1,6,7,0,25-00503,6
2,2,6,1,1,8,8,0,25-00703,N
3,2,6,1,1,0,1,0,25-00703,12
4,1,6,1,2,5,10,0,25-01000,12
5,1,1,1,1,6,10,0,25-01300,8
6,2,6,1,1,3,9,0,25-00703,9
7,1,6,1,1,7,5,0,25-00703,14
8,1,3,1,1,6,5,0,25-02800,N
9,2,6,1,2,5,9,0,25-00703,14
10,1,1,1,1,1,10,0,25-00703,N
11,2,1,1,1,9,10,0,25-00703,N
12,2,3,1,1,6,10,0,25-02800,14
13,2,1,1,2,2,3,0,25-00703,12
14,2,6,1,1,4,9,0,25-01300,4
15,2,1,1,1,3,5,0,25-01000,N
16,2,1,1,2,3,8,0,25-00703,11
17,2,6,1,1,1,9,0,25-00703,N
18,1,4,1,1,6,9,0,25-01300,15
19,2,6,6,2,6,12,0,25-00503,6
20,2,5,1,1,4,10,0,25-00503,N
21,1,6,1,2,8,10,0,25-01000,12
22,1,1,1,1,4,9,0,25-01000,9
23,2,2,1,1,3,9,0,25-01000,13
24,2,3,1,1,5,7,0,25-02800,9
25,2,1,1,1,6,10,0,25-01300,4
26,1,1,1,1,1,10,0,25-00703,6
27,2,1,1,0,1,7,4,25-01300,11
28,1,1,1,1,9,5,0,25-01300,N
29,1,1,1,2,9,9,0,25-01000,12
30,2,1,1,1,6,7,0,25-01000,4
31,2,6,6,1,7,9,0,25-00503,7
32,1,6,1,1,0,7,0,25-00503,6
33,2,1,1,1,6,9,0,25-02800,N
34,2,1,1,1,2,5,0,25-01300,N
35,2,4,2,1,0,5,0,25-01000,N
36,1,6,1,2,7,12,0,25-00503,N
37,2,4,2,1,3,7,0,25-00503,9
38,2,3,1,1,9,10,0,25-00703,14
39,2,2,1,1,0,5,0,25-01000,N
40,2,1,1,1,1,7,0,25-00703,6
41,2,3,1,0,6,6,0,25-01300,4
42,1,1,1,1,5,9,0,25-00703,N
43,2,1,1,1,1,7,0,25-01000,6
44,1,1,6,2,0,9,0,25-02800,N
45,2,4,1,1,9,7,0,25-02800,6
46,2,1,9,1,4,1,0,25-01000,12
47,1,3,1,1,1,4,0,25-02800,16
48,1,1,1,1,8,10,0,25-00703,14
49,1,1,1,1,9,10,0,25-01000,9
50,2,1,1,2,5,8,0,25-00503,12
51,2,6,1,1,5,8,0,25-00503,12
52,1,1,1,1,3,5,0,25-00503,N
53,2,1,1,1,6,5,0,25-00703,9
54,2,1,1,1,8,9,0,25-02800,11
55,1,1,1,1,2,10,0,25-01000,16
56,2,6,1,1,6,9,0,25-00703,11
57,1,1,1,1,6,7,0,25-01000,10
58,2,1,1,1,7,9,0,25-00703,12
59,2,2,1,1,6,9,0,25-00503,4
60,1,1,1,1,8,9,0,25-00703,8
61,1,1,1,1,4,7,0,25-01000,6
62,1,3,1,1,5,5,0,25-01000,6
63,1,6,1,1,4,9,0,25-00503,15
64,2,1,1,2,1,8,0,25-01300,N
65,2,1,1,1,5,9,0,25-01000,17
66,1,1,1,1,9,5,0,25-01300,4
67,2,1,9,1,3,10,0,25-01000,11
68,2,4,1,1,8,7,0,25-00703,5
69,2,6,1,1,2,8,0,25-01300,N
70,2,1,1,2,1,10,0,25-00503,N
71,2,1,1,1,3,7,0,25-00703,9
72,2,3,1,2,7,12,0,25-01000,11
73,1,6,1,2,4,10,0,25-00503,12
74,1,1,1,1,4,5,0,25-00703,N
75,2,1,1,1,3,7,0,25-00703,6
76,2,1,1,1,7,7,0,25-02800,6
77,2,1,1,1,4,8,0,25-02800,N
78,2,1,1,1,N,7,0,25-01000,15
79,1,1,1,1,6,9,0,25-00503,N
80,2,6,1,2,3,9,0,25-00703,10
81,2,1,1,1,5,6,0,25-00703,10
82,1,3,1,1,9,9,0,25-01300,15
83,2,1,1,1,9,10,0,25-00703,N
84,1,6,1,1,6,7,0,25-00503,14
85,2,1,1,1,9,9,0,25-01000,9
86,1,1,1,1,9,5,0,25-02800,4
87,2,1,1,2,3,8,0,25-00703,N
88,2,1,1,1,N,5,0,25-01000,N
89,2,4,1,2,5,6,0,25-01300,10
90,1,1,1,1,5,9,0,25-00703,14
91,1,3,1,2,4,10,2,25-01000,6
92,2,1,1,1,2,9,0,25-00703,8
93,2,1,1,1,3,5,0,25-00703,7
94,1,1,1,1,0,9,0,25-00503,11
95,2,6,1,1,7,9,0,25-02800,N
96,1,4,1,2,3,10,0,25-01000,14
97,2,3,2,1,0,7,0,25-02800,N
98,1,1,1,1,9,9,0,25-00703,11
99,1,1,1,1,9,3,0,25-00503,14
100,1,1,1,1,6,7,0,25-00503,9
101,2,1,1,1,6,5,0,25-01000,4
102,1,1,1,1,5,9,0,25-00703,11
103,2,1,1,1,8,8,0,25-00503,4
104,2,6,1,1,1,8,0,25-00703,3
105,2,1,1,2,0,8,0,25-02800,6
106,1,2,1,1,1,7,0,25-02800,N
107,1,1,1,1,7,9,0,25-02800,16
108,2,1,1,1,3,12,0,25-02800,10
109,2,1,1,1,6,7,0,25-01000,0
110,2,6,1,2,3,9,0,25-02800,N
111,2,1,1,1,2,3,0,25-00703,12
112,1,4,1,1,6,5,0,25-02800,3
113,2,4,1,1,3,7,0,25-01000,11
114,1,1,1,2,9,7,0,25-02800,16
115,2,3,1,1,3,7,0,25-00703,6
116,2,2,1,2,7,7,0,25-00703,N
117,1,1,1,2,7,9,0,25-00703,N
118,1,6,1,1,1,5,0,25-00703,N
119,2,3,1,1,4,9,0,25-00503,N
120,1,6,1,2,4,9,0,25-02800,10
121,1,6,1,1,N,9,0,25-00703,0
122,2,2,1,1,7,4,0,25-02800,4
123,1,1,1,2,9,10,0,25-00703,11
124,2,1,1,2,6,5,0,25-00703,9
125,2,6,1,1,8,4,0,25-02800,12
126,1,6,1,1,5,8,0,25-00703,N
127,1,1,1,1,4,8,1,25-01300,14
128,2,4,1,2,4,9,4,25-00703,N
129,1,1,6,1,5,3,0,25-01000,14
130,2,3,1,1,0,5,0,25-00703,7
131,1,1,1,1,0,5,0,25-02800,4
132,2,1,1,1,4,9,0,25-02800,4
133,1,6,1,1,4,5,0,25-00503,14
134,2,6,1,1,6,7,0,25-00503,N
135,2,2,1,1,5,5,0,25-00703,14
136,2,6,1,1,9,9,0,25-02800,9
137,2,6,1,2,6,9,0,25-00703,N
138,1,6,1,1,6,6,0,25-00703,6
139,2,1,1,1,1,9,0,25-00503,14
140,2,6,1,2,7,7,0,25-00703,10
141,2,1,1,2,0,9,0,25-00703,6
142,2,1,1,2,1,5,0,25-01300,N
143,2,1,1,2,6,9,0,25-00503,10
144,1,1,6,1,6,10,0,25-02800,10
145,1,1,1,1,5,10,0,25-00703,10
146,1,6,1,2,8,4,0,25-02800,N
147,2,6,1,1,2,7,0,25-00703,9
148,1,6,1,1,0,9,0,25-00703,15
149,1,1,2,1,6,5,0,25-00503,N
150,1,3,1,1,8,9,0,25-01300,6
151,1,1,1,1,6,11,0,25-01000,11
152,2,4,1,2,6,9,0,25-01000,4
153,2,4,1,1,8,9,0,25-00703,11
154,1,1,1,2,3,5,0,25-01300,12
155,2,6,1,1,8,5,0,25-00503,15
156,1,1,1,1,1,4,0,25-01300,12
157,1,1,1,1,4,7,0,25-01300,6
158,2,1,1,1,3,5,0,25-00703,12
159,2,6,1,1,3,10,0,25-02800,6
160,2,1,1,1,3,5,0,25-00503,N
161,2,3,1,1,4,5,0,25-02800,N
162,2,2,1,1,7,5,0,25-01000,10
163,2,1,1,1,6,12,0,25-01000,N
164,1,6,1,2,9,5,0,25-00503,9
165,2,6,1,2,7,7,0,25-00703,N
166,2,2,1,1,2,10,0,25-00503,6
167,1,1,1,1,4,9,0,25-01000,8
168,2,1,1,1,1,5,0,25-01000,N
169,2,4,1,2,3,9,0,25-00503,12
170,1,1,1,1,5,4,0,25-02800,9
171,1,3,1,1,2,10,0,25-01300,N
172,1,N,6,2,6,10,0,25-00503,4
173,1,6,1,1,3,10,0,25-00703,16
174,2,2,1,2,3,9,0,25-02800,12
175,2,6,1,2,8,8,0,25-00503,10
176,1,6,6,1,7,12,0,25-02800,N
177,2,4,1,1,3,5,0,25-01300,10
178,1,2,1,1,9,5,0,25-02800,N
179,1,1,1,1,5,7,0,25-01000,6
180,1,5,1,1,5,8,0,25-02800,10
181,1,6,1,1,3,5,0,25-02800,N
182,2,6,1,1,2,9,0,25-00703,12
183,2,4,1,1,7,9,0,25-01300,10
184,2,1,1,1,7,10,0,25-01300,15
185,1,6,1,1,5,7,0,25-00703,N
186,1,1,1,2,5,7,0,25-00703,10
187,2,4,1,1,3,10,0,25-01300,10
188,1,1,1,1,5,8,0,25-01300,N
189,2,1,1,1,0,9,0,25-00703,11
190,1,4,1,1,9,10,0,25-00503,11
191,1,1,1,2,8,7,0,25-01000,2
192,2,6,1,1,2,8,0,25-00703,N
193,1,3,1,1,4,11,0,25-00503,14
194,2,1,1,1,6,9,0,25-00703,3
195,2,1,1,1,4,9,0,25-01300,4
196,1,2,1,2,3,9,0,25-00703,11
197,1,N,1,1,3,7,0,25-00503,4
198,1,1,1,1,1,10,0,25-01000,4
199,1,3,1,1,1,8,0,25-01300,15
200,2,6,1,1,2,5,0,25-01000,12
201,2,6,1,2,6,10,0,25-00503,4
202,2,1,1,1,0,5,0,25-00703,N
203,1,6,1,2,2,7,0,25-00503,11
204,1,1,1,1,6,5,0,25-02800,10
205,2,1,1,2,9,12,0,25-00703,4
206,1,6,1,1,8,11,0,25-01000,7
207,1,6,1,1,2,9,0,25-02800,12
208,2,3,1,1,1,9,0,25-02800,N
209,1,4,1,1,6,9,0,25-01000,10
210,2,6,1,1,4,7,0,25-01000,N
211,2,2,1,2,7,7,0,25-01300,10
212,2,6,1,1,5,10,0,25-00503,4
213,2,1,1,1,2,9,0,25-01300,N
214,2,1,1,1,8,9,0,25-01300,8
215,2,3,1,2,1,5,0,25-01000,14
216,2,6,1,1,4,8,0,25-02800,N
217,1,1,1,1,5,7,0,25-01300,N
218,2,1,1,1,7,5,0,25-01000,9
219,2,1,9,1,7,9,0,25-00503,11
220,2,2,1,1,7,5,0,25-00703,15
221,2,2,1,1,9,7,0,25-00503,N
222,2,1,1,1,4,9,0,25-00703,N
223,2,1,1,1,1,10,0,25-01000,11
224,1,6,1,2,7,10,0,25-00703,N
225,1,2,1,1,5,10,0,25-01300,10
226,2,6,1,2,1,9,0,25-02800,8
227,1,1,1,1,5,9,0,25-00503,15
228,2,1,9,1,5,9,0,25-00703,14
229,2,6,1,1,1,8,0,25-00503,N
230,1,6,1,1,3,7,0,25-00703,9
231,1,6,1,1,2,9,0,25-02800,9
232,1,1,1,1,6,10,2,25-01000,10
233,2,1,1,2,4,7,0,25-00703,9
234,1,1,1,2,5,10,0,25-00703,4
235,1,1,1,1,N,8,4,25-01300,11
236,2,1,6,1,2,4,0,25-02800,4
237,1,6,1,1,9,9,0,25-00503,13
238,1,6,1,2,0,5,0,25-01000,N
239,2,2,1,1,5,9,0,25-01000,N
240,2,6,1,2,6,7,0,25-01300,14
241,1,1,1,1,7,5,0,25-01300,3
242,1,1,1,1,2,9,0,25-01300,N
243,1,6,1,1,9,9,4,25-01300,10
244,1,6,1,1,3,9,0,25-00503,7
245,1,1,1,1,6,9,0,25-02800,11
246,1,1,1,2,3,9,0,25-00703,N
247,1,1,1,1,2,1,0,25-02800,7
248,2,4,1,1,2,5,4,25-00703,N
249,1,4,1,1,7,6,0,25-00503,12
250,1,1,1,2,3,5,0,25-00703,8
251,1,N,1,1,2,5,0,25-00703,N
252,2,6,1,1,9,5,0,25-00703,11
253,1,4,1,1,3,9,0,25-01000,9
254,1,4,2,1,9,10,0,25-00503,12
255,2,6,1,2,1,8,0,25-00703,12
256,2,1,1,1,2,9,0,25-00703,9
257,2,6,1,2,0,9,0,25-02800,14
258,2,4,1,1,2,11,0,25-01000,N
259,1,6,1,1,6,7,0,25-00503,10
260,1,4,1,2,5,9,0,25-02800,14
261,1,4,6,2,4,5,0,25-01000,10
262,1,6,8,1,2,7,0,25-00703,14
263,2,1,1,1,5,8,0,25-00703,6
264,2,6,1,2,4,11,0,25-01000,N
265,2,1,1,1,5,7,0,25-01300,6
266,1,6,1,1,5,9,0,25-01300,11
267,1,6,1,1,6,9,0,25-01000,3
268,1,1,1,2,6,10,0,25-02800,9
269,2,1,1,1,6,9,0,25-00503,11
270,1,1,6,2,6,5,0,25-00503,13
271,2,1,1,1,5,8,0,25-02800,11
272,1,N,9,2,1,6,0,25-01300,10
273,1,1,1,1,2,5,0,25-02800,9
274,1,1,1,1,7,8,0,25-00503,12
275,1,1,1,1,1,4,0,25-01000,6
276,2,1,1,1,0,9,0,25-00503,N
277,1,6,2,1,1,9,0,25-02800,10
278,1,1,1,2,2,9,0,25-00503,11
279,2,1,1,2,3,9,0,25-02800,11
280,2,1,1,1,8,6,0,25-00703,3
281,2,1,1,1,8,8,0,25-01300,4
282,2,6,1,2,9,7,1,25-01000,14
283,2,6,1,1,0,5,0,25-00703,4
284,1,1,1,1,4,9,0,25-00503,6
285,2,1,1,1,8,8,0,25-02800,14
286,2,1,1,1,2,7,0,25-02800,6
287,2,1,1,1,8,9,0,25-00703,N
288,2,1,1,1,8,11,0,25-01300,N
289,2,6,1,1,1,9,0,25-02800,9
290,1,6,1,1,8,5,0,25-00503,9
291,2,1,1,1,9,9,0,25-00703,11
292,2,N,1,2,2,7,0,25-00703,12
293,1,4,1,1,4,7,0,25-01000,N
294,2,6,1,1,7,3,0,25-01000,12
295,2,6,1,1,6,10,0,25-02800,9
296,2,1,1,1,6,10,2,25-01000,12
297,2,1,1,2,7,9,0,25-00703,5
298,1,4,1,2,2,5,0,25-02800,11
299,1,6,1,1,4,5,0,25-00703,12
300,2,1,1,1,2,9,0,25-00703,N
301,2,1,1,1,0,10,0,25-01300,6
302,1,2,1,1,7,7,0,25-01000,15
303,1,6,1,1,5,7,0,25-01300,16
304,1,6,1,1,3,5,0,25-01300,14
305,2,1,1,2,0,8,0,25-01300,15
306,1,1,1,2,2,9,0,25-01300,N
307,2,6,1,2,5,7,0,25-01000,N
308,1,6,1,1,2,12,0,25-02800,N
309,2,1,1,1,3,9,0,25-00703,14
310,2,6,1,2,0,5,0,25-02800,11
311,1,6,1,1,6,10,0,25-00703,15
312,2,3,1,1,4,6,0,25-01000,N
313,2,1,1,1,7,4,0,25-00703,6
314,1,4,1,1,3,10,0,25-01000,13
315,1,1,1,1,0,10,0,25-01300,4
316,1,6,1,2,2,8,0,25-00703,11
317,2,3,1,2,9,5,0,25-00503,10
318,2,1,1,2,4,9,0,25-00703,N
319,1,1,1,2,7,10,0,25-00503,14
320,2,1,1,1,7,9,0,25-00703,6
321,2,6,1,2,8,7,0,25-02800,15
322,2,1,1,1,1,8,0,25-01300,N
323,2,1,1,1,1,7,0,25-01000,N
324,2,1,6,1,5,5,0,25-00503,N
325,2,6,1,2,6,8,0,25-01300,N
326,2,2,1,1,1,7,0,25-00703,N
327,1,6,1,1,2,9,0,25-01300,8
328,1,1,1,1,6,9,0,25-01000,0
329,1,1,6,1,5,5,0,25-02800,9
330,1,4,2,2,0,8,0,25-00503,16
331,2,1,1,2,9,8,0,25-00703,15
332,1,6,1,1,5,7,0,25-01000,N
333,2,6,1,1,7,7,1,25-00503,11
334,1,3,1,1,4,7,0,25-01300,12
335,2,1,1,1,9,6,0,25-02800,12
336,2,6,1,1,4,11,3,25-00503,15
337,1,3,1,1,7,3,0,25-01000,4
338,2,1,1,1,9,9,0,25-00503,N
339,2,1,1,1,9,5,0,25-00703,15
340,2,4,1,1,2,6,0,25-00703,N
341,2,6,1,0,6,9,0,25-00503,11
342,1,6,1,2,7,7,0,25-00503,4
343,1,4,1,1,1,7,0,25-00703,12
344,2,3,1,1,5,7,0,25-00703,12
345,1,1,1,1,7,7,0,25-00703,3
346,2,1,1,1,1,10,0,25-01000,N
347,2,6,1,1,5,5,0,25-01000,13
348,2,4,1,1,7,7,0,25-00703,N
349,1,1,1,2,6,5,0,25-00503,N
350,2,3,1,1,7,10,0,25-01000,10
351,1,1,1,1,3,7,0,25-01300,9
352,1,6,1,1,3,8,0,25-00703,4
353,1,6,1,1,7,7,0,25-00503,15
354,1,6,1,1,1,5,4,25-01000,15
355,1,1,1,1,2,9,0,25-00503,7
356,1,1,1,1,4,8,0,25-01000,3
357,1,1,1,1,1,1,0,25-00703,12
358,2,4,1,1,9,9,0,25-00703,12
359,1,6,6,1,7,9,0,25-00703,10
360,2,2,1,1,5,6,0,25-00503,6
361,2,6,1,2,9,4,0,25-02800,N
362,2,1,1,2,1,8,0,25-01000,N
363,2,6,1,1,3,9,0,25-02800,N
364,1,1,1,1,5,12,0,25-00503,9
365,1,6,1,1,3,4,0,25-01300,3
366,2,2,1,1,9,9,0,25-01000,12
367,2,4,1,1,1,10,0,25-02800,N
368,2,6,1,1,9,9,0,25-01300,12
369,1,3,1,2,7,9,0,25-01000,13
370,2,4,1,1,8,9,0,25-00503,N
371,1,1,1,0,2,9,0,25-00703,16
372,1,1,1,1,8,7,0,25-00703,12
373,1,2,8,2,0,10,0,25-00503,11
374,2,4,1,2,0,5,0,25-00703,6
375,2,1,6,1,8,11,0,25-00703,12
376,1,N,9,1,1,9,0,25-00703,14
377,2,6,1,2,5,9,0,25-00703,11
378,1,1,1,1,4,10,0,25-01300,8
379,1,1,1,1,1,4,0,25-00503,6
380,2,1,1,1,8,5,0,25-01300,N
381,1,1,1,1,5,10,0,25-01000,6
382,2,1,1,2,9,10,0,25-00503,N
383,1,5,1,1,4,N,0,25-02800,6
384,1,6,1,1,7,9,0,25-01300,6
385,2,4,1,2,8,9,0,25-00503,15
386,2,6,1,1,2,10,0,25-01300,8
387,2,1,1,1,7,8,0,25-02800,8
388,2,1,1,2,1,9,0,25-02800,N
389,2,2,1,2,3,5,0,25-00703,9
390,2,2,1,1,2,9,4,25-00503,12
391,1,4,1,1,6,8,0,25-00703,15
392,2,1,1,1,2,11,0,25-01000,N
393,2,1,1,1,0,9,0,25-02800,10
394,1,6,6,1,2,8,0,25-02800,9
