,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,INDP_CAT,EDU,PINCP_DECILE,DVET,DREM,DPHY,DEYE,DEAR
PUMA,9.992007221626409e-16,0.013645208614245428,0.021107461768060668,-0.03406031714557278,-0.017265424186526733,-0.015422139501908572,0.014802458586740494,0.03538072372417056,-0.043829461640523454,0.024240343582807376,-0.01005827618264547,0.027100740769038362,-0.008225410676249916,-0.05220227905711442,0.025439988273077807,0.026558387842009465,0.00816010148275454,0.004786910159196592
AGEP,0.013645208614245428,0.0,0.010767648069048688,0.00913856526937791,-0.008343681176688128,0.024353236052502253,-0.011138952440788663,-0.012412074582159871,0.00149854643299846,0.005855844814524308,0.02649797833980265,0.018618919349537744,-0.0033850188235766687,0.011801219096785956,0.04526301338529487,0.04316524682760117,0.002543064895773328,-0.01020715639592712
SEX,0.021107461768060668,0.010767648069048688,2.6645352591003757e-15,0.028271198872391472,0.024233349625291938,0.003755513219678635,-0.04651494591886848,-0.01649889062943448,0.030715456040684572,-0.0010722658884798238,0.020392224273092514,0.006994517623483049,-0.0058222123561066375,-0.04164420472410402,0.016617456379385075,0.02558095283639346,-0.0060654967280306185,0.009704572557926042
MSP,-0.03406031714557278,0.00913856526937791,0.028271198872391472,-2.3314683517128287e-15,0.03048461296104275,0.025650871219967095,-0.02255061538841513,0.005537727157477246,0.00036649961506632356,-0.02078956625602957,-0.0071558951442693974,-0.004415884010154136,0.024891768566415395,0.0292436914548637,0.03426770053558503,0.029274728697363805,-0.025165311560668452,0.0027763618607764932
HISP,-0.017265424186526733,-0.008343681176688128,0.024233349625291938,0.03048461296104275,-1.3322676295501878e-15,-0.025022899321378467,-0.048380909949147066,-0.029987545750152556,0.019457665545793864,-0.00302010834137062,-0.004940014817896389,-0.005361067623979254,0.009288202095758369,-0.024265254985104064,-0.020479550990608802,-0.014156540418861809,-0.03188926109379479,-0.0020459847531340628
RAC1P,-0.015422139501908572,0.024353236052502253,0.003755513219678635,0.025650871219967095,-0.025022899321378467,1.7763568394002505e-15,-0.06049734895825601,-0.05814939231603143,0.025121191489157903,-0.012650620178965948,0.01139623254842775,0.0431987159020764,0.050924171090784676,0.004214635737852648,-0.014142092746808388,-0.02246639912763662,-0.02692834909788558,-0.02533730423851148
NOC,0.014802458586740494,-0.011138952440788663,-0.04651494591886848,-0.02255061538841513,-0.048380909949147066,-0.06049734895825601,0.0,-0.004081889372274383,0.005100219231540193,-0.013425356924209514,-0.013897422718378821,-0.003435629673833762,-0.01116288978636304,-0.013330864549551708,-0.052583454030139004,-0.04668872121907128,0.0031796461923357944,0.011426269950190554
NPF,0.03538072372417056,-0.012412074582159871,-0.01649889062943448,0.005537727157477246,-0.029987545750152556,-0.05814939231603143,-0.004081889372274383,1.1102230246251565e-16,0.015704544362671324,-0.001921118653485621,0.009609140064894689,0.027180348117788133,0.017724304381764477,-0.02994007221516861,-0.04004870218398311,-0.03642297059153313,0.019858221316720853,0.0194775881293483
HOUSING_TYPE,-0.043829461640523454,0.00149854643299846,0.030715456040684572,0.00036649961506632356,0.019457665545793864,0.025121191489157903,0.005100219231540193,0.015704544362671324,1.6764367671839864e-14,0.00939340499020136,-0.049589289800357664,0.007374815935389002,0.06022040798464891,0.051118136219311536,-0.0035823933941533104,0.0305801235031301,-0.04998373558914665,-0.07446914204301233
OWN_RENT,0.024240343582807376,0.005855844814524308,-0.0010722658884798238,-0.02078956625602957,-0.00302010834137062,-0.012650620178965948,-0.013425356924209514,-0.001921118653485621,0.00939340499020136,0.0,0.027161082249187084,-0.010354111916594994,-0.01889753052321142,-0.0030599826515788145,-0.005727614937849054,-0.011289906667477714,-0.004753503253532604,0.030473713316286663
