,feature,divergence
1,AGEP,1.859352723125179
13,PINCP,0.824883007651932
14,PINCP_DECILE,0.47860146714728397
12,EDU,0.4365021023846629
15,POVPIP,0.2900149593064192
10,DENSITY,0.2736447238899284
7,NPF,0.2569555797163797
11,INDP_CAT,0.17583802024746908
6,NOC,0.11880620771985677
9,OWN_RENT,0.06556488354529076
3,MSP,0.058336314238506444
5,RAC1P,0.048792179215013436
8,HOUSING_TYPE,0.037128387592670654
4,HISP,0.028315135482945224
2,SEX,0.012939197450650863
16,DVET,0.011046037512046851
20,DEAR,0.00850036518057326
19,DEYE,0.00688273389506696
17,DREM,0.006386381900228728
18,DPHY,0.00570676031606672
0,PUMA,0.000349260164748566
