,AGEP_x,HISP,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_DECILE_x,POVPIP_x,PUMA,RAC1P,SEX,AGEP_y,NOC_y,NPF_y,PINCP_DECILE_y,POVPIP_y,percent_match
0,28,1,6,0,N,2,1,53,08-00803,8,2,28,0,N,1,53,100.0
1,57,0,1,0,12,1,2,500,06-08507,9,1,58,1,3,9,501,0.0
2,4,2,N,2,3,2,9,246,40-00200,1,2,3,2,4,N,97,20.0
3,0,0,N,1,3,1,9,334,36-04010,9,1,6,2,3,N,243,20.0
4,42,0,1,0,2,2,2,501,38-00100,6,1,41,0,2,2,501,80.0
5,32,0,2,0,N,2,8,501,06-07502,1,2,30,0,N,8,501,80.0
6,55,0,2,N,9,0,0,95,40-00200,1,2,84,N,N,3,N,20.0
7,72,1,3,0,N,1,7,426,19-01700,9,2,69,0,N,7,406,60.0
8,59,4,2,0,N,2,3,11,36-03710,9,2,58,0,N,3,105,60.0
9,30,0,1,2,3,2,0,107,40-00200,2,2,26,0,2,1,305,0.0
10,36,0,6,0,N,1,9,501,06-07502,2,1,35,0,N,9,501,80.0
11,62,0,2,0,2,1,6,396,24-01004,8,2,59,0,2,6,377,60.0
12,51,0,6,0,9,1,3,197,36-04010,5,1,35,0,5,1,227,20.0
13,75,0,4,0,N,1,4,238,08-00803,9,2,74,0,N,4,227,60.0
14,6,4,N,2,3,1,9,500,19-01700,1,2,14,3,4,N,233,0.0
15,63,0,4,0,9,1,8,50,19-01700,6,1,59,0,3,9,501,20.0
16,32,3,6,0,N,2,8,51,36-03710,8,1,29,0,N,8,501,60.0
17,33,3,1,0,12,1,7,5,06-07502,1,2,59,0,2,9,501,20.0
18,24,4,6,0,3,1,5,501,36-04010,9,1,24,0,3,5,501,100.0
19,23,0,6,N,N,0,2,80,06-08507,2,2,21,N,N,2,75,60.0
20,46,0,4,0,6,2,2,488,26-02702,9,2,45,0,6,2,48,60.0
21,50,4,1,1,2,2,1,500,06-07502,1,2,34,0,2,7,501,20.0
22,47,1,6,0,2,1,3,500,30-00600,9,2,16,3,6,0,63,0.0
23,42,0,2,1,12,2,8,500,40-00200,1,1,94,0,4,6,310,0.0
24,34,0,5,0,9,2,5,302,36-04010,1,1,61,1,2,9,501,0.0
25,65,3,5,0,N,1,2,89,32-00405,1,2,64,0,N,2,86,60.0
26,46,1,3,0,9,1,5,31,30-00600,1,1,61,0,N,6,264,20.0
27,32,0,5,3,4,1,8,257,30-00600,1,2,32,3,4,8,252,80.0
28,95,4,3,0,N,2,2,84,32-00405,1,2,93,0,N,2,78,60.0
29,22,4,6,0,3,1,0,82,01-01301,8,2,18,0,3,0,73,60.0
30,13,1,6,0,2,1,0,202,38-00100,9,1,16,1,2,0,501,40.0
31,81,0,3,N,N,0,3,N,01-01301,2,2,74,N,N,3,N,80.0
32,44,4,5,2,4,2,6,223,19-01700,1,1,43,2,4,6,212,60.0
33,29,0,4,N,N,0,0,N,19-01700,1,1,27,N,N,0,N,80.0
34,18,3,6,N,N,0,5,N,26-02702,1,2,18,N,N,5,N,100.0
35,3,0,N,N,N,0,N,N,36-03710,2,2,3,N,N,N,N,100.0
36,0,4,N,1,3,1,N,501,17-03529,1,1,0,1,3,N,501,100.0
37,21,4,6,0,7,1,0,30,32-00405,5,2,18,0,7,0,274,60.0
38,56,1,6,0,N,2,7,480,51-51255,1,1,53,0,N,7,456,60.0
39,36,0,1,2,4,2,9,501,29-01901,6,2,35,2,4,9,501,80.0
40,67,0,1,0,12,2,6,500,36-03710,1,2,39,0,2,8,501,20.0
41,69,0,4,N,N,0,2,N,36-04010,1,1,66,N,N,2,N,80.0
42,9,1,N,3,6,2,N,256,38-00100,8,1,7,3,6,N,222,60.0
