,HISP,PUMA,PINCP_DECILE,MSP,DENSITY,OWN_RENT,DREM,SEX,NPF,HOUSING_TYPE,RAC1P,INDP_CAT,DVET,NOC,EDU,DEYE,DEAR,DPHY,AGEP
HISP,0.0,-0.060491301198980316,0.03443683129764604,-0.037786492240054946,-0.10328123443197382,-0.05325487904174858,-0.00637792349645395,-0.016219489822162737,-0.013100956006736877,-0.035036818834993294,-0.0962655722952558,-0.0452167100463316,,-0.017020663482786445,0.029258679823416796,,-0.021617360509657724,-0.01709977495841779,0.07666252031112142
PUMA,-0.060491301198980316,-6.661338147750939e-16,-0.25822839949624193,0.16001843771288135,-0.15433311753238635,-0.23223292793866304,0.02558795969607689,-0.035843580964962374,-0.09408512050995117,0.18122241475823717,-0.11120057187318164,0.013936931339782424,,-0.13154232467252008,-0.21386769205919362,,-0.003951977991503228,0.03436005508051297,0.028389175295337493
PINCP_DECILE,0.03443683129764604,-0.25822839949624193,-5.773159728050814e-15,-0.2697284670411479,-0.11015396087231914,-0.13684638364106894,-0.33837608035838085,0.17225347383573697,0.26839790802644814,0.18773842042045205,0.17237874155183053,-0.46438878644315784,,0.28299249329656595,-0.5175264484905288,,0.022592745796419657,-0.32362115145178927,-0.44479679786404
MSP,-0.037786492240054946,0.16001843771288135,-0.2697284670411479,-3.430589146091734e-14,-0.16210252706335215,-0.006867404820836252,-0.29432020410926724,-0.027135760608123023,0.5909308869115242,-0.2962617262766432,0.014583688396053377,-0.2653340698240613,,0.4308985107070743,-0.33011964683092343,,-0.011419506505285499,-0.28950143746309065,-0.16971340586862987
DENSITY,-0.10328123443197382,-0.15433311753238635,-0.11015396087231914,-0.16210252706335215,-1.0103029524088925e-13,-0.07789881737780159,-0.008975695468524862,-0.0340974162407259,0.12426034558467788,-0.059769554980697706,-0.10596142733840933,-0.12193062611986089,,0.11510264136001723,-0.1681172421925222,,-0.07165520235973977,-0.00789999925884673,0.10437069125755111
OWN_RENT,-0.05325487904174858,-0.23223292793866304,-0.13684638364106894,-0.006867404820836252,-0.07789881737780159,-1.3988810110276972e-14,0.035917247196719515,-0.04175744964611455,-0.13916812698565037,0.5748899724362581,-0.08171175772748743,-0.17377208721333462,,-0.21519829628936657,0.09146654682158901,,-0.036858908184560835,0.04816751349687559,0.13114596953344432
DREM,-0.00637792349645395,0.02558795969607689,-0.33837608035838085,-0.29432020410926724,-0.008975695468524862,0.035917247196719515,0.0,-0.0008600344254444097,0.18627585285252493,-0.022599299074853786,0.05941109105562854,-0.2726017880784896,,0.21127038104841495,-0.49896376667990544,,-0.0272168774056917,-0.9210549517159701,-0.34303738598481837
SEX,-0.016219489822162737,-0.035843580964962374,0.17225347383573697,-0.027135760608123023,-0.0340974162407259,-0.04175744964611455,-0.0008600344254444097,3.552713678800501e-15,-0.0739178698359702,0.035327928453754265,-0.010778331945640892,-0.12255399406151499,,-0.006388324547680003,0.038012941123635374,,-0.04695127734987454,0.02472665342291819,0.04146865249564966
NPF,-0.013100956006736877,-0.09408512050995117,0.26839790802644814,0.5909308869115242,0.12426034558467788,-0.13916812698565037,0.18627585285252493,-0.0739178698359702,0.0,0.31898832292517915,-0.022563082486565196,0.21576421856761413,,-0.7242143597613959,0.20608253688743178,,-0.08179404364570697,0.15810713357552716,0.07242288301836314
HOUSING_TYPE,-0.035036818834993294,0.18122241475823717,0.18773842042045205,-0.2962617262766432,-0.059769554980697706,0.5748899724362581,-0.022599299074853786,0.035327928453754265,0.31898832292517915,-6.394884621840902e-14,0.0038175243232112617,0.08438911886267696,,0.3261190090229174,0.02647945982808636,,-0.0011416150434737163,-0.02924640534402987,0.13207725489062483
RAC1P,-0.0962655722952558,-0.11120057187318164,0.17237874155183053,0.014583688396053377,-0.10596142733840933,-0.08171175772748743,0.05941109105562854,-0.010778331945640892,-0.022563082486565196,0.0038175243232112617,0.0,0.03411289434702342,,-0.08520885612821881,0.08205881631951983,,-0.04405678611864992,0.04591957631734095,0.045116132594197195
INDP_CAT,-0.0452167100463316,0.013936931339782424,-0.46438878644315784,-0.2653340698240613,-0.12193062611986089,-0.17377208721333462,-0.2726017880784896,-0.12255399406151499,0.21576421856761413,0.08438911886267696,0.03411289434702342,-2.5091040356528538e-14,,0.17468486704185887,-0.5011327350974478,,-0.08950231748964961,-0.30433428140968244,-0.14446359093045272
DVET,,,,,,,,,,,,,,,,,,,
NOC,-0.017020663482786445,-0.13154232467252008,0.28299249329656595,0.4308985107070743,0.11510264136001723,-0.21519829628936657,0.21127038104841495,-0.006388324547680003,-0.7242143597613959,0.3261190090229174,-0.08520885612821881,0.17468486704185887,,0.0,0.35671613910019295,,-0.08105630838530217,0.18322928554236353,0.4298731838407975
EDU,0.029258679823416796,-0.21386769205919362,-0.5175264484905288,-0.33011964683092343,-0.1681172421925222,0.09146654682158901,-0.49896376667990544,0.038012941123635374,0.20608253688743178,0.02647945982808636,0.08205881631951983,-0.5011327350974478,,0.35671613910019295,-1.3655743202889425e-14,,-0.006199307817955246,-0.5010653067450608,-0.2558432616504256
DEYE,,,,,,,,,,,,,,,,,,,
DEAR,-0.021617360509657724,-0.003951977991503228,0.022592745796419657,-0.011419506505285499,-0.07165520235973977,-0.036858908184560835,-0.0272168774056917,-0.04695127734987454,-0.08179404364570697,-0.0011416150434737163,-0.04405678611864992,-0.08950231748964961,,-0.08105630838530217,-0.006199307817955246,,-2.042810365310288e-14,-0.03949163975098069,0.2177032997262181
DPHY,-0.01709977495841779,0.03436005508051297,-0.32362115145178927,-0.28950143746309065,-0.00789999925884673,0.04816751349687559,-0.9210549517159701,0.02472665342291819,0.15810713357552716,-0.02924640534402987,0.04591957631734095,-0.30433428140968244,,0.18322928554236353,-0.5010653067450608,,-0.03949163975098069,2.4424906541753444e-15,-0.25409621957695394
AGEP,0.07666252031112142,0.028389175295337493,-0.44479679786404,-0.16971340586862987,0.10437069125755111,0.13114596953344432,-0.34303738598481837,0.04146865249564966,0.07242288301836314,0.13207725489062483,0.045116132594197195,-0.14446359093045272,,0.4298731838407975,-0.2558432616504256,,0.2177032997262181,-0.25409621957695394,3.774758283725532e-15
