,DENSITY,DPHY,DREM,PINCP_DECILE,HISP,HOUSING_TYPE,DVET,EDU,MSP,PUMA,NPF,DEAR,RAC1P,SEX,INDP_CAT,DEYE,OWN_RENT,AGEP,NOC
DENSITY,7.061018436615996e-14,-0.02496725227753527,-0.027306004515009794,-0.04501309148959576,-0.18325341171303555,-0.03247710937626726,,-0.10875362252137223,-0.16886075463761568,0.09621329228984318,0.07218979380538239,-0.0594087591294505,-0.13240805829676616,-0.03987328109076543,-0.040583957997875925,,-0.1237655593372122,0.04919554444454995,0.09083277257505096
DPHY,-0.02496725227753527,2.042810365310288e-14,-0.9118097236949174,-0.31051917478940444,0.00627530280450138,-0.028087732343726326,,-0.4728720672344143,-0.282765710041755,0.0350664487748501,0.1270492554274085,-0.05573956273766236,0.0331795333458018,0.016616153923116377,-0.29895949780181696,,0.042584878839821164,-0.23444903318252372,0.16183948362545486
DREM,-0.027306004515009794,-0.9118097236949174,2.1094237467877974e-15,-0.3293554679035363,0.012643047595085955,-0.008671161963451919,,-0.47542089956107936,-0.28633279145132323,0.021815890415763945,0.15979889619414153,-0.032179471873634284,0.04581511874991051,-0.020021241577751855,-0.2686552637230775,,0.016029939162012192,-0.33325704641163234,0.19137774764021803
PINCP_DECILE,-0.04501309148959576,-0.31051917478940444,-0.3293554679035363,-8.326672684688674e-15,0.0757427600572611,0.1414854637509665,,-0.5188574368004772,-0.27004277054564246,-0.09587529251592827,0.24132496575883117,0.020806922344974436,0.15115596863879927,0.16187254647641186,-0.4766067305793306,,-0.10839054818703538,-0.4030958699841045,0.2642561851811501
HISP,-0.18325341171303555,0.00627530280450138,0.012643047595085955,0.0757427600572611,2.3203661214665772e-14,-0.011452682795849628,,0.10028824580818786,-0.016372559351000123,-0.09002511571806787,-0.04501697407445254,-0.02451230160279298,-0.18253004452540383,-0.01339192368138075,-0.0134802960324188,,-0.09846655393859151,0.07172157456153967,-0.040527574310999244
HOUSING_TYPE,-0.03247710937626726,-0.028087732343726326,-0.008671161963451919,0.1414854637509665,-0.011452682795849628,1.6986412276764895e-13,,0.019525573260235282,-0.2696297586682839,0.08495699555350313,0.33068514991577086,0.010729656727314928,0.01114198035175741,0.04436006828858335,0.0658021669222092,,0.5744408420165154,0.09680576584567938,0.3409732317306254
DVET,,,,,,,,,,,,,,,,,,,
EDU,-0.10875362252137223,-0.4728720672344143,-0.47542089956107936,-0.5188574368004772,0.10028824580818786,0.019525573260235282,,-2.886579864025407e-15,-0.2959937441308543,-0.06557392087115861,0.15324632033538227,-0.0009228818150869185,0.07188477621735957,0.04005110344429063,-0.47201549985882413,,0.11659488443217983,-0.22741065047383896,0.32374615531401835
MSP,-0.16886075463761568,-0.282765710041755,-0.28633279145132323,-0.27004277054564246,-0.016372559351000123,-0.2696297586682839,,-0.2959937441308543,9.381384558082573e-14,0.10067589363737964,0.5445754233341601,0.004354099337824931,0.024558924820257587,-0.029910596678395587,-0.2690558926096117,,-0.014967793842486147,-0.18444782358596679,0.4214288862572596
PUMA,0.09621329228984318,0.0350664487748501,0.021815890415763945,-0.09587529251592827,-0.09002511571806787,0.08495699555350313,,-0.06557392087115861,0.10067589363737964,1.0880185641326534e-14,-0.09785900243403013,0.011955269517028935,-0.04102949646484653,-0.028811413676932858,0.08784648813073358,,-0.1321125349584366,0.050338957177166736,-0.07909632497193927
NPF,0.07218979380538239,0.1270492554274085,0.15979889619414153,0.24132496575883117,-0.04501697407445254,0.33068514991577086,,0.15324632033538227,0.5445754233341601,-0.09785900243403013,3.68594044175552e-14,-0.09368545964284358,-0.03881868693868676,-0.06955211274750789,0.18662077587508902,,-0.13067569440755838,0.07057074509194552,-0.6895675338739471
DEAR,-0.0594087591294505,-0.05573956273766236,-0.032179471873634284,0.020806922344974436,-0.02451230160279298,0.010729656727314928,,-0.0009228818150869185,0.004354099337824931,0.011955269517028935,-0.09368545964284358,-5.651035195342047e-14,-0.04767038909230044,-0.04101388221394155,-0.09785337781182565,,-0.031506230514523205,0.23122352972846136,-0.08956855998808128
RAC1P,-0.13240805829676616,0.0331795333458018,0.04581511874991051,0.15115596863879927,-0.18253004452540383,0.01114198035175741,,0.07188477621735957,0.024558924820257587,-0.04102949646484653,-0.03881868693868676,-0.04767038909230044,1.509903313490213e-14,-0.00534866139397837,0.029548923815448384,,-0.10283235312651219,0.047790891703359206,-0.04227306258176771
SEX,-0.03987328109076543,0.016616153923116377,-0.020021241577751855,0.16187254647641186,-0.01339192368138075,0.04436006828858335,,0.04005110344429063,-0.029910596678395587,-0.028811413676932858,-0.06955211274750789,-0.04101388221394155,-0.00534866139397837,-5.5289106626332796e-14,-0.10475351703198038,,-0.05637848870126343,0.03185726114977885,-0.007061430911860845
INDP_CAT,-0.040583957997875925,-0.29895949780181696,-0.2686552637230775,-0.4766067305793306,-0.0134802960324188,0.0658021669222092,,-0.47201549985882413,-0.2690558926096117,0.08784648813073358,0.18662077587508902,-0.09785337781182565,0.029548923815448384,-0.10475351703198038,4.0523140398818214e-14,,-0.14272271543661186,-0.12733168348072516,0.1554259862526637
DEYE,,,,,,,,,,,,,,,,,,,
OWN_RENT,-0.1237655593372122,0.042584878839821164,0.016029939162012192,-0.10839054818703538,-0.09846655393859151,0.5744408420165154,,0.11659488443217983,-0.014967793842486147,-0.1321125349584366,-0.13067569440755838,-0.031506230514523205,-0.10283235312651219,-0.05637848870126343,-0.14272271543661186,,0.0,0.12426810097351963,-0.2019928928790458
AGEP,0.04919554444454995,-0.23444903318252372,-0.33325704641163234,-0.4030958699841045,0.07172157456153967,0.09680576584567938,,-0.22741065047383896,-0.18444782358596679,0.050338957177166736,0.07057074509194552,0.23122352972846136,0.047790891703359206,0.03185726114977885,-0.12733168348072516,,0.12426810097351963,0.0,0.43041865491697523
