SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,HISP,PUMA,INDP_CAT,target
2,6,1,2,4,11,1,48-02510,14,8488
2,4,1,1,9,2,1,48-02102,14,8338
2,3,1,1,5,7,0,48-02515,14,8488
2,6,1,2,6,6,1,48-02507,10,8488
2,6,1,2,6,7,1,48-02515,14,8488
2,6,1,2,6,2,1,48-02510,10,8488
2,6,1,2,6,10,1,48-02510,14,8488
2,6,1,1,7,6,1,48-02101,16,4529
2,6,1,2,5,7,1,48-02507,14,8488
2,6,1,2,6,6,1,48-02515,14,2741
2,6,1,2,6,6,1,48-02510,10,8488
1,6,1,1,8,6,0,48-02515,14,8508
2,6,1,2,5,6,1,48-02515,10,8488
2,6,1,2,8,8,0,48-02101,0,7157
2,1,1,1,8,8,0,48-02101,17,1825
2,6,1,2,6,7,1,48-02101,14,8488
2,6,1,2,6,8,1,48-02507,14,8488
1,6,1,1,3,10,1,48-02507,12,7406
2,N,1,1,4,8,0,48-02510,0,5907
2,6,1,1,0,6,1,48-02510,9,8488
2,6,1,2,6,6,1,48-02515,14,8488
1,6,1,1,8,8,0,48-02507,9,6381
2,6,1,1,2,2,1,48-02515,14,8052
1,6,1,0,6,9,1,48-02515,2,5599
2,6,1,2,3,7,1,48-02515,14,9275
2,1,1,1,4,3,0,48-02515,14,9275
2,6,1,2,9,6,1,48-02507,14,8488
2,6,1,2,6,7,1,48-02510,14,9275
2,6,1,2,6,7,1,48-02510,10,2741
2,6,1,2,4,7,0,48-02510,14,2741
2,4,1,2,0,6,1,48-02515,14,6397
2,1,1,1,1,8,0,48-02515,0,6815
2,3,1,1,7,8,1,48-02510,10,6886
2,6,1,2,3,6,0,48-02507,14,2741
2,6,1,2,6,8,1,48-02515,14,8488
2,6,1,2,5,7,1,48-02510,14,8488
2,6,2,2,6,6,1,48-02515,14,8488
1,6,1,2,0,4,1,48-02102,N,4034
2,6,1,2,5,6,0,48-02507,14,8488
2,6,1,2,6,7,0,48-02507,14,8488
2,1,1,1,9,7,0,48-02515,14,6106
2,6,1,2,0,12,1,48-02515,14,7350
2,6,1,2,6,7,1,48-02507,10,8488
2,6,1,2,6,6,1,48-02507,0,2741
2,5,1,2,N,8,0,48-02102,14,6305
2,6,1,2,6,6,1,48-02510,14,8488
2,6,1,2,N,7,1,48-02515,14,8488
2,3,1,2,4,6,1,48-02507,14,8488
2,4,1,1,4,8,0,48-02515,14,7616
2,3,1,2,4,7,0,48-02507,10,7789
1,6,1,2,4,7,1,48-02507,14,8488
2,6,1,2,0,7,0,48-02510,14,9275
2,6,1,1,4,7,0,48-02515,10,8317
2,6,1,2,6,6,1,48-02510,14,2741
2,6,1,2,3,7,0,48-02516,14,1936
2,4,1,2,3,11,0,48-02507,10,7366
2,6,1,2,5,3,1,48-02510,14,2061
2,6,1,2,N,8,1,48-02510,14,8488
2,6,1,2,6,7,1,48-02510,14,7966
2,4,1,2,4,7,0,48-02507,14,8488
2,6,2,2,4,7,1,48-02102,10,8488
2,6,1,1,3,8,0,48-02101,15,1364
2,4,1,2,2,7,1,48-02510,14,8488
2,6,1,1,9,7,0,48-02515,14,8485
1,4,1,2,4,8,0,48-02101,14,5995
2,6,1,2,5,6,1,48-02515,10,2741
2,6,1,2,5,7,0,48-02515,10,8488
2,4,1,2,3,7,1,48-02507,9,1814
1,4,1,2,3,3,4,48-02510,10,7783
2,6,2,2,6,7,1,48-02515,10,2741
2,6,1,1,6,8,0,48-02102,14,7735
2,4,2,1,5,3,0,48-02515,0,7275
2,6,1,2,6,6,0,48-02510,14,8488
2,6,1,2,6,7,1,48-02510,14,8488
2,6,1,2,6,6,1,48-02507,10,2741
2,1,1,1,4,8,0,48-02515,10,7028
2,4,1,2,6,7,1,48-02510,14,8488
2,6,1,2,8,7,1,48-02510,0,7650
2,6,1,1,2,7,0,48-02507,10,8488
2,6,1,2,5,7,0,48-02507,14,2741
1,6,1,1,0,8,0,48-02515,14,6887
2,6,1,2,4,7,0,48-02515,14,8488
2,6,1,2,3,8,0,48-02507,0,5478
2,3,1,2,3,7,1,48-02515,10,6613
