PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP,target
48-02102,65,2,1,0,1,1,4,1,1,2134.8,4780,N,7,-1300.0,0,66,N,2,2,2,2,3,0,3306
48-02102,65,2,6,0,1,0,N,1,1,2134.8,4780,N,N,-1300.0,0,66,N,2,2,2,2,3,0,3306
48-02515,65,2,6,0,1,0,2,1,1,3731.1,9680,N,N,-1300.0,0,66,N,2,2,2,2,3,0,3306
48-02515,65,2,1,0,1,0,N,1,1,2134.8,9680,N,7,-1300.0,0,66,N,2,2,2,2,3,0,3306
48-02101,65,2,6,0,1,0,N,1,1,1338.4,4780,N,N,-1300.0,0,66,N,2,2,2,2,3,0,3306
48-02507,65,2,1,0,1,0,N,1,1,2134.8,4780,N,N,-1300.0,0,66,N,2,2,2,2,3,0,3306
48-02102,65,2,1,0,1,0,3,1,1,2134.8,9680,N,7,-1300.0,0,66,N,2,2,2,2,3,0,3306
48-02102,65,2,1,0,1,0,N,1,1,1338.4,9680,N,7,-1300.0,0,66,N,2,2,2,2,3,0,3306
48-02516,65,2,1,0,1,0,4,1,1,2134.8,4780,N,7,-1300.0,0,66,N,2,2,2,2,3,0,3306
48-02102,65,2,1,0,1,0,N,1,1,2134.8,4780,N,N,-1300.0,0,66,N,2,2,2,2,3,0,3306
48-02102,65,2,6,0,1,0,N,1,1,3731.1,9680,N,7,-1300.0,0,66,N,2,2,2,2,3,0,3306
48-02102,65,2,6,0,1,0,N,1,1,2134.8,4780,N,7,-1300.0,0,66,N,2,2,2,2,3,0,3306
48-02102,65,2,6,0,1,0,4,1,1,2134.8,9680,N,7,-1300.0,0,66,N,2,2,2,2,3,0,3306
48-02507,65,2,6,0,1,0,N,1,1,2134.8,4780,N,N,-1300.0,0,66,N,2,2,2,2,3,0,3306
48-02102,65,2,6,0,1,0,N,1,1,3092.4,9680,N,7,-1300.0,0,66,N,2,2,2,2,3,0,3306
48-02102,65,2,1,0,1,0,N,1,1,2134.8,4780,N,7,-1300.0,0,66,N,2,2,2,2,3,0,3306
48-02102,65,2,1,0,1,0,3,1,1,3092.4,9680,N,N,-1300.0,0,66,N,2,2,2,2,3,0,3306
48-02516,65,2,1,0,1,0,4,1,1,1338.4,4780,N,7,-1300.0,0,66,N,2,2,2,2,3,0,3306
48-02510,65,2,1,0,1,0,N,1,1,1338.4,4780,N,7,-1300.0,0,66,N,2,2,2,2,3,0,3306
48-02516,65,2,6,0,1,0,2,1,1,1338.4,4780,N,N,-1300.0,0,66,N,2,2,2,2,3,0,3306
48-02102,65,2,6,0,1,0,4,1,1,1338.4,4780,N,N,-1300.0,0,66,N,2,2,2,2,3,0,3306
48-02102,65,2,6,0,1,0,4,1,1,2134.8,9680,N,N,-1300.0,0,66,N,2,2,2,2,3,0,3306
48-02510,65,2,6,0,1,0,4,1,1,2134.8,4780,N,N,28030.0,0,66,N,2,2,2,2,3,0,3306
48-02102,65,2,6,0,1,0,4,1,1,2134.8,4780,N,7,-1300.0,0,66,N,2,2,2,2,3,0,3306
48-02516,65,2,6,0,1,0,N,1,1,1338.4,4780,N,N,-1300.0,0,66,N,2,2,2,2,3,0,3306
48-02102,65,2,6,0,1,0,4,1,1,3092.4,4780,N,7,-1300.0,0,66,N,2,2,2,2,3,0,3306
48-02515,65,2,1,0,1,0,N,1,1,3092.4,4780,N,7,-1300.0,0,66,N,2,2,2,2,3,0,3306
48-02102,65,2,1,0,1,0,N,1,1,1338.4,9680,N,N,-1300.0,0,66,N,2,2,2,2,3,0,3306
48-02102,65,2,6,0,1,0,N,1,1,1338.4,4780,N,N,-1300.0,0,66,N,2,2,2,2,3,0,3306
48-02102,65,2,1,0,1,0,5,1,1,2134.8,4780,N,N,-1300.0,0,66,N,2,2,2,2,3,0,3306
48-02102,65,2,1,0,1,0,N,1,1,1338.4,4780,N,7,-1300.0,0,66,N,2,2,2,2,3,0,3306
48-02102,65,2,1,0,1,0,2,1,1,2134.8,4780,N,7,-1300.0,0,66,N,2,2,2,2,3,0,3306
48-02516,65,2,1,0,1,0,4,1,1,1338.4,4780,N,7,-1300.0,0,66,N,2,2,2,2,3,0,997
48-02101,65,2,6,0,1,0,5,1,1,1338.4,4780,N,7,28030.0,0,66,N,2,2,2,2,3,0,3306
48-02510,65,2,1,0,1,0,4,1,1,3092.4,9680,N,N,-1300.0,0,66,N,2,2,2,2,3,0,3306
48-02516,65,2,1,0,1,0,3,1,1,1338.4,4780,N,7,-1300.0,0,66,N,2,2,2,2,3,0,3306
48-02507,65,2,6,0,1,0,N,1,1,1338.4,9680,N,7,-1300.0,0,66,N,2,2,2,2,3,0,3306
48-02102,65,2,6,0,1,0,N,1,1,2134.8,9680,N,7,-1300.0,0,66,N,2,2,2,2,3,0,3306
48-02102,65,2,6,0,1,0,N,1,1,357.4,9680,N,N,-1300.0,0,66,N,2,2,2,2,3,0,3306
48-02101,65,1,1,0,1,0,3,1,1,2134.8,4780,N,N,-1300.0,0,420,N,2,2,2,2,3,20,3306
48-02102,65,2,6,0,1,0,N,1,1,2134.8,9680,N,N,-1300.0,0,66,N,2,2,2,2,3,0,3306
48-02102,65,2,1,0,1,1,N,1,1,2134.8,4780,N,7,-1300.0,0,66,N,2,2,2,2,3,0,3306
48-02102,65,2,6,0,1,0,N,1,1,1338.4,9680,N,7,-1300.0,0,66,N,2,2,2,2,3,0,3306
48-02102,65,2,1,0,1,0,4,1,1,2134.8,4780,N,N,-1300.0,0,66,N,2,2,2,2,3,0,3306
48-02102,65,2,6,0,1,0,4,1,1,2134.8,4780,N,7,28030.0,0,66,N,2,2,2,2,3,0,3306
