,AGEP_x,DEAR_x,DENSITY_x,DEYE_x,DPHY_x,DREM_x,DVET_x,EDU,HISP,HOUSING_TYPE_x,INDP_x,INDP_CAT,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_x,PINCP_DECILE_x,POVPIP_x,PUMA,PWGTP_x,RAC1P,SEX,WGTP_x,AGEP_y,DEAR_y,DENSITY_y,DEYE_y,DPHY_y,DREM_y,DVET_y,HOUSING_TYPE_y,INDP_y,NOC_y,NPF_y,PINCP_y,PINCP_DECILE_y,POVPIP_y,PWGTP_y,WGTP_y,percent_match
0,38,2,10,2,2,2,4,6,0,1,770,N,1,N,3,1,80750.0,2,309,08-00803,124.0,1,2,134.0,55,2,7,2,2,2,N,1,N,1,3,20000.0,3,341,431,431,37.5
1,36,2,9,2,1,1,N,5,0,1,8380,12,1,N,5,2,74940.0,3,326,38-00100,158.0,1,1,127.0,52,2,0,2,2,2,N,1,8290,1,3,39000.0,5,236,52,53,25.0
2,5,2,10,2,2,2,N,9,0,1,N,10,6,0,2,1,293300.0,5,238,13-04600,89.0,2,1,83.0,27,2,7,2,2,2,N,1,7390,0,N,42000.0,6,317,82,82,43.75
3,11,2,10,2,2,2,6,7,0,1,7071,6,6,0,8,2,397300.0,2,167,24-01004,171.0,2,2,86.0,34,2,8,2,2,2,N,1,4870,0,5,26100.0,4,245,331,187,37.5
4,19,2,10,2,1,2,N,7,4,1,2280,16,1,0,6,1,73600.0,5,27,36-03710,172.0,1,1,157.0,63,1,13,2,2,2,N,1,9470,0,2,208000.0,9,501,69,69,31.25
5,3,2,10,2,1,2,2,6,0,1,8090,3,6,2,10,2,492500.0,9,326,17-03529,137.0,2,2,135.0,42,2,11,2,2,2,N,1,770,0,N,15000.0,3,113,153,152,25.0
6,41,2,9,2,2,2,N,5,0,1,6170,7,1,2,2,2,568900.0,4,93,17-03529,83.0,2,2,83.0,60,2,11,2,1,2,N,1,6080,0,2,50000.0,6,451,193,193,37.5
7,6,2,9,2,N,2,N,6,0,1,7870,N,6,0,8,2,21400.0,3,252,17-03531,79.0,2,1,110.0,64,2,10,2,2,2,N,1,N,0,N,1000.0,1,7,136,136,37.5
8,31,2,9,2,2,2,N,7,0,1,4560,12,6,3,5,2,185100.0,3,103,29-01901,80.0,1,2,99.0,22,2,8,2,2,2,N,1,8191,0,N,8000.0,2,60,49,52,37.5
9,62,2,10,2,2,2,N,4,0,1,9080,N,4,7,N,1,21000.0,7,229,17-03531,127.0,2,1,91.0,46,2,10,2,2,2,N,1,N,0,8,2400.0,1,486,327,229,43.75
10,88,2,9,2,2,2,N,10,0,1,4971,12,4,0,2,1,46000.0,3,11,51-51255,109.0,1,2,123.0,38,2,10,2,2,2,N,1,8290,0,N,81500.0,8,501,38,39,43.75
11,45,2,9,2,2,1,4,9,0,1,7290,0,6,N,3,1,573500.0,3,481,38-00100,95.0,1,2,79.0,32,2,0,2,2,2,N,1,170,0,N,58000.0,7,437,28,16,25.0
12,24,2,9,2,2,2,2,4,0,1,4780,N,6,1,8,1,170600.0,N,0,06-07502,112.0,1,1,90.0,16,2,12,2,2,2,N,1,N,2,3,0.0,0,501,47,74,31.25
13,37,2,9,2,2,2,4,9,0,1,2490,9,6,1,4,1,5910.0,6,109,36-04010,124.0,2,1,119.0,24,2,13,2,2,2,N,1,6870,0,3,13700.0,3,474,135,158,31.25
14,29,2,9,2,2,2,N,9,0,1,4070,N,1,2,N,2,3440.0,7,186,24-01004,108.0,1,2,97.0,73,2,8,2,2,2,N,1,N,0,2,12000.0,2,501,10,12,37.5
15,23,2,9,2,2,2,1,5,0,2,9290,11,6,1,3,1,245500.0,7,186,06-08507,105.0,1,1,91.0,23,2,7,2,2,2,N,1,7860,0,4,3000.0,1,161,120,99,31.25
16,80,2,8,2,2,2,N,7,0,1,9570,7,4,1,N,2,181000.0,6,295,32-00405,162.0,2,1,62.0,60,2,9,2,2,2,N,1,6180,0,N,32700.0,5,249,40,40,43.75
17,27,2,10,2,2,2,N,8,0,1,7870,10,6,0,4,1,16830.0,6,285,01-01301,96.0,2,2,91.0,30,1,7,2,2,1,N,1,7390,0,N,17400.0,4,132,49,49,31.25
18,54,2,9,2,2,2,5,7,0,1,7370,N,4,0,N,1,14800.0,5,24,32-00405,86.0,1,2,64.0,67,2,9,2,2,2,N,1,N,0,2,9400.0,2,94,78,78,43.75
19,46,1,9,2,2,2,N,10,0,1,1370,12,6,N,5,2,176500.0,5,87,01-01301,115.0,2,2,115.0,34,2,7,2,2,2,N,1,8090,0,2,46200.0,7,371,132,133,31.25
20,60,2,10,1,1,2,N,5,0,3,5080,9,4,1,3,1,155000.0,1,435,36-04010,152.0,2,1,112.0,56,2,13,2,2,2,N,1,7072,0,N,40000.0,5,305,92,131,18.75
21,92,2,10,2,2,2,N,10,0,1,5080,N,4,0,3,2,112000.0,9,81,51-51255,172.0,1,2,137.0,73,1,10,2,1,1,N,1,N,0,N,12000.0,2,98,135,135,31.25
22,28,2,10,2,2,2,N,7,0,1,770,N,6,0,12,2,24000.0,7,466,29-01901,87.0,2,2,104.0,36,2,8,2,1,1,N,1,N,5,6,2500.0,1,7,155,155,25.0
23,43,2,9,2,2,2,N,9,0,2,5391,4,6,4,3,2,307000.0,5,403,17-03529,99.0,1,2,63.0,26,2,11,2,2,2,N,1,2290,0,N,90000.0,8,501,75,58,31.25
24,48,2,9,2,2,2,N,11,0,1,9920,6,6,5,3,2,10040.0,8,434,51-51255,103.0,1,1,102.0,34,2,10,2,2,2,N,1,5070,0,N,60000.0,7,454,108,108,37.5
