,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,OWN_RENT,PINCP_DECILE
PUMA,-1.432187701766452e-14,-0.07367587801583973,0.030168625013764168,0.02774966299012725,0.0626998169270602,0.07400180349377297,0.014267490777096884,-0.05233390755458955,-0.04273988432782165,0.011718000207361766
AGEP,-0.07367587801583973,-2.3314683517128287e-15,-0.04888735220114169,-0.06396225291574403,0.07053846897743973,0.1288727036173829,0.46032848554832656,0.35498498312388277,0.06951787955026208,-0.5160464691406813
SEX,0.030168625013764168,-0.04888735220114169,-1.2545520178264269e-14,-0.030343574124563014,0.02286855334017547,-0.007690849745433495,0.031621937179735916,0.07222809789137581,-0.01393055251026273,0.18905799964977021
MSP,0.02774966299012725,-0.06396225291574403,-0.030343574124563014,0.0,-0.03255393770575596,0.027406703654702394,0.433973943845331,0.5054971373769676,0.06831622363605461,-0.12478219897486593
HISP,0.0626998169270602,0.07053846897743973,0.02286855334017547,-0.03255393770575596,-1.2323475573339238e-14,-0.10181573176709505,-0.00499141459395927,-0.005869830966113659,-0.06768728811046895,0.10081025847415795
RAC1P,0.07400180349377297,0.1288727036173829,-0.007690849745433495,0.027406703654702394,-0.10181573176709505,-1.0103029524088925e-14,-0.06701762195931822,-0.07167216419070743,-0.019067619839681547,0.08367111245657022
NOC,0.014267490777096884,0.46032848554832656,0.031621937179735916,0.433973943845331,-0.00499141459395927,-0.06701762195931822,-7.771561172376096e-16,-0.6622657497683061,-0.17702877996741312,0.23992781920525139
NPF,-0.05233390755458955,0.35498498312388277,0.07222809789137581,0.5054971373769676,-0.005869830966113659,-0.07167216419070743,-0.6622657497683061,-6.8833827526759706e-15,-0.06996954047163956,0.18468751137291056
OWN_RENT,-0.04273988432782165,0.06951787955026208,-0.01393055251026273,0.06831622363605461,-0.06768728811046895,-0.019067619839681547,-0.17702877996741312,-0.06996954047163956,-4.551914400963142e-15,-0.1297909457591141
PINCP_DECILE,0.011718000207361766,-0.5160464691406813,0.18905799964977021,-0.12478219897486593,0.10081025847415795,0.08367111245657022,0.23992781920525139,0.18468751137291056,-0.1297909457591141,1.6653345369377348e-15
