,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,OWN_RENT,PINCP_DECILE,DEYE
PUMA,-4.440892098500626e-16,0.12987292330381373,0.04720489730357508,-0.014027621377707956,-0.07190134217484945,0.03895696879119464,-0.12685075290370001,-0.11179322507148434,-0.04788953036043464,0.09418444759935302,0.033969966488431994
AGEP,0.12987292330381373,7.771561172376096e-16,-0.049251774151028514,-0.15911927428931183,0.13266637163319356,0.10280289120955236,0.5222830735679821,0.4835088611098819,0.16346740899682619,-0.5494652646490921,0.11785855571659247
SEX,0.04720489730357508,-0.049251774151028514,-2.886579864025407e-15,-0.04472331644813712,0.0019487239366001892,0.03973467260555132,0.07901877099580965,0.09494623148352652,-0.0027847887988603857,0.15328254183040863,0.04980767045000832
MSP,-0.014027621377707956,-0.15911927428931183,-0.04472331644813712,0.0,0.049359940090931614,-5.026319872177649e-05,0.2858145904836975,0.26744453708900606,-0.047039733795605276,-0.24484660553129747,0.050642131800499764
HISP,-0.07190134217484945,0.13266637163319356,0.0019487239366001892,0.049359940090931614,0.0,-0.1211691344523554,-0.12657632745052905,-0.10123623777931244,-0.0902470920225009,0.075137772986167,0.04481022106356638
RAC1P,0.03895696879119464,0.10280289120955236,0.03973467260555132,-5.026319872177649e-05,-0.1211691344523554,-3.1086244689504383e-15,-0.01904588254485112,-0.04427432112087642,-0.026272891322438856,0.07981488144173249,0.01513586628375352
NOC,-0.12685075290370001,0.5222830735679821,0.07901877099580965,0.2858145904836975,-0.12657632745052905,-0.01904588254485112,0.0,-0.7031287618903499,-0.03231178216052987,0.342845499318991,-0.07097318469763697
NPF,-0.11179322507148434,0.4835088611098819,0.09494623148352652,0.26744453708900606,-0.10123623777931244,-0.04427432112087642,-0.7031287618903499,4.551914400963142e-15,0.06140481287821467,0.34848848345447914,-0.06545143938051307
OWN_RENT,-0.04788953036043464,0.16346740899682619,-0.0027847887988603857,-0.047039733795605276,-0.0902470920225009,-0.026272891322438856,-0.03231178216052987,0.06140481287821467,0.0,0.08109426235870726,0.018875535242937325
PINCP_DECILE,0.09418444759935302,-0.5494652646490921,0.15328254183040863,-0.24484660553129747,0.075137772986167,0.07981488144173249,0.342845499318991,0.34848848345447914,0.08109426235870726,2.7755575615628914e-15,-0.005839463726676685
DEYE,0.033969966488431994,0.11785855571659247,0.04980767045000832,0.050642131800499764,0.04481022106356638,0.01513586628375352,-0.07097318469763697,-0.06545143938051307,0.018875535242937325,-0.005839463726676685,4.9960036108132044e-15
