,INDP,count_target,count_deidentified
14,4670,53,0.0
25,4680,14,1.0
3,4690,25,3.0
17,4770,28,0.0
20,4780,3,2.0
12,4795,21,3.0
2,4870,38,1.0
27,4880,11,1.0
7,4890,13,0.0
0,4971,76,2.0
16,4972,9,1.0
22,4980,5,1.0
21,4990,2,0.0
8,5070,33,3.0
10,5080,18,1.0
15,5090,22,1.0
5,5170,26,2.0
33,5180,2,3.0
19,5190,6,1.0
9,5275,19,3.0
1,5280,2,2.0
29,5370,3,2.0
18,5381,19,3.0
11,5391,101,2.0
24,5470,4,4.0
28,5480,3,2.0
4,5490,13,3.0
30,5570,7,3.0
6,5580,39,4.0
26,5593,20,1.0
32,5670,1,0.0
31,5680,4,1.0
23,5690,11,1.0
13,5790,12,2.0
