,AGEP_x,HISP,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_DECILE_x,POVPIP_x,PUMA,RAC1P,SEX,AGEP_y,NOC_y,NPF_y,PINCP_DECILE_y,POVPIP_y,percent_match
0,20,3,2,N,3,0,7,95,48-02101,1,1,40,N,N,0,0,20.0
1,84,0,3,6,6,1,7,1,48-02510,6,2,50,0,3,7,252,20.0
2,1,1,6,1,4,2,7,413,48-02101,3,1,16,2,4,2,501,20.0
3,44,4,1,11,13,1,6,406,48-02510,2,2,42,3,5,9,501,0.0
4,88,1,6,3,2,1,9,352,48-02101,3,1,35,2,3,5,241,0.0
5,44,1,5,6,N,2,2,75,48-02510,1,2,49,0,4,4,292,0.0
6,58,2,2,11,11,2,6,455,48-02510,1,1,15,0,2,0,501,0.0
7,54,0,3,7,2,0,9,354,48-02516,1,1,81,N,N,0,N,0.0
8,27,0,1,11,4,2,9,473,48-02102,9,1,36,2,4,4,147,20.0
9,22,1,5,5,11,2,2,408,48-02101,1,1,35,2,3,5,226,0.0
10,46,0,4,5,8,1,3,460,48-02510,6,2,56,0,4,8,501,0.0
11,5,4,6,5,3,1,5,414,48-02101,1,2,34,0,N,8,489,0.0
12,12,1,2,4,13,1,1,332,48-02507,8,2,25,0,2,3,120,0.0
13,82,1,6,5,11,0,N,212,48-02102,8,2,19,N,N,0,N,0.0
14,61,1,6,1,N,2,0,371,48-02515,9,2,23,0,N,2,40,20.0
15,56,1,6,7,8,1,0,101,48-02516,8,2,25,0,5,5,287,0.0
16,14,0,6,6,N,2,0,488,48-02102,2,2,19,1,5,3,338,0.0
17,16,1,2,2,5,2,4,112,48-02101,1,1,25,1,7,4,179,20.0
18,76,2,6,4,6,1,1,451,48-02515,2,1,54,1,2,6,339,0.0
19,78,2,1,4,11,1,4,83,48-02516,8,1,45,3,5,6,261,0.0
20,74,2,N,3,5,2,8,457,48-02510,1,1,2,1,3,N,501,0.0
21,84,1,N,4,8,2,5,265,48-02101,9,2,14,2,3,N,330,0.0
22,61,4,6,4,4,1,6,111,48-02510,3,2,18,0,4,1,501,20.0
23,4,4,6,N,3,1,N,398,48-02510,1,2,31,0,2,3,245,0.0
24,32,0,6,1,11,2,3,135,48-02101,6,1,33,0,2,6,501,0.0
25,23,4,1,5,5,1,5,37,48-02516,3,1,34,0,2,7,327,0.0
26,68,0,3,1,7,1,N,313,48-02102,6,2,63,0,N,8,496,0.0
27,6,0,5,4,2,1,8,403,48-02516,6,1,44,1,2,5,172,20.0
28,69,0,5,11,8,0,6,371,48-02101,1,2,40,N,N,6,N,20.0
29,45,0,6,4,N,2,5,329,48-02515,9,2,27,0,N,7,409,20.0
30,43,1,4,0,N,2,N,294,48-02102,1,2,75,0,2,2,59,20.0
31,81,0,1,3,2,2,N,351,48-02102,2,2,46,1,5,5,338,0.0
32,55,1,4,0,5,2,4,331,48-02515,2,2,54,0,N,0,0,20.0
33,44,0,6,3,11,2,4,412,48-02516,3,2,37,1,2,5,171,0.0
34,88,0,1,6,8,1,N,421,48-02507,7,2,49,2,5,6,144,0.0
35,84,0,6,7,5,2,N,170,48-02101,3,1,47,0,N,4,182,0.0
36,13,0,4,4,6,1,1,423,48-02515,9,1,64,0,N,7,418,0.0
37,61,3,6,6,4,2,5,214,48-02516,1,1,22,0,2,2,147,0.0
38,55,4,6,2,2,1,4,257,48-02507,8,1,30,2,8,5,201,20.0
39,24,4,N,1,N,2,7,73,48-02515,1,1,9,2,4,N,321,0.0
40,20,0,3,6,3,1,3,315,48-02101,6,2,92,0,4,2,413,0.0
41,24,1,2,3,11,1,6,276,48-02515,1,2,59,0,N,8,501,0.0
42,62,1,1,6,7,1,7,241,48-02101,5,2,56,0,3,2,228,0.0
43,33,2,1,2,N,1,8,476,48-02516,8,2,38,3,5,5,261,0.0
44,70,0,5,N,N,2,6,480,48-02510,1,1,49,0,N,8,501,20.0
45,34,4,3,3,3,1,4,102,48-02101,1,2,63,3,6,3,335,20.0
46,57,4,1,6,8,1,4,476,48-02101,8,1,54,0,3,9,501,0.0
47,77,1,2,1,6,2,7,453,48-02101,1,2,25,0,N,0,0,0.0
48,42,1,2,2,2,0,0,240,48-02101,1,1,48,N,N,3,N,0.0
49,82,2,6,11,N,1,6,406,48-02510,1,2,15,1,3,0,501,0.0
50,23,0,1,4,N,1,8,74,48-02507,3,2,71,0,2,6,501,0.0
51,9,0,6,1,8,2,8,63,48-02516,3,1,43,0,4,5,148,0.0
52,31,1,2,N,2,1,N,323,48-02102,9,1,33,2,5,7,378,0.0
53,34,1,N,4,11,1,1,397,48-02101,9,1,13,1,6,N,501,0.0
54,59,0,6,5,3,2,1,264,48-02510,7,1,59,0,N,8,501,20.0
55,8,0,1,2,6,2,9,308,48-02510,9,2,31,1,3,7,501,0.0
