PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
48-02102,23,2,4,0,1,0,N,1,2,483.0,8290,12,5,32000.0,5,264,N,2,2,2,2,90,80
48-02101,16,1,6,1,1,0,3,1,1,365.1,770,3,5,20000.0,4,501,N,2,2,2,2,105,90
48-02101,6,1,N,0,1,2,4,1,1,358.1,N,N,3,0.0,0,501,N,2,2,2,2,80,85
48-02101,55,1,1,0,1,0,2,1,1,364.7,3580,4,7,186700.0,6,501,N,2,2,2,2,11,2
48-02510,52,1,1,0,1,0,2,1,1,3082.6,8680,6,7,30000.0,4,501,N,2,2,2,2,123,110
48-02516,35,1,1,1,1,3,5,1,1,1337.8,6070,7,5,60000.0,7,501,N,2,2,2,2,75,69
48-02510,9,1,N,0,1,2,4,1,1,3084.7,N,N,3,0.0,0,501,N,2,2,2,2,83,66
48-02516,58,2,1,1,1,2,5,1,1,1336.6,4971,6,5,5800.0,4,278,N,2,2,2,2,311,342
48-02101,9,2,N,0,1,0,N,1,1,357.4,N,N,1,N,2,68,N,1,1,2,2,64,57
48-02102,55,1,1,0,1,0,2,1,1,429.2,6170,7,5,40000.0,6,501,N,2,2,2,2,84,75
48-02515,60,2,4,0,1,0,N,1,1,2135.3,8191,12,9,110000.0,8,501,N,2,2,2,2,59,57
48-02515,50,2,6,0,1,0,N,1,2,2129.7,8191,12,9,50000.0,8,501,N,2,2,2,2,71,59
48-02510,42,2,1,0,1,2,4,1,1,3092.8,N,11,9,0.0,0,501,N,2,2,2,2,104,67
48-02516,27,1,6,1,1,0,2,1,2,1341.0,770,3,5,20000.0,4,501,N,2,2,2,2,418,195
48-02516,4,1,N,0,1,4,5,1,1,1339.0,N,N,N,0.0,0,501,N,N,N,2,2,209,377
48-02515,34,1,1,0,1,0,2,1,1,2128.0,3580,4,7,50000.0,7,501,N,2,2,2,2,62,48
48-02515,20,2,6,0,1,1,3,1,1,2139.5,8191,9,9,60000.0,8,501,N,2,2,2,2,46,43
48-02510,68,1,1,0,1,0,2,1,1,3090.5,N,N,5,20000.0,4,501,N,2,1,2,2,64,61
48-02510,26,1,1,0,1,0,3,1,1,3093.1,6070,7,9,150000.0,6,501,N,2,2,2,2,77,45
48-02507,20,1,N,1,1,0,8,1,1,3728.5,N,N,1,0.0,N,0,N,2,2,2,2,90,54
48-02507,16,2,6,0,1,0,N,1,2,3731.1,8680,14,5,15000.0,3,114,N,2,2,2,2,42,39
48-02510,55,1,1,0,1,0,2,1,1,3089.5,4170,6,7,50000.0,7,501,N,2,2,2,2,101,55
48-02516,38,2,1,0,1,0,3,1,1,1341.0,8680,6,7,40000.0,6,501,N,2,2,2,2,254,182
48-02101,23,1,6,0,1,1,3,1,1,381.6,9470,14,7,60000.0,7,501,N,2,2,2,2,195,104
48-02102,17,2,1,0,1,2,4,1,1,428.9,7860,11,9,60000.0,6,501,N,2,2,2,2,15,154
48-02510,37,2,1,1,1,3,5,1,1,3072.9,5391,6,5,12000.0,4,178,N,2,2,2,2,119,96
48-02102,67,2,4,0,1,0,2,1,1,496.0,4680,6,5,23700.0,5,241,N,2,2,2,2,52,45
48-02101,64,1,1,0,1,0,2,1,1,380.1,6290,7,7,40000.0,6,501,N,2,2,2,2,69,50
48-02507,34,1,6,0,1,0,N,1,2,3731.1,770,4,5,40000.0,6,501,N,2,2,2,2,220,102
48-02515,0,1,N,0,1,1,3,1,2,2121.2,N,N,N,0.0,0,501,N,N,N,2,2,212,28
48-02516,17,2,N,0,1,2,5,1,1,1336.6,N,N,3,0.0,0,501,N,2,2,2,2,189,254
48-02515,59,2,4,0,1,0,N,1,1,2135.3,N,N,5,0.0,0,0,N,2,2,2,2,60,65
48-02101,77,2,1,0,1,0,2,1,1,385.8,N,N,3,8400.0,2,501,N,2,2,2,2,57,38
48-02101,73,2,3,0,1,0,2,1,1,365.2,N,N,5,10500.0,3,91,N,2,2,2,2,58,43
48-02507,72,1,1,0,1,0,2,1,1,3731.1,N,N,9,50260.0,8,501,N,2,1,2,2,75,58
48-02510,82,2,1,0,1,0,2,1,1,3091.9,N,N,9,51000.0,8,501,N,2,2,2,2,117,107
48-02515,74,2,4,0,1,0,N,1,2,2133.1,N,N,5,0.0,3,0,N,2,2,2,2,14,19
48-02515,81,2,3,0,1,0,N,1,1,2136.5,N,N,4,8400.0,2,46,N,1,1,2,2,20,4
48-02507,8,1,6,0,1,0,5,1,1,3729.5,8680,14,4,0.0,2,501,N,2,2,2,2,151,105
48-02102,12,2,N,0,1,3,4,1,1,487.7,N,N,3,0.0,0,501,N,2,2,2,2,25,39
48-02101,33,2,6,0,1,0,3,1,1,2126.3,8680,6,5,20000.0,2,501,N,2,2,2,2,143,61
48-02515,17,1,6,0,1,0,4,1,1,2135.7,8680,14,7,20000.0,4,501,N,2,2,2,2,27,28
48-02515,60,2,1,0,1,0,2,1,1,2138.2,7390,10,7,50000.0,7,501,N,2,2,2,2,59,56
48-02101,65,1,1,0,1,0,2,1,1,3080.1,7280,10,9,80000.0,8,501,N,2,2,2,2,23,19
48-02507,81,1,3,0,1,0,N,1,1,427.2,4090,4,7,81500.0,6,501,N,2,1,2,2,13,9
48-02510,28,1,6,0,1,0,3,1,2,2136.3,770,3,5,30000.0,5,501,N,2,2,2,2,106,90
48-02101,68,1,3,0,1,0,N,1,1,383.2,N,N,9,151000.0,6,501,N,2,2,2,2,61,22
48-02510,29,2,1,0,1,0,4,1,1,3092.4,7860,12,9,30000.0,4,501,N,2,2,2,2,65,59
48-02516,14,2,N,0,1,2,4,1,1,1338.8,N,N,3,0.0,0,501,N,2,2,2,2,79,96
48-02507,58,1,6,0,1,0,N,1,1,3728.7,490,10,9,100000.0,6,501,N,2,2,2,2,22,32
48-02102,54,1,1,0,1,0,2,1,1,438.3,7071,10,7,50000.0,8,501,N,2,2,2,2,12,32
48-02101,31,2,1,0,1,2,4,1,1,357.4,7860,11,7,30000.0,4,501,N,2,2,2,2,153,127
48-02102,5,1,N,0,1,1,4,1,1,455.8,N,N,3,0.0,0,501,N,2,2,2,2,87,77
48-02507,71,2,4,0,1,0,N,1,1,3731.1,8590,10,7,56310.0,6,501,N,2,2,2,2,70,70
48-02510,9,2,N,0,1,0,3,1,1,3084.3,N,N,1,8600.0,N,N,N,2,2,2,2,88,84
48-02101,17,2,6,0,1,2,4,1,1,373.6,N,N,4,0.0,0,501,N,2,2,2,2,59,34
48-02510,19,2,1,0,1,0,3,1,1,3091.6,N,N,9,0.0,0,501,N,2,2,2,2,100,77
48-02507,1,1,N,1,1,0,8,1,2,3731.1,N,N,3,0.0,N,0,N,2,2,2,2,268,229
48-02515,11,2,6,0,1,0,2,1,1,2121.5,N,N,3,0.0,0,501,N,2,2,2,2,21,117
48-02515,12,2,N,0,1,3,5,1,1,2133.8,N,N,3,0.0,N,257,N,2,2,2,2,48,41
