SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,AGEP,HOUSING_TYPE,DVET,DEYE,target
1,N,1,0,0,7,35,1,N,2,7373
2,5,6,1,0,5,56,1,N,2,4892
2,6,2,1,6,7,53,1,N,2,5840
1,4,5,2,6,9,28,1,N,2,6576
2,6,1,2,0,4,18,1,N,2,6284
2,3,3,2,8,10,40,1,N,2,6682
1,4,8,2,1,7,34,3,N,2,1431
2,5,8,1,8,12,72,1,N,2,620
1,1,2,1,3,9,59,1,N,2,7628
1,2,8,2,9,9,48,1,N,2,7487
2,1,7,2,8,12,32,1,N,2,3649
1,1,3,2,6,9,31,1,N,2,3217
2,1,6,0,9,10,51,1,N,2,5398
1,5,1,0,9,9,54,1,4,2,1567
1,5,1,0,2,5,67,1,N,2,3994
2,N,1,0,8,9,52,1,N,2,3435
2,6,1,1,0,4,15,1,N,1,2749
1,1,1,2,1,10,41,1,N,2,52
2,4,1,0,4,5,77,1,N,2,4610
2,N,1,0,N,3,14,1,N,2,1704
1,4,5,0,1,7,31,1,N,2,5308
2,2,1,1,7,10,84,1,N,2,5929
2,1,1,0,9,12,50,1,N,2,924
2,2,1,1,N,N,26,1,N,2,1491
1,6,9,0,6,10,15,1,N,2,4154
1,6,1,0,1,4,17,1,N,2,4748
1,5,5,2,7,7,50,1,N,2,4588
1,6,2,2,6,7,27,1,N,2,2789
1,2,9,2,9,10,69,1,N,2,2977
2,2,8,2,6,4,56,1,N,2,3168
2,6,6,0,1,4,71,1,N,2,6592
1,3,1,0,0,9,64,1,N,2,6448
1,4,5,0,N,N,74,1,N,2,3513
1,1,9,2,6,10,23,1,N,2,3512
1,N,9,0,6,10,52,1,N,2,3644
2,3,6,2,4,10,72,1,N,2,413
2,1,2,0,2,5,84,1,N,2,2056
1,3,8,2,3,9,44,1,N,2,6610
2,4,2,0,N,1,26,1,N,2,4768
1,1,6,2,9,7,67,1,N,2,4229
1,6,1,2,3,8,51,1,N,2,5543
2,3,5,2,4,9,41,1,N,2,1791
1,6,6,2,8,9,44,1,N,2,2349
2,3,6,2,7,12,30,1,N,2,392
2,4,2,0,2,4,40,1,N,2,6459
1,6,7,1,4,7,53,1,N,2,4723
2,5,2,0,9,7,72,1,N,2,5205
1,4,9,0,1,7,81,1,N,2,730
1,N,6,1,N,3,13,1,N,2,3306
1,N,7,2,8,5,10,1,N,2,335
1,2,9,2,9,9,68,1,N,2,1209
2,5,8,2,7,5,89,1,N,2,3097
2,5,6,0,1,9,61,1,N,2,6811
1,N,1,0,9,9,36,1,N,2,5859
1,2,8,1,6,8,16,1,N,2,6332
2,N,5,1,1,4,52,1,N,2,2457
2,3,2,2,0,5,94,2,N,2,4665
1,6,2,1,2,10,88,1,N,2,3968
1,2,3,0,4,7,32,1,N,2,2487
