SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,HISP,PUMA,AGEP,NOC,NPF,POVPIP,target
1,1,1,1,7,0,25-01300,36,2,4,166,5395
1,2,1,2,8,0,25-02800,35,0,4,501,2460
2,3,1,2,3,0,25-02800,57,0,N,316,2735
1,1,1,1,9,0,25-02800,61,0,3,464,7509
2,4,1,1,3,0,25-00503,70,0,6,501,2428
1,6,1,2,6,0,25-01000,12,2,3,484,5410
2,1,1,2,9,0,25-02800,62,0,2,297,6251
2,1,1,2,4,0,25-01300,53,0,2,501,4593
1,1,6,1,5,0,25-01000,31,0,3,197,5736
1,N,9,2,6,0,25-01000,9,3,4,291,7443
1,6,1,2,6,0,25-00703,24,0,N,458,3551
2,3,6,1,0,0,25-00503,20,2,5,318,357
2,6,1,0,9,0,25-02800,21,N,N,335,3317
1,1,1,1,8,3,25-02800,89,0,2,280,1147
1,N,1,1,N,0,25-00703,13,2,4,283,7438
1,3,6,1,9,0,25-01300,61,4,6,501,3834
1,1,1,1,9,0,25-00703,64,0,2,501,6340
1,1,1,1,7,0,25-01000,39,2,4,420,7299
1,4,1,1,8,0,25-00703,40,1,2,263,1762
2,N,1,1,N,0,25-00703,5,2,4,501,4730
1,6,9,2,0,0,25-02800,15,3,5,405,5091
1,1,1,1,8,0,25-01000,48,2,5,280,1112
1,1,6,1,7,0,25-02800,45,2,4,501,5530
2,4,1,1,6,0,25-00703,52,0,2,501,28
1,3,1,2,0,0,25-01300,60,0,N,281,6841
1,1,1,1,9,0,25-00703,51,1,6,501,5334
2,6,1,1,1,0,25-02800,21,1,3,501,3073
1,6,1,1,2,0,25-01000,22,0,2,361,3674
1,1,1,0,5,0,25-02800,55,1,9,86,1794
1,1,6,1,7,0,25-01300,50,0,2,252,2725
1,6,6,0,9,0,25-01300,35,N,N,420,3741
2,1,1,2,8,0,25-01000,63,2,4,39,5455
2,1,1,1,7,0,25-00703,30,2,4,501,6182
1,1,6,1,8,0,25-01300,45,2,4,501,2289
2,1,1,1,9,0,25-01000,50,1,3,501,5276
2,1,1,1,7,0,25-02800,61,0,2,501,3260
1,6,1,2,4,0,25-00703,18,2,3,99,5203
1,1,1,2,7,0,25-00503,58,0,2,501,452
1,1,1,1,9,0,25-00703,54,0,2,228,3228
1,N,1,1,N,0,25-00703,1,2,4,501,3474
2,6,9,2,9,0,25-00703,31,0,N,234,6122
1,1,6,1,9,0,25-00703,41,2,4,451,306
1,1,1,1,9,0,25-01000,42,2,4,501,4443
2,1,1,0,4,4,25-00503,75,0,5,24,1635
2,4,1,1,9,0,25-00703,73,0,N,501,7591
2,1,1,1,2,0,25-01300,57,0,2,501,491
1,1,1,2,6,0,25-01300,42,2,4,305,1894
1,1,1,1,5,0,25-01000,77,0,2,501,517
1,1,1,1,7,0,25-00703,73,0,3,501,5971
1,6,1,0,3,0,25-01000,20,N,N,95,5019
1,1,1,1,9,0,25-02800,56,0,3,501,454
2,6,1,2,2,0,25-00703,17,2,4,501,447
1,6,1,1,0,0,25-00703,18,1,3,501,4438
1,1,1,1,9,0,25-01300,46,2,4,501,5770
2,N,1,2,N,0,25-00703,7,3,5,269,4889
2,N,6,1,N,0,25-01300,3,2,4,235,3508
2,N,1,1,N,0,25-00503,12,2,4,501,6896
2,N,1,1,N,0,25-02800,6,1,3,501,4010
1,N,1,1,6,0,25-00703,85,1,2,264,7523
2,6,1,1,0,0,25-01300,16,2,4,501,5052
2,2,1,2,N,0,25-02800,54,0,N,501,4408
2,1,1,2,0,0,25-01300,48,1,3,408,3702
1,1,1,1,6,0,25-02800,43,1,3,501,4137
