,Target samples,Deid. samples
0,5,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,52,6
11,0,0
12,15,2
13,0,0
14,0,0
15,0,0
16,42,8
17,0,0
18,0,0
19,0,0
20,66,17
21,0,0
22,0,0
23,0,0
24,0,0
25,0,0
26,31,11
27,0,0
28,0,0
29,0,0
30,0,0
31,0,0
32,0,0
33,548,270
34,0,0
35,0,0
36,16,9
37,0,0
38,10,6
39,0,0
40,24,16
41,0,0
42,0,0
43,0,0
44,1385,1100
45,448,368
46,0,0
47,618,559
48,3709,3446
49,46,44
50,10983,10929
51,4907,5030
52,2519,2679
53,1121,1274
54,0,0
55,0,0
56,187,234
57,81,112
58,0,0
59,0,0
60,48,71
61,0,0
62,18,30
63,0,0
64,331,591
65,0,0
66,0,0
67,16,32
68,0,0
69,0,0
70,0,0
71,0,0
72,0,0
73,0,0
74,0,0
75,0,0
76,0,0
77,0,0
78,0,0
79,0,0
80,0,0
81,0,0
82,0,0
83,0,0
84,0,0
85,0,0
86,0,0
87,0,0
88,2,15
89,3,25
90,1,9
91,20,193
92,0,0
93,1,13
94,0,0
95,0,0
96,0,0
97,0,0
98,0,0
99,0,154
