,feature,divergence
1,AGEP,0.8088077336197638
13,PINCP,0.2660714285714285
14,PINCP_DECILE,0.21483516483516468
12,EDU,0.18860718669681154
7,NPF,0.09278756405148803
11,INDP_CAT,0.07985346657239746
0,PUMA,0.0745033654318088
3,MSP,0.04965061156156439
15,POVPIP,0.03186040064123879
2,SEX,0.026941766965520864
10,DENSITY,0.023169051947054486
6,NOC,0.016820030872968524
5,RAC1P,0.012906998962183815
18,DPHY,0.007811485859318235
8,HOUSING_TYPE,0.0050561531868051
4,HISP,0.0038252057222054247
17,DREM,0.003645965628367491
16,DVET,0.002185206797024194
20,DEAR,0.0017551555272805053
9,OWN_RENT,0.0015817826506366317
19,DEYE,0.0011552545614890442
