,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,OWN_RENT,PINCP_DECILE,DEYE
PUMA,-4.884981308350689e-15,-0.03747953916864117,0.017961072961002054,0.02419489495795991,0.03494478209464842,0.0840133211947832,-0.0028845078407155837,-0.08224004801994504,0.02416394680953443,-0.02216127740462985,0.01657322762164499
AGEP,-0.03747953916864117,0.0,-0.05401735141016763,-0.07386991225598769,0.11752091412932571,0.14094827632393853,0.46643983124302396,0.3546306762706607,0.01656774190947668,-0.49930552865690214,0.13511949345776736
SEX,0.017961072961002054,-0.05401735141016763,0.0,-0.038379085310568384,0.012299843732437874,0.003633979003755597,0.030810889304787526,0.06303736730153904,0.018028441032905733,0.13490935929610412,0.017571735390798333
MSP,0.02419489495795991,-0.07386991225598769,-0.038379085310568384,0.0,-0.04217053363248177,0.010738935634514068,0.4412677092894917,0.4806243839768501,0.058700108358455724,-0.10529186256683806,0.03424672328511947
HISP,0.03494478209464842,0.11752091412932571,0.012299843732437874,-0.04217053363248177,-1.0769163338864018e-14,-0.13715746836605075,-0.04219837314595143,-0.01083333082701513,-0.06374193640253008,0.06795129252979891,0.02983892975813953
RAC1P,0.0840133211947832,0.14094827632393853,0.003633979003755597,0.010738935634514068,-0.13715746836605075,-1.0658141036401503e-14,-0.08579245925399874,-0.05144931442131562,-0.002222735966418428,0.08119892314014349,-0.04743128008421567
NOC,-0.0028845078407155837,0.46643983124302396,0.030810889304787526,0.4412677092894917,-0.04219837314595143,-0.08579245925399874,0.0,-0.7009392558863988,-0.15797308120374423,0.2458298744210164,-0.08318431816925875
NPF,-0.08224004801994504,0.3546306762706607,0.06303736730153904,0.4806243839768501,-0.01083333082701513,-0.05144931442131562,-0.7009392558863988,0.0,-0.029330810632750462,0.16334176581698828,-0.0809459488829337
OWN_RENT,0.02416394680953443,0.01656774190947668,0.018028441032905733,0.058700108358455724,-0.06374193640253008,-0.002222735966418428,-0.15797308120374423,-0.029330810632750462,-3.774758283725532e-15,-0.07121777282542008,-0.013353918371052839
PINCP_DECILE,-0.02216127740462985,-0.49930552865690214,0.13490935929610412,-0.10529186256683806,0.06795129252979891,0.08119892314014349,0.2458298744210164,0.16334176581698828,-0.07121777282542008,1.6653345369377348e-15,-0.03733727258552535
DEYE,0.01657322762164499,0.13511949345776736,0.017571735390798333,0.03424672328511947,0.02983892975813953,-0.04743128008421567,-0.08318431816925875,-0.0809459488829337,-0.013353918371052839,-0.03733727258552535,1.176836406102666e-14
