,INDP,count_target,count_deidentified
50,1070,3,20
32,1080,2,15
59,1090,3,16
15,1170,6,5
1,1180,10,12
12,1190,11,47
49,1270,3,16
51,1280,3,5
9,1370,18,12
60,1490,1,20
33,1590,1,27
43,1790,1,39
61,1870,1,43
25,1880,5,12
48,1890,3,35
17,1990,19,31
38,2070,7,5
19,2090,8,15
35,2170,6,23
46,2180,1,37
11,2190,9,15
53,2270,3,69
22,2280,3,6
24,2290,23,55
5,2370,27,6
2,2390,4,53
21,2490,8,55
13,2570,9,43
47,2590,3,12
27,2670,16,12
54,2680,1,15
52,2780,2,22
45,2790,2,21
8,2870,16,10
29,2880,12,34
44,2890,4,15
57,2970,1,21
10,2980,17,34
37,3070,2,10
18,3080,10,23
31,3095,3,21
26,3170,5,6
34,3180,7,16
23,3291,29,16
56,3365,2,32
16,3370,5,72
6,3380,11,45
36,3390,10,26
55,3470,2,21
42,3490,8,26
7,3570,33,26
14,3580,124,83
41,3590,2,11
40,3670,2,31
58,3680,1,12
62,3770,1,5
0,3790,3,41
28,3875,8,59
3,3895,13,42
30,3960,13,31
39,3970,2,64
4,3980,8,27
20,3990,12,26
