,DENSITY,DPHY,DREM,PINCP_DECILE,HISP,HOUSING_TYPE,DVET,EDU,MSP,PUMA,NPF,DEAR,RAC1P,SEX,INDP_CAT,DEYE,OWN_RENT,AGEP,NOC
DENSITY,-1.1102230246251565e-16,0.021822576860556588,0.01213977579742154,-0.07325988164487693,-0.07689167576068161,-0.07594623323755302,-0.02304212751465078,-0.011973081486648461,-0.16184470854337382,-0.03890467969400335,0.06055738128126618,-0.04185145618152793,-0.20991087953360094,0.03798698350280725,-0.0777157144568391,0.029068650419644886,-0.1373816476595644,0.010996531679250417,-0.017030405834737486
DPHY,0.021822576860556584,0.0,-0.5824249721287247,-0.23360878836831495,0.11468494684143052,-0.035766173214289834,-0.016317068665025178,-0.20255610516908834,-0.20514840929101447,-0.035686095567406984,0.04279748417570258,-0.14500600172103084,0.005089956119983377,0.06669843489126526,-0.3047678020097707,-0.06529702656662159,0.08417537890442701,-0.0341880858063629,-0.00885713789417305
DREM,0.012139775797421542,-0.5824249721287247,1.1102230246251565e-16,-0.27220881077994163,0.05885193934165007,0.0344552541984826,-0.01619976539636686,-0.2597245377416151,-0.19845561864234382,-0.007505174084932632,0.10978242211702359,-0.10059247824757035,0.020897127836964912,-0.0062940472570376955,-0.25118280362114404,-0.0984429735940327,0.031104441416227542,-0.16798286326222234,0.041851030486219375
PINCP_DECILE,-0.07325988164487693,-0.23360878836831495,-0.27220881077994163,0.0,0.06380205485764032,0.1401882033041969,-0.060705587511793495,-0.6446464999373216,-0.13333454694288374,0.05406582699038712,0.09186501660558408,0.03430161905262058,0.1458165018083436,0.02334506245419475,-0.3620160307620421,-0.0339215451567204,-0.006319080760280812,-0.34656262240354957,0.21224545795988703
HISP,-0.0768916757606816,0.11468494684143052,0.058851939341650075,0.06380205485764032,2.220446049250313e-16,-0.17184463865657507,-0.09765869786981604,0.23036737724022377,-0.033091749928159234,-0.16971363310651902,-0.04166112978797676,0.023865683253880245,-0.1338985028749834,0.11515209333689334,-0.07810018237916339,0.0664700340685805,0.020066008829996276,0.058174905852551195,-0.14032702831604618
HOUSING_TYPE,-0.07594623323755302,-0.03576617321428985,0.0344552541984826,0.1401882033041969,-0.1718446386565751,0.0,0.09152618396358277,-0.05182407573705032,-0.20012275493474604,0.12582412829560638,0.2818691599906958,0.0027237235884299757,0.024396899106315664,-0.04004667323949895,0.1497546223663193,-0.003960822479534179,0.33094395473780763,0.07078279358270727,0.5173406726651171
DVET,-0.023042127514650772,-0.016317068665025178,-0.016199765396366854,-0.060705587511793495,-0.09765869786981604,0.09152618396358278,0.0,-0.13362162113143422,0.06810487956745899,0.04675867594279419,0.025439878620061092,0.05318915014216537,0.058994811178838445,0.0317340283813186,0.07156783461962882,-0.009090905964510489,-0.06069404546327809,-0.05395697416717246,0.1191136789825072
EDU,-0.011973081486648461,-0.20255610516908834,-0.2597245377416151,-0.6446464999373216,0.2303673772402238,-0.05182407573705032,-0.13362162113143422,0.0,-0.2327915396104206,-0.008214913895014359,0.26954349516133247,0.029881138942813138,0.11323788116057953,0.03372363352701477,-0.42096347900107217,-0.008764628455524705,0.13159075511094834,-0.4334799183986866,0.15504423497070646
MSP,-0.1618447085433738,-0.20514840929101447,-0.19845561864234385,-0.13333454694288374,-0.03309174992815923,-0.20012275493474604,0.06810487956745899,-0.2327915396104206,0.0,0.07588810591403136,0.4322592068467366,-0.0037243967307303977,-0.03140109190429629,-0.021300826486900865,-0.21509775431969239,0.011252760987129365,-0.06956605292860407,-0.031711148156853546,0.45552337318700753
PUMA,-0.03890467969400335,-0.035686095567406984,-0.007505174084932632,0.054065826990387124,-0.16971363310651902,0.12582412829560635,0.0467586759427942,-0.008214913895014345,0.07588810591403136,-1.1102230246251565e-16,-0.048404520425108066,-0.011265117125334477,0.11736864320189988,-0.08165843824934306,0.23544566218733193,-0.03722415814195048,-0.05755914835942929,0.06997385877495885,-0.02692491935323132
NPF,0.06055738128126618,0.04279748417570258,0.10978242211702359,0.09186501660558409,-0.041661129787976744,0.28186915999069573,0.025439878620061092,0.26954349516133247,0.4322592068467366,-0.048404520425108066,2.220446049250313e-16,-0.07816063539128919,-0.08786962217468261,0.0016008951151796937,0.048737328514812966,-0.04259162391462175,0.01712336250479885,0.20098135310989484,-0.7003129101201102
DEAR,-0.041851456181527934,-0.14500600172103084,-0.10059247824757037,0.03430161905262058,0.023865683253880245,0.002723723588429979,0.05318915014216537,0.029881138942813138,-0.003724396730730394,-0.011265117125334475,-0.07816063539128919,0.0,-0.028694647170957897,-0.010132090878763496,-0.09995122469766385,-0.23536735926745264,0.0028922094430215498,0.17662584830771602,-0.11197308295021056
RAC1P,-0.20991087953360094,0.00508995611998337,0.020897127836964915,0.1458165018083436,-0.1338985028749834,0.024396899106315664,0.05899481117883845,0.11323788116057953,-0.03140109190429629,0.11736864320189988,-0.08786962217468258,-0.028694647170957897,-2.220446049250313e-16,-0.05520913869040253,0.09178603498807021,-0.013033164550930579,-0.17372361031696779,0.09589753367375822,0.016281937264824593
SEX,0.037986983502807256,0.06669843489126526,-0.0062940472570376955,0.02334506245419475,0.11515209333689334,-0.04004667323949897,0.031734028381318585,0.03372363352701477,-0.021300826486900865,-0.08165843824934306,0.0016008951151796954,-0.0101320908787635,-0.05520913869040254,0.0,-0.14500563617850876,0.02729194619727233,0.0817629944275634,-0.06123549493173522,-0.07897664939075719
INDP_CAT,-0.0777157144568391,-0.3047678020097707,-0.25118280362114404,-0.3620160307620421,-0.07810018237916339,0.1497546223663193,0.07156783461962882,-0.42096347900107217,-0.21509775431969239,0.23544566218733193,0.048737328514812966,-0.09995122469766386,0.09178603498807023,-0.14500563617850876,0.0,-0.08734907712058981,-0.1518371599821558,-0.11856794561456134,0.15550841299020612
DEYE,0.02906865041964489,-0.06529702656662158,-0.09844297359403269,-0.0339215451567204,0.06647003406858051,-0.003960822479534179,-0.009090905964510489,-0.008764628455524701,0.011252760987129375,-0.03722415814195048,-0.04259162391462175,-0.23536735926745267,-0.013033164550930579,0.02729194619727234,-0.08734907712058981,2.220446049250313e-16,0.06701397764994269,0.09331066000007143,-0.09756815214302512
OWN_RENT,-0.1373816476595644,0.08417537890442701,0.03110444141622754,-0.006319080760280815,0.020066008829996262,0.3309439547378076,-0.06069404546327809,0.13159075511094837,-0.06956605292860407,-0.05755914835942929,0.01712336250479885,0.0028922094430215498,-0.17372361031696779,0.08176299442756342,-0.1518371599821558,0.06701397764994269,1.1102230246251565e-16,0.07643450731614262,-0.26058969030311946
AGEP,0.010996531679250417,-0.0341880858063629,-0.1679828632622223,-0.34656262240354957,0.058174905852551195,0.07078279358270725,-0.05395697416717246,-0.43347991839868655,-0.03171114815685354,0.06997385877495885,0.20098135310989484,0.17662584830771602,0.09589753367375821,-0.061235494931735204,-0.11856794561456134,0.09331066000007143,0.07643450731614264,0.0,0.3422913983374994
NOC,-0.017030405834737486,-0.008857137894173035,0.041851030486219375,0.21224545795988706,-0.14032702831604618,0.5173406726651171,0.1191136789825072,0.15504423497070646,0.45552337318700753,-0.02692491935323132,-0.7003129101201104,-0.11197308295021058,0.016281937264824596,-0.07897664939075719,0.15550841299020612,-0.09756815214302514,-0.26058969030311946,0.3422913983374994,0.0
