,SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,HISP,PUMA,INDP_CAT
0,2,N,1,1,N,3,0,48-02102,N
1,1,2,1,1,9,1,0,48-02516,7
2,2,6,1,1,6,8,0,48-02510,6
3,1,1,1,1,3,4,0,48-02507,8
4,2,1,1,1,9,8,0,48-02101,1
5,2,1,6,1,8,10,0,48-02102,12
6,1,6,1,1,0,4,0,48-02515,N
7,1,1,6,2,6,9,0,48-02102,10
8,1,1,8,1,4,7,0,48-02516,12
9,2,6,1,2,0,4,0,48-02516,N
10,1,6,1,2,2,4,0,48-02101,N
11,1,1,1,1,7,11,0,48-02515,11
12,2,6,1,1,1,7,0,48-02516,6
13,2,N,1,1,N,3,0,48-02102,N
14,1,N,9,1,N,1,0,48-02101,N
15,1,1,1,1,8,9,0,48-02101,5
16,2,4,9,1,2,5,0,48-02516,10
17,1,1,1,2,5,7,0,48-02510,4
18,2,1,1,1,5,6,0,48-02102,N
19,2,1,1,2,4,7,0,48-02516,6
20,1,6,1,1,0,9,0,48-02515,N
21,2,1,1,1,9,12,0,48-02510,5
22,1,1,2,1,2,9,0,48-02510,N
23,2,4,2,2,3,7,0,48-02102,12
24,2,1,1,1,9,9,1,48-02515,10
25,1,6,8,2,0,8,1,48-02510,N
26,2,4,1,1,8,9,0,48-02515,11
27,2,1,1,1,8,9,0,48-02510,N
28,1,1,1,2,8,9,0,48-02102,7
29,2,6,1,1,7,5,0,48-02516,N
30,2,1,2,2,6,6,0,48-02515,15
31,2,N,8,2,N,1,1,48-02102,N
32,2,6,1,1,6,10,0,48-02101,6
33,2,1,1,1,8,9,0,48-02510,7
34,1,N,1,1,N,N,1,48-02510,N
35,1,N,9,1,N,3,0,48-02516,N
36,2,3,9,1,6,10,0,48-02510,13
37,2,1,1,1,7,5,1,48-02510,13
38,1,1,1,1,2,7,0,48-02516,14
39,2,4,1,1,8,10,0,48-02101,3
40,1,N,9,2,N,1,1,48-02102,N
41,1,1,1,1,8,9,0,48-02510,15
42,1,N,1,1,N,3,0,48-02101,N
43,1,1,1,1,7,9,0,48-02510,12
44,1,1,1,1,7,7,0,48-02516,7
45,1,1,1,1,9,10,0,48-02507,10
46,1,6,1,1,0,3,1,48-02102,N
47,2,6,1,2,6,7,0,48-02516,11
48,2,N,8,1,N,3,1,48-02102,N
49,2,1,1,2,5,4,0,48-02516,15
50,2,6,1,0,0,4,1,48-02516,N
51,2,1,1,1,6,6,0,48-02102,14
52,2,1,1,1,7,10,0,48-02102,14
53,2,N,1,2,N,2,0,48-02101,N
54,1,1,8,1,0,8,0,48-02515,N
55,2,1,6,1,7,6,0,48-02101,9
56,1,N,1,2,N,3,0,48-02102,N
57,1,1,1,1,7,3,0,48-02507,7
58,2,1,1,1,9,9,0,48-02510,N
59,1,1,6,1,4,7,0,48-02101,6
60,2,6,1,1,7,5,4,48-02510,12
61,1,N,1,1,N,2,1,48-02510,N
62,1,6,1,2,0,4,1,48-02101,N
63,1,1,1,1,9,9,0,48-02101,3
64,1,1,8,1,0,7,0,48-02510,N
65,1,1,1,1,7,7,0,48-02102,9
66,1,1,1,1,2,3,0,48-02515,3
67,2,1,1,1,8,8,0,48-02516,3
68,2,1,2,2,9,8,4,48-02507,10
69,2,N,1,2,N,3,1,48-02516,N
70,1,4,1,2,3,4,0,48-02515,12
71,2,1,1,1,4,7,0,48-02101,3
72,2,3,1,0,5,6,0,48-02510,12
73,2,N,1,1,N,3,0,48-02515,N
74,1,2,1,0,6,6,0,48-02510,12
75,1,1,1,1,8,10,0,48-02515,3
76,1,1,1,1,9,9,0,48-02510,10
77,2,1,1,1,8,7,0,48-02510,N
78,1,1,1,2,6,5,0,48-02102,4
79,1,1,1,1,4,5,0,48-02102,N
80,2,1,1,2,5,9,0,48-02516,11
81,1,1,1,2,7,9,0,48-02507,N
82,2,1,1,1,0,3,1,48-02510,13
83,1,N,1,1,N,3,0,48-02102,N
84,1,N,1,2,N,3,0,48-02510,N
85,1,1,1,1,9,5,0,48-02515,3
86,2,1,1,1,9,7,1,48-02101,9
87,1,N,1,1,N,3,1,48-02515,N
88,1,1,1,1,0,7,0,48-02510,3
89,2,1,1,1,8,10,0,48-02515,16
90,1,1,6,1,3,3,0,48-02510,9
91,2,1,1,1,7,5,0,48-02515,10
92,2,6,1,2,2,5,0,48-02516,14
93,1,1,1,1,4,9,1,48-02101,14
94,1,6,1,2,0,5,0,48-02102,N
95,1,1,1,1,7,9,0,48-02101,3
96,1,3,1,2,4,5,0,48-02516,9
97,2,6,1,1,5,5,0,48-02101,N
98,2,6,1,1,0,7,0,48-02507,N
99,1,1,1,1,9,5,0,48-02102,4
100,1,N,1,2,N,3,1,48-02516,N
101,2,2,1,0,5,5,0,48-02516,9
102,2,1,1,1,2,5,1,48-02101,6
103,2,1,1,1,7,5,4,48-02102,16
104,1,6,2,1,4,8,0,48-02101,16
105,2,6,1,1,0,5,0,48-02101,N
106,2,1,1,2,2,5,4,48-02515,14
107,1,3,2,1,1,6,1,48-02515,6
108,1,4,1,1,5,5,0,48-02515,12
109,1,1,1,1,6,5,0,48-02101,10
110,1,6,1,1,4,12,0,48-02507,6
111,1,4,1,1,9,9,3,48-02101,4
112,2,2,1,1,3,4,0,48-02516,0
113,2,4,1,1,3,7,0,48-02101,6
114,2,2,1,1,7,9,0,48-02507,11
115,1,1,1,1,9,9,0,48-02102,5
116,1,1,1,1,6,7,0,48-02510,3
117,2,N,1,1,N,3,1,48-02516,N
118,2,1,6,1,8,10,0,48-02510,11
119,1,6,1,1,3,5,0,48-02510,N
120,2,1,1,1,3,9,0,48-02101,12
121,2,1,1,1,6,5,0,48-02516,10
122,1,4,1,2,8,7,0,48-02510,3
123,2,N,8,1,N,3,4,48-02101,N
124,1,1,1,1,6,7,0,48-02102,6
125,2,1,1,1,6,5,0,48-02101,11
126,1,3,1,1,1,4,0,48-02516,10
127,2,6,6,1,5,8,0,48-02102,3
128,2,6,1,2,8,7,1,48-02101,4
129,2,4,1,2,5,4,0,48-02507,4
130,2,1,6,1,4,9,0,48-02101,N
131,2,1,1,1,7,5,0,48-02101,4
132,2,4,1,2,7,5,0,48-02516,6
133,1,6,1,0,0,1,0,48-02515,18
134,1,1,1,1,7,4,2,48-02510,4
135,2,1,1,1,9,9,0,48-02507,12
136,1,1,1,1,0,9,0,48-02515,N
137,1,6,1,1,8,6,0,48-02102,10
138,1,N,2,1,N,3,1,48-02510,N
139,2,6,1,1,4,9,1,48-02507,15
140,2,3,1,1,0,4,0,48-02102,N
141,2,2,1,1,3,5,0,48-02516,N
142,1,1,1,1,6,9,0,48-02507,N
143,1,1,1,1,8,5,0,48-02510,15
144,1,5,1,1,2,6,0,48-02510,3
145,1,6,1,1,2,6,0,48-02101,7
146,2,6,1,1,4,1,1,48-02507,15
147,2,1,1,1,8,7,0,48-02102,10
148,2,1,1,1,5,8,0,48-02101,6
149,2,6,2,1,3,5,1,48-02102,N
150,2,1,1,2,2,5,0,48-02516,N
151,1,N,2,2,N,2,0,48-02102,N
152,2,1,1,1,1,6,0,48-02102,4
