,INDP,count_target,count_deidentified
0,-1,2453.0,2445.0
1,7380,239.0,261.0
2,8680,168.0,154.0
3,7860,142.0,101.0
4,770,130.0,142.0
5,7870,97.0,87.0
6,8191,88.0,63.0
7,3390,79.0,86.0
8,7390,66.0,39.0
9,7071,54.0,75.0
10,8170,53.0,44.0
11,8370,46.0,19.0
12,7270,45.0,55.0
13,6970,42.0,32.0
14,8660,40.0,23.0
15,7290,38.0,45.0
16,9470,38.0,64.0
17,8590,37.0,35.0
18,3365,37.0,24.0
19,6672,37.0,7.0
20,7580,37.0,9.0
21,4971,35.0,47.0
22,9920,34.0,27.0
23,6190,33.0,23.0
24,8470,32.0,37.0
25,7690,31.0,17.0
26,6870,31.0,50.0
27,5170,30.0,30.0
28,7970,28.0,45.0
29,7280,28.0,21.0
30,7460,26.0,22.0
31,7470,26.0,15.0
32,9160,26.0,12.0
33,5391,25.0,20.0
34,9170,24.0,27.0
35,7680,24.0,8.0
36,6991,23.0,17.0
37,8270,22.0,28.0
38,4795,21.0,30.0
39,9370,21.0,37.0
40,6490,21.0,14.0
41,6570,21.0,20.0
42,6890,20.0,13.0
43,5593,20.0,13.0
44,7072,20.0,49.0
45,7890,20.0,40.0
46,8180,20.0,19.0
47,8980,19.0,25.0
48,6380,19.0,8.0
49,8090,19.0,16.0
50,6992,18.0,12.0
51,7370,17.0,8.0
52,6370,17.0,14.0
53,6290,17.0,25.0
54,6170,16.0,13.0
55,9480,16.0,23.0
56,3570,16.0,2.0
57,3960,16.0,9.0
58,4670,15.0,16.0
59,9290,15.0,19.0
60,5070,15.0,10.0
61,7770,14.0,18.0
62,7780,14.0,12.0
63,7490,14.0,26.0
64,4870,14.0,4.0
65,7980,14.0,13.0
66,4470,13.0,9.0
67,3370,12.0,10.0
68,3990,11.0,3.0
69,1280,11.0,8.0
70,6670,11.0,8.0
71,5381,11.0,1.0
72,3580,11.0,1.0
73,8770,11.0,7.0
74,4170,10.0,1.0
75,7590,10.0,9.0
76,9570,10.0,6.0
77,4770,10.0,3.0
78,6070,10.0,8.0
79,8290,10.0,30.0
80,9090,9.0,10.0
81,9070,9.0,1.0
82,5080,9.0,14.0
83,6690,9.0,6.0
84,7790,9.0,15.0
85,6680,8.0,10.0
86,3380,8.0,1.0
87,3291,8.0,8.0
88,5790,8.0,4.0
89,6695,8.0,0.0
90,2190,8.0,10.0
91,8564,8.0,1.0
92,6480,8.0,10.0
93,6390,8.0,10.0
94,4980,7.0,3.0
95,8080,7.0,7.0
96,5275,7.0,0.0
97,9380,7.0,5.0
98,4690,7.0,0.0
99,6180,7.0,5.0
100,8570,7.0,15.0
101,3970,6.0,0.0
102,8390,6.0,6.0
103,2670,6.0,2.0
104,5580,6.0,14.0
105,2290,6.0,0.0
106,8780,5.0,0.0
107,8380,5.0,6.0
108,6770,5.0,9.0
109,7670,5.0,19.0
