PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
08-00803,9,1,N,0,1,3,4,1,1,3727.4208732839998,N,N,3,N,N,227,N,2,2,2,2,97,76
30-00600,55,1,4,0,1,0,N,1,1,5507.1959116,5593,6,8,48726.613448000004,5,117,N,2,2,2,2,130,26
08-00803,25,2,1,1,1,0,3,1,1,3540.69637792,3570,4,9,51800.1576,7,501,N,2,2,2,2,169,279
28-01100,71,2,1,0,2,0,2,1,1,3041.5000099288,N,N,8,27526.256031999998,7,501,N,2,2,2,2,167,139
13-04600,4,2,N,0,1,2,3,1,1,3480.8069855879994,N,N,1,N,N,255,N,N,N,2,2,130,101
08-00803,49,2,1,0,1,1,3,1,1,4021.5000229559996,8191,12,12,69385.249584,9,501,N,2,2,2,2,70,103
38-00100,75,1,1,0,1,0,2,1,1,619.2621931519999,6080,7,11,256173.11432,9,501,N,2,2,2,2,7,24
17-03529,19,2,4,0,2,0,2,1,2,14966.166373639999,5391,6,7,18949.80804,3,22,N,2,2,2,2,74,88
06-08507,1,2,N,0,6,1,3,1,2,2562.6441455231998,N,N,N,N,N,501,N,N,N,2,2,131,110
30-00600,57,2,1,0,3,0,2,1,1,616.3583321171999,5381,6,7,13832.932047999999,2,159,N,2,2,2,2,79,81
29-01901,25,1,6,0,2,0,N,1,1,5504.1423310479995,N,N,5,11329.695568,2,13,N,2,2,2,2,82,70
28-01100,6,1,N,0,2,0,5,1,1,2858.9384358812,N,N,6,N,N,479,N,2,2,2,2,71,98
51-51255,27,1,6,0,1,0,N,1,2,11279.425524244,9570,16,12,88159.932,8,501,N,2,2,2,2,46,28
40-00200,48,1,1,0,1,0,2,1,1,782.5964094631998,770,3,12,302105.84976,9,501,N,2,2,2,2,405,189
32-00405,19,1,6,1,9,N,N,3,0,8306.510127583999,N,N,3,-9.039303999999902,0,74,N,2,2,2,2,70,24
06-07502,53,2,1,0,6,0,2,1,1,2761.66604078,N,N,9,46934.886479999994,6,501,N,2,2,2,2,123,131
32-00405,12,1,N,1,1,2,4,1,1,7621.373957272,N,N,3,N,N,217,N,2,2,2,2,109,117
24-01004,64,1,1,0,1,0,2,1,1,3535.6586570383997,770,3,11,931221.97056,9,501,N,2,2,2,2,15,53
30-00600,66,2,1,0,1,0,2,1,1,515.5099500299999,N,N,5,15759.120736,3,246,N,2,2,1,2,27,12
13-04600,85,2,4,0,6,0,N,1,2,3769.0456471824,9170,15,9,26205.590640000002,4,143,N,2,2,2,2,71,104
24-01004,50,1,1,0,1,1,3,1,1,3471.107190252,7071,9,11,263411.48215999996,9,501,N,2,2,2,2,93,41
51-01301,38,2,2,0,9,2,5,1,1,11159.901997351997,7860,11,10,121569.8852,5,372,N,2,2,2,2,65,64
40-00200,40,2,4,1,3,N,N,3,0,220.24585467255997,N,N,7,-8.99120799999946,0,N,N,2,1,2,2,78,198
29-01901,57,1,6,0,2,0,N,1,2,5487.470774783999,8590,14,8,9205.92584,2,501,N,2,2,2,2,87,103
26-02702,24,1,6,0,1,0,N,1,2,4489.302168865999,7870,11,9,463889.17056,9,501,N,2,2,2,2,115,157
40-00200,45,2,1,0,3,1,4,1,1,773.5309534723998,7860,11,6,46907.260672000004,6,298,N,2,2,2,2,41,38
32-00405,24,2,6,1,1,0,5,1,2,7966.774188183999,1370,4,1,25389.655360000004,2,35,N,1,2,2,2,376,131
19-01700,47,1,4,0,1,0,N,1,1,4008.1629364899995,N,N,8,20737.504296000003,4,190,N,2,2,2,2,80,65
32-00405,54,2,2,1,2,4,6,1,2,8063.895806799999,N,N,3,-1.2700631999996403,0,211,N,2,2,2,2,137,186
17-03531,58,1,6,0,2,0,N,1,2,11683.011315071997,5170,6,7,-2.6852880000005825,0,121,N,2,2,2,2,131,116
13-04600,15,1,6,4,8,7,5,1,1,3582.1300520039995,3380,4,3,-38.29903999999988,3,120,N,1,2,1,1,937,1157
24-01004,50,1,1,0,1,1,2,1,2,3377.4938598215995,N,N,10,95309.34896,8,501,N,2,2,2,2,36,64
29-01901,46,2,1,0,1,1,3,1,1,5672.227724216,8191,12,9,104152.017664,8,501,N,2,2,2,2,46,63
06-07502,37,2,4,0,6,0,N,1,2,33904.001549415996,8680,14,5,24349.481831999998,3,56,N,2,2,2,2,63,61
36-04010,64,1,1,0,2,0,4,1,1,50934.8746135,N,N,5,-3.301183999999921,2,116,N,2,2,2,2,67,63
30-00600,41,2,5,0,1,1,3,1,2,787.6114583811999,N,N,8,30675.037023999997,6,250,N,2,2,2,2,189,175
17-03529,4,1,N,0,2,4,6,1,1,14398.970920639997,N,N,1,N,N,262,N,N,N,2,2,207,163
32-00405,69,2,3,0,1,0,N,1,2,8135.5275851279985,5580,6,3,9586.063264,2,78,N,1,1,2,2,168,184
06-08507,12,2,N,0,6,1,4,1,1,2685.4307440248,N,N,3,N,N,501,N,2,2,2,2,63,41
01-01301,63,2,4,0,2,0,3,1,1,3035.863622372,7860,11,5,9519.418239999999,2,204,N,1,1,2,2,71,68
06-08507,4,2,N,0,6,1,3,1,1,2919.20447876,N,N,10,N,N,501,N,N,N,2,2,41,63
30-00600,3,2,N,0,3,4,6,1,1,342.59276505583995,N,N,1,N,N,137,N,N,N,2,2,15,6
40-00200,11,2,N,0,3,3,5,1,1,611.0633452243999,N,N,4,N,N,37,N,2,2,2,2,35,60
24-01004,65,1,1,0,1,0,2,1,1,4027.8761824159997,3980,4,10,92537.4028,9,501,N,2,2,2,2,63,46
38-00100,4,1,N,0,1,1,3,1,1,684.7862290435999,N,N,1,N,N,501,N,N,N,2,2,25,8
28-01100,44,1,4,0,2,0,6,1,1,3057.678913408,190,0,8,83731.96040000001,7,302,N,2,2,2,2,1653,112
06-08507,75,2,2,0,6,0,4,1,1,2939.6729811704,6870,9,10,51778.728160000006,7,501,N,2,2,2,2,38,49
38-00100,67,2,3,0,3,0,2,1,1,602.3616447707999,N,N,5,11544.808936000001,2,392,N,2,1,2,1,2,33
36-04010,14,2,N,0,2,2,6,1,1,50609.60063876,N,N,3,N,N,287,N,2,2,2,2,97,74
