,AGEP_x,HISP,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_DECILE_x,POVPIP_x,PUMA,RAC1P,SEX,AGEP_y,NOC_y,NPF_y,PINCP_DECILE_y,POVPIP_y,percent_match
0,43,0,3,0,N,2,9,51,25-01000,6,2,84,0,N,1,28,40.0
1,48,0,1,0,4,1,7,172,25-00503,9,1,64,0,2,1,501,20.0
2,74,0,1,1,2,2,2,N,25-00503,2,1,44,0,2,0,207,20.0
3,26,0,6,0,N,1,5,316,25-01300,8,2,59,0,N,8,501,40.0
4,16,0,3,1,3,1,8,38,25-01300,6,2,81,0,3,2,501,20.0
5,54,2,6,4,4,1,2,499,25-00703,2,1,26,0,2,0,378,0.0
6,25,4,1,2,N,2,8,473,25-00503,1,1,38,2,4,8,501,40.0
7,49,4,6,0,3,1,5,51,25-01000,1,2,26,1,6,7,501,0.0
8,76,0,3,2,4,0,7,500,25-01000,1,1,82,N,N,3,N,0.0
9,47,1,6,1,2,1,0,500,25-01000,1,2,31,0,N,7,501,0.0
10,44,0,6,1,2,0,0,N,25-01300,6,2,27,N,N,2,69,0.0
11,27,2,1,0,2,1,0,499,25-01000,6,2,59,0,2,4,501,40.0
12,31,4,6,0,3,1,7,501,25-00703,6,1,15,3,4,2,204,0.0
13,47,0,1,2,4,1,9,49,25-01000,8,2,46,2,4,0,276,40.0
14,59,0,1,2,4,1,3,357,25-01000,8,1,47,2,4,7,276,40.0
15,20,0,6,1,N,1,4,51,25-00503,8,1,49,0,N,6,369,20.0
16,38,0,2,0,4,0,6,96,25-01000,1,1,52,N,N,2,N,0.0
17,32,2,6,0,4,0,4,54,25-00703,1,1,24,N,N,0,0,0.0
18,22,4,1,0,N,2,5,236,25-01000,1,1,30,5,7,5,155,20.0
19,73,0,1,0,4,1,6,501,25-02800,9,1,72,0,2,2,501,40.0
20,47,2,1,0,N,2,2,402,25-00503,1,1,44,2,4,9,501,0.0
21,39,1,6,0,3,1,6,481,25-00703,1,1,30,0,N,2,68,20.0
22,40,4,6,4,N,2,8,0,25-00703,2,2,29,2,3,3,103,0.0
23,57,2,1,0,3,1,N,55,25-02800,1,2,49,1,3,3,431,20.0
24,94,1,N,0,2,1,1,8,25-01300,1,2,2,2,4,N,501,0.0
25,16,2,N,0,7,2,1,51,25-00503,1,1,5,2,3,N,28,0.0
26,33,0,6,0,N,2,0,498,25-01000,9,2,41,1,2,6,344,0.0
27,67,0,2,2,4,2,2,431,25-01300,1,2,25,0,N,1,37,0.0
28,88,0,1,0,2,2,2,475,25-00503,9,2,20,1,3,2,178,20.0
29,73,1,1,2,2,1,N,56,25-02800,1,1,69,0,2,9,501,20.0
30,23,0,4,1,2,1,0,209,25-01000,6,2,63,0,N,3,127,0.0
31,56,0,5,0,N,2,8,53,25-01000,1,2,59,0,N,7,501,40.0
32,74,0,1,0,2,2,7,51,25-01300,2,1,32,1,4,7,501,20.0
33,61,0,3,2,4,1,0,90,25-00703,2,2,52,0,4,6,478,20.0
34,57,0,3,1,4,0,9,189,25-00503,6,2,94,N,N,0,N,0.0
35,12,0,6,1,3,1,N,54,25-01000,9,1,36,0,4,5,501,0.0
36,67,2,1,2,2,1,6,463,25-02800,1,1,42,2,4,7,501,20.0
37,29,4,4,4,N,1,N,N,25-02800,1,2,55,0,N,8,501,20.0
38,20,0,6,0,4,1,2,28,25-00503,9,2,16,2,4,0,501,20.0
39,88,2,4,0,6,1,1,164,25-00503,1,2,50,0,2,5,234,20.0
40,28,0,1,1,2,2,8,478,25-00703,2,1,38,2,4,6,374,0.0
41,66,0,6,0,N,2,8,362,25-01300,8,1,22,0,2,3,260,20.0
42,58,4,6,2,4,1,6,410,25-02800,2,2,28,0,N,2,78,0.0
43,64,4,1,0,2,2,2,435,25-01000,1,2,32,5,7,2,155,20.0
44,39,2,4,0,6,2,1,232,25-00503,1,1,55,0,N,5,305,20.0
45,46,0,4,3,N,1,6,499,25-01300,6,1,56,1,3,8,501,0.0
46,48,0,6,0,N,0,7,186,25-02800,6,2,45,N,N,2,95,20.0
47,61,0,4,0,2,2,8,51,25-00703,9,2,50,3,4,4,105,0.0
48,66,0,5,2,4,2,0,93,25-00503,1,1,46,2,3,9,501,20.0
49,26,2,6,0,3,1,2,405,25-00703,9,2,31,0,2,7,378,20.0
50,72,0,2,1,N,1,3,204,25-02800,6,2,37,0,2,0,0,0.0
51,38,0,6,1,2,2,5,345,25-01000,9,1,17,1,2,1,344,40.0
52,75,4,1,3,3,2,6,500,25-01300,1,2,36,2,5,2,369,0.0
53,71,0,4,0,3,0,5,499,25-00503,1,1,72,N,N,1,N,0.0
54,30,4,6,0,N,1,8,92,25-02800,1,1,29,0,3,7,501,20.0
55,37,2,6,3,N,2,4,287,25-00703,1,2,43,0,4,5,397,0.0
56,42,1,6,0,N,2,9,408,25-01000,1,1,19,0,2,4,212,20.0
57,49,4,1,2,4,1,0,501,25-01300,8,1,31,1,3,8,501,20.0
58,67,0,3,0,2,1,5,48,25-00503,6,1,83,0,2,6,501,40.0
