,AGEP_x,DEAR_x,DENSITY_x,DEYE_x,DPHY_x,DREM_x,DVET_x,EDU,HISP,HOUSING_TYPE_x,INDP_CAT,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_x,PINCP_DECILE_x,POVPIP_x,PUMA,RAC1P,SEX,AGEP_y,DEAR_y,DENSITY_y,DEYE_y,DPHY_y,DREM_y,DVET_y,HOUSING_TYPE_y,NOC_y,NPF_y,PINCP_y,PINCP_DECILE_y,POVPIP_y,percent_match
0,73,1,12,1,1,1,2,9,0,2,5,6,0,N,2,352300.0,3,417,06-07502,9,1,26,2,12,2,2,2,N,1,0,N,100000.0,8,501,23.076923076923077
1,34,1,12,2,1,2,2,2,0,1,N,N,5,12,1,516050.0,7,228,51-01301,6,1,6,2,10,2,2,2,N,1,2,4,N,N,501,23.076923076923077
2,15,1,12,2,N,2,6,5,0,3,N,4,3,N,2,51200.0,4,47,40-00200,3,1,79,2,0,1,1,2,N,1,0,N,15100.0,4,124,23.076923076923077
3,17,1,12,1,2,2,3,11,0,2,N,1,5,8,1,163200.0,2,349,17-03529,2,1,46,2,11,1,2,2,N,1,0,2,0.0,0,153,23.076923076923077
4,54,2,11,1,2,N,4,7,0,3,N,1,2,12,1,410120.0,7,467,24-01004,2,2,40,2,8,2,2,2,N,1,1,3,0.0,0,344,15.384615384615385
5,8,2,12,2,1,N,N,4,0,2,16,4,2,5,1,200250.0,5,184,17-03529,2,2,64,2,11,2,2,2,N,1,0,2,65000.0,7,501,23.076923076923077
6,45,2,12,1,2,2,N,6,0,1,13,4,1,9,2,89500.0,6,407,36-04010,2,2,56,2,13,2,1,2,N,1,0,N,4200.0,1,31,30.76923076923077
7,12,1,12,2,N,N,5,5,0,3,N,4,N,N,2,15040.0,7,494,40-00200,1,1,69,2,0,2,1,2,N,1,0,N,22000.0,4,180,15.384615384615385
8,76,1,12,1,N,N,2,4,0,1,12,5,7,10,2,377300.0,8,136,17-03531,2,2,59,2,10,2,2,2,N,1,0,3,19600.0,3,95,7.6923076923076925
9,59,2,12,2,N,2,N,7,0,2,11,4,3,3,1,48210.0,3,191,17-03529,2,2,85,2,11,2,1,2,N,1,0,N,9000.0,2,74,30.76923076923077
10,16,1,12,1,N,N,1,9,0,3,7,6,2,10,1,27020.0,7,240,17-03529,8,1,52,2,11,2,2,2,N,1,0,N,1500.0,1,11,0.0
11,55,2,12,1,N,N,6,7,0,3,11,6,3,N,0,153700.0,2,83,08-00803,6,2,20,2,7,2,2,2,N,3,N,N,15000.0,3,N,23.076923076923077
12,22,1,12,2,1,N,6,7,0,2,6,1,1,9,2,-2000.0,3,307,28-01100,2,2,45,1,7,2,2,2,N,1,0,4,42000.0,7,379,15.384615384615385
13,90,2,12,2,N,1,2,9,0,3,12,4,6,10,1,569800.0,8,306,36-04010,2,1,33,2,13,2,2,2,N,1,2,5,35000.0,5,400,15.384615384615385
14,30,1,12,1,1,1,N,5,0,2,N,3,7,5,2,426000.0,2,376,30-00600,9,2,73,2,0,2,2,2,N,1,0,N,14800.0,3,122,7.6923076923076925
15,16,1,11,2,N,N,N,10,0,2,16,1,0,8,2,86300.0,9,445,26-02702,1,2,24,2,8,2,2,2,N,1,0,2,45000.0,6,267,23.076923076923077
16,12,1,11,2,2,N,4,6,0,2,6,6,N,9,1,586000.0,1,185,26-02702,1,1,46,2,8,2,2,2,N,1,1,2,30000.0,5,226,15.384615384615385
17,78,2,12,2,N,2,6,9,3,2,4,1,0,8,1,30200.0,N,163,06-07502,1,2,59,2,12,2,2,2,N,1,0,2,200000.0,9,501,38.46153846153847
18,58,1,12,2,2,2,5,8,0,3,6,6,7,12,1,66550.0,5,260,17-03529,2,2,38,2,11,2,2,2,N,1,0,3,0.0,0,474,23.076923076923077
19,85,2,12,2,2,1,2,7,0,1,14,6,5,7,2,18700.0,2,382,40-00200,2,1,30,2,0,2,2,2,N,1,2,3,21000.0,4,158,30.76923076923077
20,62,2,12,1,2,2,2,7,0,3,16,6,6,6,1,470.0,6,162,24-01004,6,2,22,2,8,2,2,2,N,1,0,N,70100.0,7,501,23.076923076923077
21,50,2,12,1,2,2,3,5,0,2,15,3,3,12,1,36300.0,3,42,36-03710,1,2,67,2,13,2,2,2,N,1,0,2,48000.0,6,286,23.076923076923077
22,28,1,13,1,2,1,2,7,0,2,N,6,6,3,2,283500.0,N,18,51-51255,2,1,18,2,10,2,2,2,N,1,3,6,0.0,0,106,7.6923076923076925
23,84,1,12,2,N,2,N,10,4,3,11,6,6,7,2,29400.0,3,105,17-03529,3,1,27,2,11,2,2,2,N,1,0,N,33000.0,5,251,23.076923076923077
24,84,1,11,2,N,2,4,5,0,3,12,6,5,10,0,1610.0,2,22,36-03710,2,2,33,2,13,2,2,2,N,3,N,N,3500.0,1,26,23.076923076923077
25,29,2,13,2,2,N,2,4,0,1,N,3,4,10,2,180200.0,0,52,30-00600,3,2,44,2,0,2,1,1,N,1,0,2,9000.0,2,76,23.076923076923077
26,52,1,12,1,1,1,4,1,1,2,N,N,7,10,1,23210.0,3,329,38-00100,1,1,3,2,0,2,N,N,N,1,0,6,N,N,437,0.0
27,5,1,12,1,2,N,6,7,0,3,6,4,7,10,1,14730.0,9,140,13-04600,2,2,53,2,7,2,2,2,N,1,0,5,23000.0,4,352,7.6923076923076925
28,39,2,12,2,N,2,2,7,4,1,N,1,4,11,2,671200.0,8,104,24-01004,1,2,45,2,8,2,2,2,N,1,2,4,0.0,0,421,30.76923076923077
29,82,2,12,2,2,N,5,5,0,3,N,3,N,5,1,232100.0,3,440,32-00405,2,2,77,2,9,2,2,2,N,1,0,6,15000.0,3,319,30.76923076923077
