,AGEP_x,DEYE_x,DVET_x,EDU,HOUSING_TYPE_x,MSP,OWN_RENT,PINCP_DECILE_x,RAC1P,SEX,AGEP_y,DEYE_y,DVET_y,HOUSING_TYPE_y,PINCP_DECILE_y,percent_match
0,5,1,2,11,1,1,1,9,8,1,38,2,N,1,9,40.0
1,45,2,N,9,2,6,0,7,1,2,60,2,N,2,3,60.0
2,60,1,6,4,3,3,1,8,5,2,78,2,N,1,4,0.0
3,64,2,5,7,3,1,2,6,6,2,40,2,N,1,1,20.0
4,0,2,5,11,3,2,2,0,1,2,65,2,N,1,9,20.0
5,80,1,2,6,1,6,1,6,8,1,42,2,N,1,1,20.0
6,85,2,3,8,1,6,0,6,2,1,23,2,N,2,2,20.0
7,75,1,3,12,2,4,2,3,1,1,77,1,N,1,4,20.0
8,32,2,3,10,1,1,2,1,9,1,48,2,N,1,6,40.0
9,36,1,N,12,2,3,2,9,2,1,60,1,N,1,7,40.0
10,83,2,N,6,2,1,2,2,9,1,36,2,N,1,4,40.0
11,36,2,4,7,1,2,0,7,8,1,67,1,N,2,2,0.0
12,65,1,2,2,2,N,1,9,8,2,6,2,N,1,N,0.0
13,44,1,1,9,3,4,2,1,6,2,53,2,N,1,3,0.0
14,22,2,4,9,2,5,1,2,6,1,44,2,N,1,5,20.0
15,11,2,5,1,3,N,1,N,4,1,3,2,N,1,N,40.0
16,60,1,3,6,1,2,0,5,2,2,30,2,N,2,4,0.0
17,35,1,4,9,1,2,1,6,8,2,32,2,N,1,0,20.0
18,53,1,4,6,3,5,1,0,1,1,53,2,N,1,1,20.0
19,18,1,6,10,1,4,2,6,6,1,48,2,N,1,9,20.0
20,9,2,5,11,3,1,1,5,9,2,40,2,N,1,5,40.0
21,16,2,N,9,2,6,2,8,9,2,27,2,N,1,7,40.0
22,14,2,N,N,1,N,2,0,8,2,2,2,N,1,N,60.0
23,52,2,1,11,3,1,1,9,3,2,71,2,N,1,6,20.0
24,5,1,1,5,2,5,2,9,1,1,56,2,N,1,6,0.0
25,60,1,N,3,1,2,2,1,1,1,40,2,N,1,5,40.0
26,49,2,1,4,1,1,1,0,4,2,31,2,N,1,0,60.0
27,86,2,5,5,1,4,1,N,6,2,64,2,N,1,1,40.0
28,4,2,N,6,2,2,2,N,9,1,42,2,N,1,4,40.0
29,8,1,5,6,1,1,2,4,8,1,35,2,N,1,6,20.0
30,71,2,N,6,2,6,0,1,8,1,28,2,N,2,2,60.0
31,66,2,6,8,1,4,1,9,8,2,30,2,N,1,6,40.0
32,1,2,N,1,1,6,1,1,2,1,33,2,N,1,6,60.0
33,3,2,N,N,1,N,2,2,3,1,1,2,N,1,N,60.0
34,10,2,N,5,2,4,1,2,2,2,43,2,N,1,3,40.0
35,30,1,5,3,1,4,1,6,8,1,65,2,N,1,3,20.0
36,64,1,5,7,1,4,0,4,9,2,39,2,N,2,0,0.0
37,20,1,2,4,1,N,1,2,3,1,14,2,N,1,N,20.0
38,65,1,5,1,1,6,2,6,1,2,38,2,N,1,0,20.0
39,11,1,5,5,1,4,2,7,8,1,30,2,N,1,4,20.0
40,11,1,4,8,1,1,2,5,3,2,25,2,N,1,0,20.0
41,21,2,4,2,1,N,2,6,9,2,4,2,N,1,N,40.0
42,56,2,N,3,1,4,2,2,8,1,64,2,N,1,7,60.0
43,13,1,3,7,1,6,2,5,7,1,59,2,N,1,8,20.0
44,77,2,5,6,3,6,0,1,9,2,51,2,N,2,0,20.0
45,26,1,4,10,3,4,2,5,6,2,63,2,N,1,9,0.0
46,4,1,5,12,2,6,2,2,6,1,29,2,N,1,8,0.0
47,60,1,1,6,3,6,0,8,6,2,35,2,N,2,3,0.0
48,18,2,N,5,1,2,1,3,8,1,24,2,N,1,5,60.0
49,44,1,1,8,2,4,1,6,6,1,31,2,N,1,1,0.0
50,40,2,4,1,1,N,2,6,8,2,5,2,N,1,N,40.0
51,30,1,4,11,2,2,0,2,1,2,78,2,N,2,0,20.0
52,58,1,3,9,3,4,2,0,2,1,56,2,N,1,8,0.0
53,74,1,1,1,1,6,1,0,1,2,37,2,N,1,0,40.0
54,46,1,N,11,1,6,1,6,6,1,30,2,N,1,0,40.0
55,36,2,5,12,1,1,2,5,2,1,45,2,N,1,7,40.0
