,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,OWN_RENT,PINCP_DECILE
PUMA,-2.7755575615628914e-15,0.030925559259183076,0.04953210443139589,0.035197566025273755,-0.0006389081025104694,-0.0816613695695602,-0.07633732645173646,-0.08584419353080978,0.09178745971435631,-0.016472179199260008
AGEP,0.030925559259183076,0.0,-0.0805916687913871,-0.05994626431473933,0.03473052373960453,0.02501277249061376,0.07519210047198738,0.10260335496190498,-0.0284630771181584,-0.38842009799303184
SEX,0.04953210443139589,-0.0805916687913871,0.0,-0.005848580033114909,0.008851898733706245,0.06330713891067452,0.07287789050558455,0.03707015501143865,0.07575971304510482,-0.011522053553384676
MSP,0.035197566025273755,-0.05994626431473933,-0.005848580033114909,4.6629367034256575e-15,-0.003914791675485302,0.009066704166854525,0.22755704388491838,0.22533226444947566,0.07705303629104099,-0.28126058158731354
HISP,-0.0006389081025104694,0.03473052373960453,0.008851898733706245,-0.003914791675485302,4.884981308350689e-15,-0.15476295539969862,0.020737089907556846,-0.00893881846349134,0.01446537431833051,0.029227747887351017
RAC1P,-0.0816613695695602,0.02501277249061376,0.06330713891067452,0.009066704166854525,-0.15476295539969862,9.992007221626409e-16,0.014360862024241146,-0.010470729443188852,-0.02116149565753412,0.03927160815996871
NOC,-0.07633732645173646,0.07519210047198738,0.07287789050558455,0.22755704388491838,0.020737089907556846,0.014360862024241146,0.0,-0.30474970373084903,-0.0647798956781975,0.2029933680978867
NPF,-0.08584419353080978,0.10260335496190498,0.03707015501143865,0.22533226444947566,-0.00893881846349134,-0.010470729443188852,-0.30474970373084903,2.220446049250313e-16,-0.022274513779629142,0.15902998333711693
OWN_RENT,0.09178745971435631,-0.0284630771181584,0.07575971304510482,0.07705303629104099,0.01446537431833051,-0.02116149565753412,-0.0647798956781975,-0.022274513779629142,0.0,-0.05641968844491771
PINCP_DECILE,-0.016472179199260008,-0.38842009799303184,-0.011522053553384676,-0.28126058158731354,0.029227747887351017,0.03927160815996871,0.2029933680978867,0.15902998333711693,-0.05641968844491771,-2.220446049250313e-16
