SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,HISP,PUMA,AGEP,NOC,NPF,POVPIP
1.0,6,1.0,0.0,0,0.0,01-01301,39,N,N,0.0
1.0,6,1.0,2.0,9,0.0,06-07502,34,0,N,501.0
1.0,1,1.0,1.0,9,0.0,06-08507,77,0,2,501.0
2.0,1,6.0,1.0,9,0.0,06-08507,66,0,2,501.0
1.0,6,1.0,2.0,8,0.0,06-07502,26,0,N,501.0
2.0,1,1.0,2.0,7,0.0,06-07502,31,0,2,501.0
1.0,1,1.0,1.0,9,0.0,06-08507,73,0,3,501.0
1.0,1,6.0,1.0,9,0.0,06-08507,38,2,4,501.0
2.0,1,6.0,1.0,9,0.0,06-08507,37,2,4,501.0
1.0,1,6.0,1.0,9,0.0,06-08507,44,2,4,501.0
1.0,6,1.0,2.0,8,0.0,06-07502,59,0,N,501.0
1.0,1,1.0,1.0,9,0.0,06-08507,67,0,3,501.0
1.0,1,6.0,1.0,8,0.0,06-08507,73,0,2,501.0
2.0,3,6.0,2.0,2,0.0,06-07502,67,0,N,39.0
1.0,1,6.0,1.0,9,0.0,06-08507,65,0,2,501.0
2.0,1,6.0,1.0,2,0.0,06-08507,64,0,2,501.0
2.0,1,6.0,1.0,9,0.0,06-08507,52,0,2,501.0
1.0,1,6.0,1.0,9,0.0,06-08507,55,0,2,501.0
1.0,1,1.0,1.0,9,0.0,06-08507,78,0,2,501.0
2.0,1,1.0,1.0,6,0.0,06-08507,68,0,2,501.0
1.0,6,1.0,2.0,7,0.0,06-07502,61,0,N,454.0
1.0,6,1.0,2.0,7,0.0,06-07502,26,0,N,501.0
1.0,6,1.0,2.0,9,0.0,06-07502,26,0,N,501.0
2.0,1,1.0,2.0,9,0.0,06-07502,32,0,2,501.0
1.0,1,1.0,1.0,9,0.0,06-08507,54,0,3,501.0
1.0,6,1.0,2.0,7,0.0,06-07502,37,0,N,489.0
1.0,1,1.0,1.0,9,0.0,06-08507,57,0,3,501.0
1.0,1,6.0,1.0,9,0.0,06-08507,51,0,3,501.0
1.0,1,1.0,1.0,9,0.0,06-08507,42,2,4,501.0
2.0,1,1.0,2.0,9,0.0,06-07502,30,0,2,501.0
1.0,1,1.0,2.0,9,0.0,06-07502,29,0,2,501.0
1.0,1,1.0,2.0,9,0.0,06-08507,40,2,4,501.0
1.0,6,1.0,2.0,9,0.0,06-07502,31,0,N,501.0
1.0,1,1.0,1.0,9,0.0,06-07502,65,0,2,501.0
1.0,6,1.0,2.0,7,0.0,06-07502,30,0,N,475.0
1.0,6,1.0,2.0,7,0.0,06-07502,30,0,N,501.0
2.0,6,1.0,2.0,9,0.0,06-07502,26,0,N,501.0
1.0,1,6.0,1.0,8,0.0,06-08507,87,0,2,501.0
2.0,1,6.0,1.0,2,0.0,06-08507,81,0,2,501.0
1.0,6,1.0,2.0,9,0.0,06-07502,35,0,N,501.0
1.0,6,1.0,2.0,8,0.0,06-07502,27,0,N,501.0
2.0,6,6.0,2.0,8,0.0,06-07502,24,0,N,501.0
1.0,1,6.0,1.0,9,0.0,06-08507,39,2,4,501.0
2.0,1,6.0,1.0,0,0.0,06-08507,39,2,4,501.0
1.0,6,1.0,2.0,9,0.0,06-07502,27,0,N,501.0
2.0,1,6.0,1.0,9,0.0,06-08507,48,2,4,501.0
1.0,1,6.0,1.0,9,0.0,06-08507,48,2,4,501.0
2.0,1,1.0,1.0,9,0.0,06-08507,64,0,2,501.0
2.0,1,6.0,1.0,2,0.0,06-08507,71,0,2,90.0
1.0,1,1.0,1.0,8,0.0,06-08507,94,0,2,501.0
1.0,1,1.0,1.0,9,0.0,06-08507,83,0,2,501.0
2.0,1,1.0,1.0,7,0.0,06-08507,85,0,2,501.0
1.0,6,1.0,2.0,8,0.0,06-07502,26,0,N,501.0
2.0,6,1.0,2.0,8,0.0,06-07502,26,0,N,501.0
1.0,1,1.0,1.0,9,0.0,06-08507,50,2,4,501.0
1.0,1,6.0,2.0,9,0.0,06-08507,44,2,4,501.0
2.0,1,6.0,2.0,0,0.0,06-08507,39,2,4,501.0
2.0,1,1.0,1.0,0,0.0,06-08507,57,0,2,501.0
1.0,1,1.0,1.0,9,0.0,06-08507,57,0,2,501.0
1.0,1,6.0,1.0,8,0.0,06-08507,84,0,2,501.0
1.0,1,6.0,2.0,9,0.0,06-08507,41,2,4,501.0
2.0,6,1.0,2.0,9,0.0,06-07502,37,0,N,501.0
1.0,1,1.0,1.0,9,0.0,06-08507,66,0,2,501.0
2.0,1,1.0,1.0,5,0.0,06-08507,58,0,2,501.0
1.0,1,1.0,1.0,9,0.0,06-07502,78,0,2,501.0
1.0,1,1.0,1.0,9,0.0,06-08507,49,1,3,501.0
2.0,1,6.0,1.0,0,0.0,06-08507,61,0,2,434.0
2.0,1,1.0,2.0,9,0.0,06-07502,36,0,2,501.0
1.0,6,1.0,2.0,9,0.0,06-07502,37,0,N,501.0
1.0,1,1.0,1.0,9,0.0,06-08507,60,0,2,501.0
