,AGEP_x,DEAR_x,DENSITY_x,DEYE_x,DPHY_x,DREM_x,DVET_x,EDU,HISP,HOUSING_TYPE_x,INDP_CAT,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_x,PINCP_DECILE_x,POVPIP_x,PUMA,RAC1P,SEX,AGEP_y,DEAR_y,DENSITY_y,DEYE_y,DPHY_y,DREM_y,DVET_y,HOUSING_TYPE_y,NOC_y,NPF_y,PINCP_y,PINCP_DECILE_y,POVPIP_y,percent_match
0,35,2,7,2,2,2,N,6,0,1,10,6,0,N,2,5000.0,7,407,25-01300,1,1,31,2,5,2,2,2,N,1,1,2,45000.0,5,343,46.15384615384615
1,54,2,7,1,2,2,N,10,0,1,9,4,0,4,1,8500.0,N,68,25-02800,1,1,47,2,7,2,2,2,N,1,0,N,200000.0,9,501,53.84615384615385
2,34,2,6,2,2,2,N,5,0,1,16,3,0,2,1,67500.0,6,23,25-00703,1,2,73,2,6,2,2,2,N,1,0,N,49250.0,6,406,69.23076923076923
3,63,2,6,2,2,2,N,11,0,1,12,1,2,2,1,26500.0,5,239,25-01000,1,2,40,2,6,2,2,2,N,1,2,4,250050.0,9,501,61.53846153846154
4,59,2,5,2,2,2,N,5,0,1,4,3,0,N,1,600.0,9,501,25-01300,1,2,52,2,5,2,2,1,N,1,1,3,36400.0,5,198,46.15384615384615
5,17,2,6,2,2,2,N,5,0,1,4,4,1,3,2,27000.0,3,374,25-00703,1,1,78,2,6,2,2,2,N,1,0,2,86000.0,8,501,53.84615384615385
6,25,2,6,2,2,2,N,5,0,1,14,1,0,N,1,42000.0,6,501,25-01300,1,1,64,2,5,2,2,2,N,1,0,2,52100.0,6,328,61.53846153846154
7,52,2,6,2,1,2,N,5,0,1,4,1,0,6,1,69010.0,6,322,25-02800,1,2,58,2,7,2,2,2,N,1,0,3,70000.0,7,501,46.15384615384615
8,42,2,6,2,2,2,N,9,0,1,4,1,1,5,2,102000.0,5,306,25-00503,1,1,43,2,7,2,2,2,N,1,0,2,110000.0,8,501,46.15384615384615
9,49,2,7,2,2,1,N,8,0,1,8,1,0,N,1,10800.0,8,302,25-01000,1,1,43,2,6,2,2,2,N,1,2,4,65000.0,7,447,38.46153846153847
10,38,2,6,2,2,2,N,5,0,1,N,6,0,3,2,20000.0,3,362,25-01300,1,1,18,2,5,2,2,2,N,1,0,3,1200.0,1,501,61.53846153846154
11,84,2,7,2,2,2,N,8,0,1,12,3,0,4,1,4600.0,0,204,25-00703,1,2,74,2,6,2,2,2,N,1,0,2,24000.0,4,403,53.84615384615385
12,21,2,6,2,2,2,N,7,0,1,N,1,2,2,2,66600.0,0,398,25-00503,1,2,45,2,7,2,2,2,N,1,2,4,0.0,0,501,61.53846153846154
13,70,2,6,2,2,2,N,9,0,1,9,3,0,N,1,4700.0,7,3,25-02800,1,2,70,2,7,2,2,2,N,1,0,5,42900.0,5,501,61.53846153846154
14,20,2,5,2,2,2,N,8,0,1,6,4,N,4,1,60300.0,5,53,25-01000,1,2,56,2,6,2,2,2,N,1,0,N,54400.0,6,409,46.15384615384615
15,64,2,7,2,2,2,N,5,0,1,14,1,2,2,2,8800.0,2,501,25-02800,1,1,68,2,7,2,2,2,N,1,0,2,32200.0,4,478,61.53846153846154
16,43,2,6,2,2,2,N,5,0,1,N,3,1,2,2,185000.0,4,257,25-01300,1,1,86,1,5,2,2,2,N,1,0,N,10300.0,2,85,38.46153846153847
17,62,2,7,2,2,2,N,12,0,1,11,1,4,4,1,87000.0,7,49,25-00703,1,1,49,2,6,2,2,2,N,1,2,4,107600.0,8,501,53.84615384615385
18,59,2,6,2,2,2,2,7,0,1,N,2,2,2,1,3000.0,4,501,25-01000,1,2,74,1,6,2,1,2,N,1,0,2,9160.0,2,52,38.46153846153847
19,38,2,7,2,2,2,N,5,0,1,16,1,0,3,2,10000.0,4,247,25-00503,1,2,24,2,7,2,2,2,N,1,0,2,19000.0,3,501,61.53846153846154
20,54,2,5,2,2,2,N,9,0,1,4,2,0,5,1,8000.0,6,408,25-01000,1,1,27,2,6,2,2,2,N,1,0,5,68000.0,7,501,61.53846153846154
21,48,2,7,2,2,2,N,8,0,1,12,6,1,2,1,42000.0,4,269,25-01000,1,2,25,2,6,2,2,2,N,1,0,6,65000.0,7,501,46.15384615384615
22,36,2,7,2,2,2,N,10,0,1,0,1,0,4,1,18000.0,5,501,25-01000,1,1,41,2,6,2,2,2,N,1,2,4,142500.0,9,501,61.53846153846154
23,24,2,7,2,2,2,N,10,0,1,9,6,0,N,2,5100.0,2,314,25-02800,1,1,31,2,7,2,2,2,N,1,0,N,98800.0,8,501,69.23076923076923
24,39,2,6,2,2,2,N,9,0,1,7,1,2,3,2,12000.0,8,501,25-00503,1,1,29,2,7,2,2,2,N,1,2,4,98000.0,8,501,69.23076923076923
25,36,2,7,2,2,2,N,10,0,1,10,6,0,3,2,42900.0,2,501,25-02800,1,1,39,2,7,2,2,2,N,1,0,N,-4600.0,0,0,61.53846153846154
26,52,2,6,2,2,2,N,10,0,1,9,6,1,6,1,16200.0,0,501,25-00503,1,1,62,2,7,2,2,2,N,1,0,N,98500.0,8,501,53.84615384615385
27,64,2,6,2,2,2,N,10,0,1,9,6,0,2,1,25500.0,1,238,25-01000,1,1,45,2,6,2,2,2,N,1,0,N,84000.0,7,501,61.53846153846154
28,70,2,6,2,2,2,N,9,0,1,14,6,0,N,1,60000.0,4,158,25-01300,1,2,56,2,5,2,2,2,N,1,0,2,73000.0,7,429,53.84615384615385
29,61,2,7,1,2,2,N,11,0,1,9,6,0,2,1,0.0,4,356,25-00703,1,2,53,2,6,2,2,2,N,1,0,N,145000.0,9,501,46.15384615384615
30,30,2,7,2,2,2,N,5,0,1,N,6,1,2,2,85000.0,4,501,25-02800,1,2,60,2,7,2,2,2,N,1,0,N,8520.0,2,64,53.84615384615385
31,58,2,7,2,2,2,N,4,0,1,7,1,0,N,1,20000.0,1,42,25-00703,1,1,21,2,6,2,2,2,N,1,0,5,16000.0,3,174,53.84615384615385
32,56,2,7,2,2,2,N,11,0,1,16,6,0,2,1,81000.0,3,501,25-00703,1,1,55,2,6,2,2,2,N,1,0,N,120000.0,8,501,61.53846153846154
33,80,2,5,2,2,2,N,9,0,1,16,6,0,2,1,81000.0,1,480,25-01300,1,2,61,2,5,2,2,2,N,1,0,N,124000.0,9,501,61.53846153846154
34,76,2,7,2,2,2,N,9,0,1,N,2,0,4,2,N,4,501,25-02800,1,1,83,1,7,2,2,2,3,1,0,N,66570.0,7,501,53.84615384615385
35,59,2,6,2,2,2,N,4,0,1,4,6,0,6,1,54000.0,6,455,25-00503,1,2,23,2,7,2,2,2,N,1,0,3,70000.0,7,501,53.84615384615385
36,62,2,7,2,2,2,N,7,0,1,15,6,0,N,1,26200.0,1,138,25-02800,1,1,62,2,7,2,2,2,N,1,0,3,22000.0,3,371,69.23076923076923
37,46,2,7,2,2,2,N,5,0,1,9,4,2,2,1,720.0,5,501,25-02800,1,2,63,2,7,2,2,2,N,1,0,N,80000.0,7,501,61.53846153846154
38,20,2,7,2,2,2,N,9,0,1,12,6,0,3,1,50000.0,4,501,25-00503,1,2,26,2,7,2,2,2,N,1,0,2,35000.0,5,501,69.23076923076923
39,44,2,7,2,2,1,N,5,0,1,N,2,0,5,1,10800.0,0,N,25-02800,1,2,62,2,7,2,2,2,N,1,2,6,0.0,0,501,53.84615384615385
40,60,2,6,2,2,2,N,8,0,1,12,4,2,3,1,4300.0,2,501,25-01000,1,2,62,2,6,2,2,2,N,1,0,N,30000.0,4,227,53.84615384615385
41,61,2,6,2,2,2,N,6,0,1,N,1,2,3,2,249000.0,1,501,25-00703,1,1,65,2,6,2,2,2,N,1,0,3,18500.0,3,213,61.53846153846154
42,54,2,7,2,2,2,N,5,0,1,7,1,0,N,2,8500.0,1,501,25-02800,1,1,54,2,7,2,1,1,N,1,0,3,90000.0,8,501,61.53846153846154
43,69,2,6,2,2,2,N,5,0,1,9,1,0,4,1,25600.0,4,281,25-00503,1,1,64,2,7,2,2,2,N,1,0,6,60000.0,6,365,53.84615384615385
44,54,2,6,2,2,2,N,9,0,1,11,6,1,3,2,97000.0,6,136,25-00703,2,2,33,2,6,2,2,2,N,1,1,2,40000.0,5,227,61.53846153846154
45,0,2,6,2,2,2,N,8,0,1,7,1,1,4,1,9700.0,4,18,25-01300,1,1,62,2,5,2,2,2,N,1,0,3,120000.0,8,501,46.15384615384615
46,72,2,6,2,2,2,N,5,0,1,13,6,0,N,1,40000.0,1,501,25-00503,1,2,21,2,7,2,2,2,N,1,0,5,20000.0,3,501,61.53846153846154
47,84,2,7,2,2,2,N,9,0,1,12,6,0,3,2,31000.0,7,501,25-00503,1,1,29,2,7,2,2,2,N,1,0,2,128000.0,9,501,69.23076923076923
48,46,2,6,2,2,1,N,8,0,1,12,6,1,2,2,78300.0,N,501,25-00703,1,2,59,2,6,2,2,2,N,1,0,N,56000.0,6,422,46.15384615384615
49,52,2,7,2,2,2,N,5,0,1,12,4,2,2,1,79500.0,3,389,25-02800,1,2,66,2,7,2,2,2,N,1,0,N,88800.0,8,501,53.84615384615385
50,71,2,7,2,2,2,N,9,0,1,4,6,0,2,1,9500.0,0,501,25-01300,1,1,46,2,5,2,2,2,N,1,0,N,145000.0,9,501,61.53846153846154
51,65,2,6,2,2,2,N,5,0,1,14,1,1,3,2,48000.0,4,468,25-00703,1,1,37,2,6,2,2,2,N,1,0,2,45000.0,5,501,53.84615384615385
52,40,2,7,2,2,2,N,9,0,1,9,6,0,2,2,85000.0,7,501,25-00703,1,1,35,2,6,2,2,2,N,1,0,N,66000.0,7,501,69.23076923076923
53,43,2,6,2,2,1,N,7,0,1,2,1,0,6,1,31000.0,5,246,25-00503,1,1,57,2,7,2,2,2,N,1,0,6,85000.0,8,501,53.84615384615385
54,24,2,6,2,2,2,N,5,0,1,6,1,0,2,2,0.0,2,501,25-00503,6,1,45,2,7,2,2,2,N,1,2,4,24000.0,4,186,46.15384615384615
55,84,2,6,2,2,2,N,7,0,1,15,1,0,3,2,35000.0,3,501,25-00703,1,2,56,2,6,2,2,2,N,1,0,3,18700.0,3,213,76.92307692307693
56,35,2,6,2,2,1,N,11,0,1,9,1,1,3,1,30000.0,9,501,25-00703,1,2,47,2,6,2,2,2,N,1,3,5,130000.0,9,501,61.53846153846154
57,50,2,7,2,2,2,N,7,0,1,3,6,2,6,1,34800.0,7,427,25-00503,1,1,22,2,7,2,2,2,N,1,0,3,10000.0,2,501,53.84615384615385
58,64,2,7,2,2,2,N,5,0,1,N,2,0,4,1,72000.0,6,366,25-01000,1,2,65,2,6,2,1,2,N,1,0,3,22000.0,3,409,46.15384615384615
