,feature,divergence
13,PINCP,0.5552129515705361
1,AGEP,0.4606847818447839
15,POVPIP,0.17810173339366883
12,EDU,0.06088835534213679
14,PINCP_DECILE,0.03329369797859685
11,INDP_CAT,0.030151527340802804
0,PUMA,0.01997243992765485
7,NPF,0.014344841730713351
6,NOC,0.012521051527949769
5,RAC1P,0.011110541606113215
3,MSP,0.00962441314553994
10,DENSITY,0.007845531486157995
16,DVET,0.0055060039411052595
4,HISP,0.003398847997185943
20,DEAR,0.001773495081591095
9,OWN_RENT,0.0013207347829446991
2,SEX,0.00124408936842757
18,DPHY,0.0009855858075643736
19,DEYE,0.0009060531057885866
17,DREM,0.0007243428060592222
8,HOUSING_TYPE,0.0003398825165327529
