,INDP,count_target,count_deidentified
3,1070,3,0.0
26,1090,3,14.0
42,1170,3,14.0
5,1180,6,14.0
18,1270,4,14.0
9,1280,11,0.0
36,1370,3,28.0
44,1480,1,14.0
43,1670,1,0.0
13,1691,2,0.0
40,1790,1,0.0
29,1870,5,0.0
38,1880,1,0.0
28,1990,6,0.0
7,2090,2,0.0
25,2190,6,0.0
41,2280,2,27.0
20,2290,4,41.0
12,2370,7,0.0
22,2380,3,27.0
19,2390,2,28.0
37,2490,2,14.0
21,2570,1,26.0
15,2590,1,0.0
10,2670,5,14.0
1,2770,3,0.0
4,2870,3,0.0
6,2880,3,0.0
39,2890,2,0.0
16,2980,3,27.0
34,3095,1,0.0
35,3180,2,28.0
0,3291,6,0.0
17,3370,3,14.0
33,3380,4,0.0
31,3470,2,14.0
23,3490,3,13.0
2,3570,40,41.0
14,3580,3,41.0
24,3875,4,28.0
30,3895,4,0.0
8,3960,6,0.0
27,3970,1,27.0
32,3980,6,0.0
11,3990,9,13.0
