,feature,divergence
22,PWGTP,3.8711713439310182
23,WGTP,2.0891089108910887
14,PINCP,1.7429680584951805
1,AGEP,0.8331096935459162
10,DENSITY,0.36735146423969706
0,PUMA,0.2602449633699632
11,INDP,0.23683868359830001
15,PINCP_DECILE,0.13153425663117474
13,EDU,0.11064994572378731
16,POVPIP,0.06466586998313395
12,INDP_CAT,0.05386172583936654
7,NPF,0.04329259915454421
3,MSP,0.03666350662231741
6,NOC,0.02606903779338065
9,OWN_RENT,0.01680225041806996
5,RAC1P,0.013222911855325741
4,HISP,0.0062086988542985454
2,SEX,0.005109246802328382
17,DVET,0.004977939998705826
19,DPHY,0.003987506273538284
8,HOUSING_TYPE,0.0032339164329318396
20,DEYE,0.0016605313051765679
18,DREM,0.0016394638714563176
21,DEAR,0.0016201655026727296
