,SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,HISP,PUMA,INDP_CAT
0,2,1,1,1,2,7,0,48-02507,6
1,2,6,1,2,3,4,0,48-02102,4
2,2,3,1,1,3,6,0,48-02510,N
3,2,6,1,2,N,7,0,48-02102,N
4,2,1,1,2,7,11,0,48-02101,7
5,2,1,1,1,6,1,0,48-02101,14
6,2,1,2,2,4,6,1,48-02516,N
7,1,1,1,2,5,7,1,48-02510,12
8,1,1,1,1,9,3,0,48-02515,3
9,1,1,6,1,6,9,0,48-02516,N
10,2,1,1,1,5,6,0,48-02102,17
11,2,6,1,2,3,6,0,48-02101,10
12,2,4,2,1,8,7,0,48-02510,9
13,2,6,1,2,9,7,0,48-02515,12
14,1,1,1,1,5,7,0,48-02102,3
15,2,6,9,1,7,8,0,48-02516,6
16,2,1,1,1,6,5,0,48-02101,N
17,2,4,9,1,N,5,0,48-02510,3
18,1,1,1,1,7,9,4,48-02102,15
19,2,1,1,1,0,5,0,48-02516,10
20,2,3,1,1,2,9,0,48-02515,7
21,1,5,2,1,6,4,0,48-02102,N
22,1,6,1,1,7,10,0,48-02515,N
23,2,1,1,1,3,9,0,48-02101,N
24,2,1,1,1,3,5,0,48-02102,16
25,1,1,1,1,4,8,0,48-02515,14
26,2,1,1,1,4,10,0,48-02507,14
27,1,3,1,1,7,4,0,48-02516,7
28,2,1,1,1,7,5,0,48-02516,11
29,2,4,1,1,5,7,0,48-02507,N
30,2,2,1,2,2,9,0,48-02515,6
31,1,6,2,1,8,10,0,48-02101,N
32,2,1,1,1,2,9,0,48-02507,11
33,1,1,1,2,3,7,0,48-02102,6
34,1,3,2,2,4,7,0,48-02102,N
35,1,1,1,1,8,7,0,48-02510,6
36,1,4,1,2,0,8,0,48-02102,N
37,1,6,1,1,6,5,0,48-02515,14
38,2,1,1,2,8,5,4,48-02101,9
39,2,4,1,1,9,7,1,48-02507,N
40,2,4,1,1,7,4,0,48-02101,N
41,1,1,1,1,0,1,0,48-02102,N
42,2,1,1,1,4,9,0,48-02510,N
43,2,1,2,2,4,7,1,48-02516,N
44,1,1,1,1,4,5,0,48-02101,11
45,2,4,1,1,4,6,0,48-02101,11
46,2,4,1,1,7,6,0,48-02515,14
47,1,1,1,1,8,7,1,48-02102,11
48,1,1,8,1,9,9,0,48-02516,12
49,1,3,1,2,4,7,0,48-02101,N
50,1,1,1,1,8,1,0,48-02516,N
51,1,1,1,1,3,11,0,48-02515,14
52,2,1,1,1,4,5,0,48-02101,6
53,2,6,1,1,9,3,4,48-02515,N
54,2,6,1,1,2,6,0,48-02507,11
55,1,4,1,1,5,7,0,48-02101,11
56,1,3,1,1,9,7,0,48-02102,12
57,2,6,1,2,7,9,0,48-02510,6
58,2,1,1,1,2,8,0,48-02101,6
59,1,4,1,1,3,7,0,48-02515,4
60,1,6,1,1,7,9,1,48-02507,14
61,2,3,1,1,0,7,0,48-02102,N
62,1,2,1,1,4,9,1,48-02516,N
63,2,2,1,1,6,10,0,48-02101,11
64,2,6,1,1,5,7,1,48-02516,14
65,1,1,1,1,5,5,0,48-02102,N
66,1,1,1,1,7,7,1,48-02101,4
67,2,4,1,1,2,7,0,48-02101,15
68,2,6,1,1,8,4,0,48-02102,N
69,2,1,2,2,0,7,0,48-02516,N
70,1,1,1,1,1,9,4,48-02515,3
71,1,6,1,1,2,7,1,48-02102,7
72,2,3,1,1,2,3,0,48-02515,10
73,2,1,1,2,8,7,0,48-02102,N
