,feature,divergence
10,INDP,127.66424830884701
9,DENSITY,17.490310922070115
21,PWGTP,12.189871304059546
13,PINCP,6.56261413900054
0,AGEP,4.404451725880297
22,WGTP,3.7053130313031293
11,INDP_CAT,3.236463911477471
15,POVPIP,2.9488086509777043
14,PINCP_DECILE,2.8992138392361895
12,EDU,2.4814258730081855
16,DVET,2.029812129689056
6,NPF,1.872667805689396
2,MSP,0.9786975235029871
5,NOC,0.2606639838182952
4,RAC1P,0.15115716679531432
1,SEX,0.10652250440784783
18,DPHY,0.07193222864139412
17,DREM,0.057971575927077745
8,OWN_RENT,0.03652232842427104
3,HISP,0.02412533736895745
20,DEAR,0.010925368555807606
7,HOUSING_TYPE,0.009613543154970476
19,DEYE,0.009309400413542664
