,AGEP_x,DEYE_x,DVET_x,EDU,HOUSING_TYPE_x,MSP,OWN_RENT,PINCP_DECILE_x,RAC1P,SEX,AGEP_y,DEYE_y,DVET_y,HOUSING_TYPE_y,PINCP_DECILE_y,percent_match
0,27,2,N,10,1,6,2,0,2,2,30,2,2,1,3,40.0
1,37,2,N,11,1,6,1,0,6,1,30,2,N,1,0,80.0
2,17,2,N,7,1,2,2,9,2,2,38,2,N,1,6,60.0
3,65,2,N,4,1,1,2,2,9,2,31,2,N,1,5,60.0
4,47,2,N,6,1,6,1,2,2,2,23,1,N,1,2,60.0
5,44,2,N,3,1,1,1,1,6,2,37,2,N,1,8,60.0
6,31,2,N,10,1,1,1,2,9,2,35,2,N,1,1,60.0
7,24,2,N,12,1,6,1,0,1,1,51,2,N,1,8,60.0
8,15,2,N,7,1,6,2,0,6,1,33,2,N,1,6,60.0
9,42,2,N,5,1,5,1,0,2,1,60,1,N,1,4,40.0
10,40,2,N,6,1,5,1,7,1,1,53,2,N,1,1,60.0
11,10,2,N,2,1,N,2,9,8,1,3,2,N,1,N,60.0
12,34,2,N,7,1,2,1,9,6,2,53,2,N,1,7,60.0
13,74,2,N,5,1,5,1,4,1,1,62,2,N,1,6,60.0
14,58,2,2,5,2,4,1,8,3,2,69,1,N,1,3,0.0
15,11,2,N,8,1,2,1,0,2,2,83,2,N,1,2,60.0
16,34,2,N,6,1,2,1,1,1,2,82,2,N,1,6,60.0
17,57,2,N,4,1,3,2,1,2,2,35,2,N,1,7,60.0
18,36,2,N,6,1,6,1,1,8,1,42,2,N,1,1,80.0
19,9,2,N,3,1,6,2,0,9,1,15,2,N,1,1,60.0
20,21,2,N,3,2,1,1,4,6,1,70,2,N,1,3,40.0
21,44,2,N,7,1,4,2,0,8,2,40,2,N,1,4,60.0
22,63,2,N,4,1,3,1,0,2,2,77,2,N,1,2,60.0
23,41,2,N,3,2,1,1,0,9,1,58,2,N,1,4,40.0
24,6,2,N,3,1,2,1,5,9,1,33,2,N,1,7,60.0
25,57,2,N,12,1,4,1,0,2,1,51,2,N,1,2,60.0
26,50,2,N,3,1,4,2,1,1,2,66,2,N,1,3,60.0
27,52,2,N,7,1,1,1,0,7,2,50,2,N,1,4,60.0
28,44,2,N,5,1,3,1,1,8,2,86,1,N,1,4,40.0
29,41,2,N,3,1,4,1,1,8,1,65,2,N,1,3,60.0
30,28,2,N,5,1,4,2,0,9,1,30,2,N,1,5,60.0
31,40,2,N,4,1,3,2,1,2,1,63,1,N,1,2,40.0
32,68,2,N,7,1,4,2,2,9,2,30,2,N,1,2,80.0
33,25,2,N,7,1,3,0,0,2,1,72,2,N,2,3,40.0
34,65,1,5,5,1,2,2,2,2,2,39,2,N,1,7,20.0
35,66,2,N,10,1,2,2,2,2,1,52,2,5,1,9,40.0
36,36,2,N,4,1,1,2,1,2,1,31,2,N,1,4,60.0
