,AGEP_x,DEAR_x,DENSITY_x,DEYE_x,DPHY_x,DREM_x,DVET_x,EDU,HISP,HOUSING_TYPE_x,INDP_CAT,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_x,PINCP_DECILE_x,POVPIP_x,PUMA,RAC1P,SEX,AGEP_y,DEAR_y,DENSITY_y,DEYE_y,DPHY_y,DREM_y,DVET_y,HOUSING_TYPE_y,NOC_y,NPF_y,PINCP_y,PINCP_DECILE_y,POVPIP_y,percent_match
0,28,2,7,2,2,2,N,7,4,1,6,6,0,N,2,37000.0,5,283,25-02800,1,1,28,2,7,2,2,2,N,1,0,N,37000.0,5,283,100.0
1,16,2,5,2,2,2,N,4,0,1,14,6,3,7,1,6300.0,1,443,25-01300,2,2,16,2,5,2,2,2,N,1,3,7,6300.0,1,443,100.0
2,50,2,6,2,2,2,N,9,0,1,16,1,0,4,1,32530.0,4,501,25-00703,2,1,50,2,6,2,2,2,N,1,0,4,32530.0,4,501,100.0
3,46,2,6,2,2,2,N,7,0,1,10,6,0,N,2,30000.0,4,226,25-01000,1,1,46,2,6,2,2,2,N,1,0,N,30000.0,4,226,100.0
4,44,2,5,2,2,2,N,9,0,3,11,2,N,N,0,25000.0,4,190,25-01300,6,1,44,2,5,2,2,2,N,3,N,N,25000.0,4,190,100.0
5,43,2,5,2,2,2,N,5,0,1,16,5,0,6,1,50000.0,6,376,25-01300,1,1,43,2,5,2,2,2,N,1,0,6,50000.0,6,376,100.0
6,57,2,7,2,1,1,N,4,2,1,N,6,0,2,2,19200.0,3,157,25-00503,1,2,57,2,7,2,1,1,N,1,0,2,19200.0,3,157,100.0
7,78,2,7,2,2,2,N,9,0,1,6,4,0,N,1,58200.0,6,477,25-00503,1,1,78,2,7,2,2,2,N,1,0,N,58200.0,6,477,100.0
8,16,2,7,2,2,2,N,4,4,1,N,6,2,4,2,0.0,0,93,25-00503,9,1,16,2,7,2,2,2,N,1,2,4,0.0,0,93,100.0
9,18,2,5,2,2,1,N,7,2,3,14,6,N,N,0,14100.0,3,N,25-01300,1,2,18,2,5,2,2,1,N,3,N,N,14100.0,3,N,100.0
10,40,2,7,2,2,2,N,1,0,1,6,4,1,2,1,18000.0,3,102,25-02800,6,2,40,2,7,2,2,2,N,1,1,2,18000.0,3,102,100.0
11,39,2,6,2,2,2,N,9,0,1,2,1,2,4,1,80400.0,7,501,25-01000,9,2,39,2,6,2,2,2,N,1,2,4,80400.0,7,501,100.0
12,45,2,6,2,2,2,N,6,2,1,6,1,0,2,2,42000.0,5,412,25-00703,8,1,45,2,6,2,2,2,N,1,0,2,42000.0,5,412,100.0
13,49,2,5,2,2,2,N,5,0,1,10,4,1,3,1,61500.0,6,464,25-01300,1,2,49,2,5,2,2,2,N,1,1,3,61500.0,6,464,100.0
14,75,2,7,2,2,2,N,6,0,1,N,1,0,2,2,1400.0,1,233,25-02800,1,1,75,2,7,2,2,2,N,1,0,2,1400.0,1,233,100.0
15,20,2,7,2,2,2,N,9,0,1,N,6,0,3,1,0.0,0,61,25-02800,6,2,20,2,7,2,2,2,N,1,0,3,0.0,0,61,100.0
16,43,2,5,2,2,2,N,4,0,2,N,6,N,N,0,0.0,0,N,25-01300,2,1,43,2,5,2,2,2,N,2,N,N,0.0,0,N,100.0
17,3,2,6,2,N,N,N,1,0,1,N,N,4,6,1,N,N,297,25-01000,6,1,3,2,6,2,N,N,N,1,4,6,N,N,297,100.0
18,23,2,7,2,2,2,N,9,0,1,9,6,0,N,2,6000.0,1,45,25-00503,6,2,23,2,7,2,2,2,N,1,0,N,6000.0,1,45,100.0
19,55,2,7,2,2,2,N,9,0,1,3,2,0,N,1,16000.0,3,121,25-00503,1,2,55,2,7,2,2,2,N,1,0,N,16000.0,3,121,100.0
20,94,1,6,2,2,2,N,6,0,1,N,3,0,5,1,10700.0,2,501,25-00703,1,2,94,1,6,2,2,2,N,1,0,5,10700.0,2,501,100.0
21,60,2,5,2,2,2,N,7,0,1,10,4,0,N,1,55000.0,6,419,25-01300,1,2,60,2,5,2,2,2,N,1,0,N,55000.0,6,419,100.0
22,47,2,5,2,2,2,N,4,4,2,3,6,N,N,0,12700.0,2,N,25-01300,8,1,47,2,5,2,2,2,N,2,N,N,12700.0,2,N,100.0
23,75,2,6,2,2,2,N,3,0,1,N,1,0,2,1,17000.0,3,213,25-00703,1,2,75,2,6,2,2,2,N,1,0,2,17000.0,3,213,100.0
24,14,2,6,2,2,2,N,3,0,1,N,N,2,4,1,N,N,276,25-01000,8,1,14,2,6,2,2,2,N,1,2,4,N,N,276,100.0
25,20,2,6,2,2,2,N,7,0,1,6,6,0,2,2,8000.0,2,390,25-00703,9,2,20,2,6,2,2,2,N,1,0,2,8000.0,2,390,100.0
26,40,2,6,2,2,2,N,7,0,1,17,1,1,3,2,32000.0,4,244,25-01000,1,1,40,2,6,2,2,2,N,1,1,3,32000.0,4,244,100.0
27,49,2,7,2,2,2,N,10,0,1,16,1,1,4,1,135000.0,9,501,25-02800,1,2,49,2,7,2,2,2,N,1,1,4,135000.0,9,501,100.0
28,57,2,7,2,2,2,N,9,0,1,14,1,0,2,1,50000.0,6,501,25-02800,2,1,57,2,7,2,2,2,N,1,0,2,50000.0,6,501,100.0
29,72,2,6,2,2,1,N,10,0,1,N,3,0,N,2,27600.0,4,227,25-00703,1,1,72,2,6,2,2,1,N,1,0,N,27600.0,4,227,100.0
30,54,2,6,1,1,1,N,6,0,1,N,4,0,2,2,0.0,0,60,25-00703,1,2,54,2,6,1,1,1,N,1,0,2,0.0,0,60,100.0
31,45,2,6,2,2,2,N,9,0,1,12,1,2,7,1,100000.0,8,501,25-00703,6,1,45,2,6,2,2,2,N,1,2,7,100000.0,8,501,100.0
32,26,2,6,2,2,2,N,6,0,1,15,6,0,N,2,2120.0,1,16,25-00703,1,1,26,2,6,2,2,2,N,1,0,N,2120.0,1,16,100.0
33,47,2,6,2,2,2,N,9,0,1,10,4,3,4,1,80000.0,7,501,25-01000,1,2,47,2,6,2,2,2,N,1,3,4,80000.0,7,501,100.0
34,54,2,6,2,1,2,N,7,0,1,13,6,0,N,1,55000.0,6,415,25-01000,1,2,54,2,6,2,1,2,N,1,0,N,55000.0,6,415,100.0
35,30,2,5,2,2,2,N,7,0,1,9,6,0,3,1,42000.0,5,501,25-01300,1,2,30,2,5,2,2,2,N,1,0,3,42000.0,5,501,100.0
36,17,2,7,2,2,2,N,4,0,1,6,6,1,2,2,11000.0,2,166,25-02800,1,2,17,2,7,2,2,2,N,1,1,2,11000.0,2,166,100.0
37,53,2,6,2,2,2,N,4,0,1,4,1,0,5,1,24000.0,4,394,25-01000,1,2,53,2,6,2,2,2,N,1,0,5,24000.0,4,394,100.0
38,39,2,5,2,2,2,N,9,0,1,10,1,4,7,1,190000.0,9,501,25-01300,2,2,39,2,5,2,2,2,N,1,4,7,190000.0,9,501,100.0
39,55,2,6,2,2,2,N,5,0,1,4,4,0,N,1,123400.0,9,501,25-01000,1,2,55,2,6,2,2,2,N,1,0,N,123400.0,9,501,100.0
40,15,2,5,2,2,2,N,4,0,1,N,6,1,2,2,0.0,0,501,25-01300,9,2,15,2,5,2,2,2,N,1,1,2,0.0,0,501,100.0
41,57,2,7,2,2,2,N,8,0,1,10,6,0,N,2,35000.0,5,267,25-02800,1,1,57,2,7,2,2,2,N,1,0,N,35000.0,5,267,100.0
42,53,2,7,2,2,2,N,10,0,1,9,4,1,2,2,727000.0,9,501,25-00503,1,1,53,2,7,2,2,2,N,1,1,2,727000.0,9,501,100.0
43,41,2,5,2,2,2,N,7,0,1,N,1,2,4,2,0.0,0,273,25-01300,6,2,41,2,5,2,2,2,N,1,2,4,0.0,0,273,100.0
44,50,2,7,2,2,1,N,7,2,1,12,6,0,4,2,5490.0,1,158,25-00503,1,2,50,2,7,2,2,1,N,1,0,4,5490.0,1,158,100.0
45,77,2,6,2,1,1,N,6,0,2,N,6,N,N,0,9400.0,2,N,25-01000,1,2,77,2,6,2,1,1,N,2,N,N,9400.0,2,N,100.0
46,52,2,5,2,2,2,N,8,0,1,2,1,0,2,1,130000.0,9,501,25-01300,1,2,52,2,5,2,2,2,N,1,0,2,130000.0,9,501,100.0
47,45,2,5,2,2,2,N,10,0,1,5,1,2,4,1,62000.0,6,441,25-01300,6,2,45,2,5,2,2,2,N,1,2,4,62000.0,6,441,100.0
48,84,2,6,2,2,2,N,3,0,1,N,3,0,N,2,3400.0,1,28,25-01000,6,2,84,2,6,2,2,2,N,1,0,N,3400.0,1,28,100.0
49,52,2,7,2,2,2,N,5,0,1,12,4,0,N,2,45800.0,5,349,25-00503,1,2,52,2,7,2,2,2,N,1,0,N,45800.0,5,349,100.0
50,67,2,7,2,2,2,N,9,0,1,N,2,2,6,1,0.0,0,501,25-02800,1,1,67,2,7,2,2,2,N,1,2,6,0.0,0,501,100.0
51,31,2,7,2,2,2,N,9,0,1,14,1,0,2,1,34000.0,4,387,25-02800,6,2,31,2,7,2,2,2,N,1,0,2,34000.0,4,387,100.0
52,48,2,6,2,2,2,N,8,0,1,6,2,0,4,1,8000.0,2,279,25-01000,1,2,48,2,6,2,2,2,N,1,0,4,8000.0,2,279,100.0
53,52,2,7,2,2,2,N,9,0,1,14,6,0,N,2,42000.0,5,317,25-02800,1,2,52,2,7,2,2,2,N,1,0,N,42000.0,5,317,100.0
