,feature,divergence
11,INDP_CAT,13.752304036285556
1,AGEP,6.835285053929122
5,RAC1P,6.195899853143209
15,POVPIP,6.193282007009271
12,EDU,5.822536696356724
13,PINCP,4.290204473610499
6,NOC,4.012464382114188
16,DVET,4.0018234978097365
3,MSP,3.740647459727385
7,NPF,3.224309290308974
4,HISP,2.9778273982136643
10,DENSITY,2.3658106139004507
14,PINCP_DECILE,2.137825577992391
17,DREM,1.7752985369009284
18,DPHY,1.5577239206723388
8,HOUSING_TYPE,1.4880277049639974
9,OWN_RENT,1.1934950812766378
20,DEAR,0.899106313704583
19,DEYE,0.7955018327436066
2,SEX,0.08086316749595723
0,PUMA,0.05258945805493698
