,AGEP_x,DEAR_x,DENSITY_x,DEYE_x,DPHY_x,DREM_x,DVET_x,EDU,HISP,HOUSING_TYPE_x,INDP_CAT,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_x,PINCP_DECILE_x,POVPIP_x,PUMA,RAC1P,SEX,AGEP_y,DEAR_y,DENSITY_y,DEYE_y,DPHY_y,DREM_y,DVET_y,HOUSING_TYPE_y,NOC_y,NPF_y,PINCP_y,PINCP_DECILE_y,POVPIP_y,percent_match
0,73,2,10,2,2,2,N,4,0,1,6,1,0,2,1,11580.0,4,501,51-01301,1,2,56,2,10,2,2,2,N,1,0,2,4800.0,1,501,76.92307692307693
1,36,2,13,2,2,2,N,7,0,1,9,1,0,2,1,0.0,0,19,36-03710,2,2,61,2,13,2,2,2,N,1,0,2,0.0,0,497,84.61538461538461
2,34,2,10,2,2,2,2,10,0,1,8,1,0,2,1,33700.0,9,501,51-01301,1,2,39,2,10,2,2,2,N,1,2,4,123000.0,9,501,61.53846153846154
3,26,2,7,2,2,2,N,8,0,1,15,1,0,4,2,127400.0,7,258,30-00600,1,2,59,2,0,2,1,1,N,1,0,2,14500.0,3,291,38.46153846153847
4,47,2,7,2,2,2,N,8,0,1,N,4,4,6,1,591000.0,5,425,40-00200,1,1,71,1,0,2,1,2,5,1,0,N,15600.0,4,128,23.076923076923077
5,94,1,7,2,1,2,N,4,0,1,N,1,5,6,2,86900.0,4,94,40-00200,3,2,24,2,0,2,2,2,N,1,0,2,0.0,0,190,30.76923076923077
6,29,2,10,2,2,2,N,7,0,1,N,6,0,5,2,139800.0,5,314,32-00405,2,1,56,2,9,1,1,1,N,1,0,N,9100.0,2,68,30.76923076923077
7,32,2,7,2,2,2,N,4,0,1,0,1,2,4,1,138900.0,6,272,30-00600,1,1,47,2,0,2,2,2,N,1,2,6,41000.0,6,151,61.53846153846154
8,28,2,7,2,2,2,N,9,0,1,9,6,0,N,2,296000.0,8,80,38-00100,1,2,23,2,0,2,2,2,N,1,0,N,15400.0,3,117,61.53846153846154
9,58,2,7,2,2,2,N,5,0,1,4,6,0,2,1,42820.0,5,46,40-00200,1,1,60,2,0,2,2,2,N,1,0,5,39400.0,6,184,53.84615384615385
10,30,2,7,2,2,2,N,10,0,1,14,6,0,N,1,35500.0,3,448,38-00100,1,2,48,2,0,2,2,2,N,1,0,N,80000.0,8,501,61.53846153846154
11,49,2,7,2,2,2,N,5,1,1,3,1,0,2,2,31050.0,1,461,38-00100,1,1,37,2,0,2,2,2,N,1,2,5,140000.0,9,501,46.15384615384615
12,16,1,13,2,2,2,N,9,0,1,N,4,0,2,2,80000.0,9,501,06-07502,1,1,71,2,12,2,2,2,N,1,0,N,9210.0,2,76,46.15384615384615
13,66,2,11,2,2,2,N,10,0,1,N,4,4,6,2,520.0,2,353,17-03529,2,2,65,2,11,1,1,2,N,1,0,N,15100.0,3,123,38.46153846153847
14,62,2,7,2,2,2,N,5,0,1,16,6,0,N,2,14600.0,3,501,13-04600,2,1,58,2,7,2,2,2,N,1,0,3,55370.0,7,501,69.23076923076923
15,31,2,10,2,2,2,N,3,0,1,N,6,0,N,2,0.0,0,464,32-00405,1,1,15,2,9,2,2,2,N,1,2,3,0.0,0,490,61.53846153846154
16,72,2,7,2,1,2,N,8,0,1,N,4,0,2,1,22940.0,2,337,30-00600,3,2,80,2,0,2,1,2,N,1,0,N,33000.0,5,273,53.84615384615385
17,34,2,7,2,2,2,3,4,0,1,11,1,0,2,1,0.0,0,341,38-00100,1,2,52,2,0,2,2,2,N,1,0,2,96000.0,9,501,53.84615384615385
18,55,2,7,2,2,2,N,10,0,1,4,1,2,3,1,37400.0,8,409,30-00600,1,1,63,2,0,2,2,2,N,1,0,2,90000.0,9,501,46.15384615384615
19,92,2,7,1,2,2,N,9,0,1,9,6,0,N,1,713000.0,9,501,29-01901,1,2,29,2,8,2,2,2,N,1,0,N,65000.0,8,496,53.84615384615385
20,63,2,7,2,2,2,N,5,0,1,3,1,0,2,1,50400.0,5,41,28-01100,2,1,45,2,7,2,2,2,N,1,2,6,37400.0,7,194,53.84615384615385
21,73,2,7,2,2,2,N,8,0,1,N,6,0,N,1,9460.0,6,42,38-00100,1,1,31,2,0,2,2,2,N,1,0,N,25000.0,4,190,61.53846153846154
22,89,2,7,2,1,2,N,4,0,1,N,3,N,N,2,12000.0,2,46,08-00803,1,2,93,2,7,1,1,2,N,1,0,N,0.0,0,0,53.84615384615385
23,70,2,7,2,2,2,N,6,0,1,N,1,0,2,2,66980.0,4,180,40-00200,3,1,36,2,0,2,2,2,N,1,0,3,0.0,0,182,53.84615384615385
24,41,2,7,2,2,2,N,5,0,1,10,1,0,2,2,154500.0,1,374,13-04600,2,2,48,2,7,2,2,2,N,1,0,5,390.0,1,63,69.23076923076923
25,68,2,7,2,2,2,N,7,4,1,N,3,N,N,1,15920.0,9,501,24-01004,1,2,79,2,8,2,2,2,N,1,0,4,48910.0,5,501,53.84615384615385
26,22,2,13,2,2,2,N,7,0,1,10,6,0,N,1,552000.0,2,427,36-04010,2,1,29,2,13,2,2,1,N,1,0,4,500.0,1,241,53.84615384615385
27,50,2,13,2,2,2,N,9,0,1,6,1,0,2,1,35000.0,8,501,06-07502,6,2,37,2,12,2,2,2,N,1,2,4,30000.0,5,501,53.84615384615385
28,83,2,7,2,1,2,N,9,0,1,N,4,0,6,1,554000.0,5,291,13-04600,2,1,70,2,7,2,2,2,N,1,0,N,62400.0,7,501,53.84615384615385
29,44,1,7,2,2,2,N,5,0,1,10,3,N,N,1,18000.0,6,304,13-04600,2,1,57,2,7,2,2,2,N,1,0,N,32000.0,5,244,53.84615384615385
30,52,2,10,2,2,2,N,9,0,1,10,1,0,2,2,60700.0,8,501,51-01301,9,1,31,2,10,2,2,2,N,1,0,2,115000.0,8,501,84.61538461538461
31,23,2,10,2,2,2,N,8,0,1,12,6,0,3,1,13010.0,2,128,17-03529,2,2,47,2,11,2,2,2,N,1,0,N,42220.0,6,318,53.84615384615385
32,73,2,10,2,2,2,N,5,1,1,6,1,0,2,2,571280.0,4,61,32-00405,1,2,45,2,9,2,2,2,N,1,1,4,1400.0,1,250,46.15384615384615
33,35,2,7,2,2,2,N,4,0,1,15,1,0,N,2,0.0,0,412,28-01100,2,2,35,2,7,2,2,2,N,1,1,4,10000.0,3,207,61.53846153846154
34,24,2,7,2,2,2,N,6,0,3,14,6,2,4,0,0.0,0,N,30-00600,1,1,26,2,0,2,2,2,N,2,N,N,5100.0,1,N,46.15384615384615
35,43,2,7,2,2,2,N,11,0,1,10,4,0,N,1,200150.0,9,501,06-08507,1,2,56,2,7,2,2,2,N,1,0,N,100000.0,8,501,76.92307692307693
36,16,2,7,2,2,2,N,11,0,1,16,6,2,N,1,60000.0,9,501,19-01700,1,2,55,2,7,2,2,2,N,1,0,N,56000.0,7,423,61.53846153846154
37,24,2,7,2,2,2,N,4,0,1,14,6,2,4,1,29700.0,5,331,06-08507,6,2,17,2,7,2,2,2,N,1,3,5,7000.0,2,501,53.84615384615385
38,20,2,7,2,2,2,N,12,0,1,11,6,0,N,2,79000.0,9,501,26-02702,1,2,63,2,8,2,2,2,N,1,0,N,423200.0,9,501,76.92307692307693
39,29,2,11,2,2,2,N,10,0,1,16,6,0,2,1,84200.0,7,501,17-03529,2,1,33,2,11,2,2,2,N,1,0,N,60000.0,7,454,69.23076923076923
40,38,1,10,2,2,2,N,4,0,1,14,1,0,2,1,0.0,0,282,32-00405,1,1,42,2,9,2,2,2,N,1,0,2,45000.0,6,501,53.84615384615385
41,20,2,10,2,2,2,N,9,0,1,11,6,0,N,1,35000.0,8,501,17-03531,2,2,43,2,10,2,2,2,N,1,0,3,64400.0,7,501,69.23076923076923
42,29,2,7,1,2,2,N,7,0,1,13,1,0,2,1,122800.0,9,501,19-01700,1,2,44,2,7,2,2,2,N,1,0,3,32800.0,5,427,53.84615384615385
43,20,2,7,2,2,2,N,9,0,1,11,6,0,N,2,49200.0,1,80,30-00600,1,2,25,2,0,2,2,2,N,1,0,N,40000.0,6,304,61.53846153846154
44,72,2,10,2,2,2,N,9,0,1,4,6,N,N,2,159700.0,9,501,51-51255,1,1,30,2,10,2,2,2,N,1,0,N,60000.0,7,456,61.53846153846154
45,10,2,7,2,2,2,N,N,0,1,N,N,3,5,1,N,N,125,40-00200,9,2,1,2,0,2,N,N,N,1,0,5,N,N,219,53.84615384615385
46,39,2,10,2,2,2,N,10,0,1,5,1,0,N,1,431100.0,7,501,51-51255,1,2,61,2,10,2,2,2,N,1,0,2,38000.0,5,501,69.23076923076923
47,11,2,7,2,2,1,N,3,0,1,N,N,2,5,1,9000.0,N,260,38-00100,6,1,7,2,0,2,2,2,N,1,3,5,N,N,501,53.84615384615385
48,26,2,7,2,2,N,N,7,0,1,6,1,0,5,1,197200.0,2,41,40-00200,1,2,71,2,0,2,2,2,N,1,0,3,5300.0,2,263,53.84615384615385
49,57,2,7,2,2,2,1,9,0,1,11,1,3,6,2,0.0,0,0,28-01100,2,2,30,2,7,2,2,2,N,1,1,3,50000.0,8,345,46.15384615384615
50,56,2,7,2,2,2,N,8,0,1,10,4,1,2,1,20000.0,3,175,30-00600,1,2,57,2,0,2,2,2,N,1,0,N,20300.0,4,155,46.15384615384615
51,22,2,10,2,2,2,N,7,0,1,N,6,2,4,2,31400.0,7,501,51-01301,1,1,75,2,10,2,2,2,N,1,0,N,41320.0,5,339,53.84615384615385
52,44,2,7,2,2,2,N,7,0,1,15,3,0,N,2,113600.0,9,501,24-01004,1,2,62,2,8,2,2,2,N,1,0,2,27300.0,4,210,53.84615384615385
53,1,2,7,2,N,N,N,2,0,1,N,N,0,4,2,N,N,145,26-02702,1,2,5,2,8,2,2,2,N,1,3,5,N,N,186,46.15384615384615
54,56,2,7,2,2,2,N,5,0,1,6,4,0,2,1,143500.0,4,339,38-00100,1,2,44,2,0,2,1,2,N,1,1,2,0.0,0,0,46.15384615384615
55,22,2,7,2,2,2,N,9,0,1,4,6,N,N,2,84200.0,7,206,28-01100,2,1,34,2,7,2,2,2,N,1,0,N,32000.0,6,241,61.53846153846154
56,59,2,10,2,2,2,N,9,0,1,14,2,2,4,2,0.0,0,0,32-00405,2,2,25,2,9,2,2,2,N,1,0,N,18000.0,3,136,46.15384615384615
57,60,2,7,2,2,2,N,11,0,1,10,6,0,3,1,7390.0,9,501,30-00600,1,2,27,2,0,2,2,2,N,1,0,3,11200.0,2,501,69.23076923076923
58,20,2,7,2,2,2,N,9,0,1,14,6,1,3,2,257200.0,1,352,13-04600,2,1,34,2,7,2,2,2,N,1,0,3,10000.0,2,322,61.53846153846154
59,62,2,13,2,2,2,N,4,0,1,16,4,0,N,2,30000.0,1,468,36-03710,2,2,78,2,13,2,2,2,N,1,0,N,23100.0,4,191,69.23076923076923
60,30,2,13,2,2,2,N,6,0,1,N,6,0,N,2,11000.0,2,135,36-04010,2,1,20,2,13,2,2,2,N,1,0,2,0.0,0,391,61.53846153846154
61,25,2,10,2,2,2,N,7,0,1,9,6,3,5,1,0.0,0,0,32-00405,1,1,26,2,9,2,2,2,N,1,0,2,16000.0,3,448,46.15384615384615
62,56,2,7,2,2,2,N,7,0,1,11,4,0,2,1,606800.0,1,4,19-01700,1,2,51,2,7,2,2,2,N,1,1,2,38000.0,6,217,61.53846153846154
63,57,2,13,2,2,2,N,9,0,1,3,1,1,3,1,63400.0,9,501,06-07502,1,1,65,2,12,2,2,2,N,1,0,2,75500.0,7,501,53.84615384615385
64,15,2,7,2,2,2,N,5,0,1,N,6,0,N,2,460.0,5,144,38-00100,1,2,56,1,0,2,2,1,N,1,0,N,0.0,0,0,46.15384615384615
65,58,2,7,2,2,2,N,10,0,1,11,1,0,2,1,216500.0,6,421,26-02702,6,1,33,2,8,2,2,2,N,1,0,2,55000.0,7,374,61.53846153846154
66,10,2,11,2,1,2,N,2,0,1,N,N,0,N,1,N,N,88,17-03529,6,1,5,2,11,2,2,2,N,1,0,5,N,N,501,69.23076923076923
67,29,2,7,2,2,2,N,12,0,1,16,6,0,2,1,45500.0,7,501,24-01004,1,2,68,2,8,2,2,2,N,1,0,2,169000.0,9,501,69.23076923076923
