,Target samples,Deid. samples
0,587,0
1,579,3
2,242,5
3,95,3
4,1122,52
5,0,0
6,0,0
7,118,9
8,0,0
9,123,12
10,0,0
11,0,0
12,0,0
13,0,0
14,0,0
15,0,0
16,0,0
17,5,1
18,0,0
19,0,0
20,40,10
21,1354,369
22,0,0
23,0,0
24,0,0
25,0,0
26,0,0
27,16,6
28,73,29
29,0,0
30,0,0
31,11,5
32,0,0
33,0,0
34,0,0
35,0,0
36,0,0
37,0,0
38,0,0
39,0,0
40,0,0
41,0,0
42,0,0
43,21,16
44,0,0
45,12205,9829
46,0,0
47,0,0
48,0,0
49,0,0
50,9,9
51,136,141
52,33,36
53,0,0
54,0,0
55,0,0
56,10189,12817
57,0,0
58,0,0
59,0,0
60,6,9
61,0,0
62,0,0
63,37,62
64,0,0
65,0,0
66,0,0
67,6,12
68,0,0
69,0,0
70,0,0
71,0,0
72,0,0
73,3,8
74,0,0
75,0,0
76,14,45
77,0,0
78,13,47
79,0,0
80,0,0
81,0,0
82,0,0
83,0,0
84,0,0
85,0,0
86,54,340
87,0,0
88,42,317
89,0,0
90,15,130
91,0,0
92,0,0
93,0,0
94,101,1680
95,0,0
96,0,0
97,3,99
98,0,0
99,1,1152
