"SEX","MSP","RAC1P","OWN_RENT","PINCP_DECILE","HISP","PUMA","AGEP","NOC","NPF","POVPIP"
1,"1",1,2,"5",0,"25-00703",43,"1","3","501"
1,"1",1,1,"4",0,"25-00703",45,"2","4","268"
2,"N",1,1,"N",0,"25-01000",12,"2","4","501"
1,"1",1,1,"9",0,"25-00503",36,"3","5","501"
1,"4",1,1,"7",0,"25-01000",72,"0","N","501"
2,"1",1,1,"0",0,"25-00503",60,"0","2","501"
2,"N",6,2,"N",0,"25-00503",12,"2","4","456"
1,"4",6,2,"9",0,"25-01300",59,"0","N","358"
1,"6",1,1,"4",0,"25-01300",21,"1","3","501"
2,"N",1,1,"N",0,"25-01300",0,"3","5","501"
1,"1",6,1,"9",0,"25-01300",43,"2","4","501"
1,"6",1,2,"3",0,"25-00703",66,"0","N","120"
1,"2",1,2,"2",0,"25-02800",72,"0","N","98"
1,"4",1,1,"9",0,"25-01000",50,"2","3","501"
1,"1",1,1,"9",0,"25-00703",59,"1","3","501"
1,"1",1,1,"9",0,"25-02800",65,"0","2","501"
2,"6",1,1,"8",0,"25-01300",47,"0","5","501"
1,"3",1,0,"2",0,"25-01000",67,"N","N","N"
2,"1",1,2,"8",0,"25-01000",80,"0","2","501"
1,"6",1,1,"6",0,"25-00503",33,"0","3","501"
1,"N",1,2,"N",0,"25-01300",0,"2","4","125"
2,"3",1,1,"0",0,"25-00703",85,"0","4","501"
1,"N",1,1,"N",0,"25-00503",6,"4","6","501"
2,"1",1,1,"9",0,"25-02800",52,"1","3","501"
1,"6",1,2,"4",0,"25-01000",19,"0","2","215"
2,"1",1,1,"6",0,"25-01300",28,"2","4","501"
2,"1",1,1,"6",0,"25-01000",44,"0","2","441"
1,"4",1,0,"0",0,"25-02800",78,"N","N","N"
2,"4",1,1,"5",0,"25-02800",36,"1","2","182"
2,"3",1,1,"6",0,"25-02800",78,"0","N","423"
2,"5",1,2,"5",0,"25-02800",65,"0","N","269"
1,"1",1,2,"7",0,"25-00503",54,"0","5","501"
2,"1",1,1,"8",0,"25-01000",31,"0","2","501"
1,"N",1,1,"N",0,"25-00703",12,"3","4","314"
2,"1",1,2,"7",0,"25-02800",30,"0","6","495"
1,"3",1,2,"8",0,"25-00503",89,"0","N","501"
2,"1",1,1,"6",0,"25-00703",35,"1","3","501"
1,"N",1,1,"N",0,"25-00503",11,"3","5","501"
2,"6",6,1,"1",0,"25-00503",70,"0","N","4"
2,"1",1,1,"5",0,"25-01000",36,"3","5","288"
1,"6",1,1,"3",0,"25-02800",35,"0","3","501"
2,"N",6,1,"N",0,"25-00503",9,"3","5","501"
1,"N",1,1,"N",0,"25-02800",12,"3","5","501"
2,"1",1,1,"3",0,"25-00503",74,"0","2","307"
