,Target samples,Deid. samples
0,2979,1
1,134,2
2,118,3
3,111,3
4,106,4
5,398,20
6,0,0
7,248,18
8,0,0
9,49,5
10,9,1
11,0,0
12,234,31
13,0,0
14,0,0
15,0,0
16,265,52
17,0,0
18,0,0
19,0,0
20,0,0
21,0,0
22,0,0
23,0,0
24,16,5
25,0,0
26,0,0
27,0,0
28,45,18
29,0,0
30,0,0
31,24,11
32,0,0
33,6,3
34,0,0
35,0,0
36,38,21
37,0,0
38,0,0
39,0,0
40,0,0
41,0,0
42,0,0
43,4,3
44,0,0
45,435,351
46,0,0
47,0,0
48,11,10
49,277,261
50,2,2
51,0,0
52,41,44
53,0,0
54,0,0
55,0,0
56,0,0
57,8,11
58,0,0
59,0,0
60,0,0
61,105,167
62,0,0
63,43,73
64,10,18
65,0,0
66,0,0
67,0,0
68,0,0
69,402,903
70,0,0
71,584,1409
72,0,0
73,12,32
74,0,0
75,209,625
76,0,0
77,0,0
78,0,0
79,0,0
80,0,0
81,0,0
82,626,2843
83,0,0
84,0,0
85,5,29
86,0,0
87,0,0
88,0,0
89,79,632
90,1,9
91,0,0
92,0,0
93,0,0
94,0,0
95,0,0
96,0,0
97,0,0
98,0,0
99,0,14
