,AGEP_x,DEYE_x,DVET_x,EDU,HOUSING_TYPE_x,MSP,OWN_RENT,PINCP_DECILE_x,RAC1P,SEX,AGEP_y,DEYE_y,DVET_y,HOUSING_TYPE_y,PINCP_DECILE_y,percent_match
0,62,2,N,5,1,1,2,7,8,1,62,2,N,1,7,100.0
1,30,2,N,4,1,2,2,2,1,1,30,2,N,1,2,100.0
2,84,2,N,1,1,3,1,2,6,2,84,2,N,1,2,100.0
3,52,2,N,8,1,1,2,4,6,2,52,2,N,1,4,100.0
4,47,2,N,7,1,3,2,1,3,1,47,2,N,1,1,100.0
5,1,2,N,N,1,N,1,N,8,2,1,2,N,1,N,100.0
6,61,1,N,7,2,4,0,1,1,1,61,1,N,2,1,100.0
7,71,2,N,9,1,3,1,8,9,2,71,2,N,1,8,100.0
8,54,2,N,10,1,1,1,6,8,1,54,2,N,1,6,100.0
9,60,2,N,8,1,1,1,5,2,1,60,2,N,1,5,100.0
10,79,2,N,5,1,4,1,2,2,1,79,2,N,1,2,100.0
11,64,2,N,12,1,1,1,1,9,1,64,2,N,1,1,100.0
12,63,2,N,3,1,6,2,4,6,2,63,2,N,1,4,100.0
13,35,2,N,3,1,1,2,4,8,2,35,2,N,1,4,100.0
14,77,2,N,1,1,6,1,3,6,2,77,2,N,1,3,100.0
15,35,2,N,9,1,2,1,3,2,2,35,2,N,1,3,100.0
16,37,2,N,5,1,4,1,5,6,2,37,2,N,1,5,100.0
17,15,2,N,3,1,6,2,0,1,2,15,2,N,1,0,100.0
18,83,2,N,3,1,3,1,3,1,1,83,2,N,1,3,100.0
19,5,2,N,2,1,N,2,N,2,1,5,2,N,1,N,100.0
20,46,2,N,10,1,2,1,5,1,1,46,2,N,1,5,100.0
21,66,2,N,9,2,6,0,0,6,1,66,2,N,2,0,100.0
22,79,2,N,12,1,6,2,1,8,2,79,2,N,1,1,100.0
23,20,2,N,7,3,6,0,1,7,2,20,2,N,3,1,100.0
24,1,2,N,N,1,N,2,N,9,2,1,2,N,1,N,100.0
25,19,2,N,7,3,2,0,0,6,2,19,2,N,3,0,100.0
26,67,1,N,3,1,3,2,1,1,1,67,1,N,1,1,100.0
27,1,2,N,N,1,N,2,N,8,1,1,2,N,1,N,100.0
28,82,2,N,10,2,2,0,1,1,2,82,2,N,2,1,100.0
29,39,2,N,11,1,1,1,8,9,1,39,2,N,1,8,100.0
30,38,2,N,10,1,1,1,8,8,2,38,2,N,1,8,100.0
31,59,2,N,11,1,5,2,7,1,2,59,2,N,1,7,100.0
32,54,2,N,5,1,1,2,5,9,2,54,2,N,1,5,100.0
33,29,2,N,7,1,6,1,1,2,1,29,2,N,1,1,100.0
34,84,2,N,5,2,3,0,0,2,2,84,2,N,2,0,100.0
35,59,2,N,10,1,4,2,6,6,2,59,2,N,1,6,100.0
36,39,2,N,11,1,2,1,7,1,1,39,2,N,1,7,100.0
37,20,2,N,7,1,1,2,2,9,2,20,2,N,1,2,100.0
38,75,2,N,3,1,3,2,3,3,2,75,2,N,1,3,100.0
39,40,2,N,1,1,1,1,7,8,1,40,2,N,1,7,100.0
40,91,2,N,1,1,4,2,7,6,1,91,2,N,1,7,100.0
41,55,2,N,6,1,1,1,0,6,2,55,2,N,1,0,100.0
42,6,2,N,2,1,N,2,N,2,2,6,2,N,1,N,100.0
43,19,2,N,5,1,6,2,3,2,1,19,2,N,1,3,100.0
44,27,2,N,7,1,6,2,6,8,1,27,2,N,1,6,100.0
45,24,2,N,8,1,6,1,4,8,1,24,2,N,1,4,100.0
46,31,2,N,12,1,6,2,7,1,1,31,2,N,1,7,100.0
47,65,2,N,2,1,1,2,2,6,2,65,2,N,1,2,100.0
48,54,2,N,9,1,5,2,8,1,2,54,2,N,1,8,100.0
49,54,2,N,8,1,4,1,6,2,2,54,2,N,1,6,100.0
50,70,2,N,4,1,4,2,4,2,2,70,2,N,1,4,100.0
51,62,2,N,9,1,4,2,8,8,2,62,2,N,1,8,100.0
52,51,2,N,11,1,1,2,9,6,1,51,2,N,1,9,100.0
53,55,2,N,1,1,2,1,2,6,1,55,2,N,1,2,100.0
54,64,2,N,4,1,3,2,0,2,2,64,2,N,1,0,100.0
55,23,2,N,9,1,6,2,7,9,1,23,2,N,1,7,100.0
56,73,2,N,10,1,5,2,6,1,1,73,2,N,1,6,100.0
57,46,2,N,5,1,4,2,1,6,2,46,2,N,1,1,100.0
58,61,2,N,7,1,3,1,2,9,2,61,2,N,1,2,100.0
59,94,2,2,4,1,3,2,4,1,1,94,2,2,1,4,100.0
60,15,2,N,3,1,6,2,0,6,1,15,2,N,1,0,100.0
61,74,2,N,4,1,1,2,1,6,1,74,2,N,1,1,100.0
62,26,2,N,9,1,6,2,7,6,1,26,2,N,1,7,100.0
63,29,2,N,10,1,6,2,5,8,1,29,2,N,1,5,100.0
64,25,2,N,8,1,6,2,6,2,1,25,2,N,1,6,100.0
65,67,2,N,9,2,6,0,1,2,2,67,2,N,2,1,100.0
66,87,2,N,4,1,3,1,3,1,1,87,2,N,1,3,100.0
67,69,2,N,12,1,2,1,9,1,1,69,2,N,1,9,100.0
68,41,2,N,3,1,2,2,4,1,2,41,2,N,1,4,100.0
69,94,1,2,11,1,3,1,6,1,1,94,1,2,1,6,100.0
70,50,2,N,11,1,4,1,6,9,1,50,2,N,1,6,100.0
71,30,2,N,7,1,6,2,6,6,1,30,2,N,1,6,100.0
72,54,2,N,12,1,6,2,6,9,2,54,2,N,1,6,100.0
73,66,2,N,7,1,6,2,3,9,1,66,2,N,1,3,100.0
74,65,2,N,3,1,6,2,6,1,1,65,2,N,1,6,100.0
75,65,2,N,5,1,5,2,5,1,1,65,2,N,1,5,100.0
76,45,2,N,12,1,6,1,9,6,2,45,2,N,1,9,100.0
77,79,2,N,7,1,5,1,7,1,1,79,2,N,1,7,100.0
78,34,2,N,3,1,1,2,7,1,1,34,2,N,1,7,100.0
79,27,2,N,6,2,2,0,2,2,1,27,2,N,2,2,100.0
80,94,2,N,8,1,3,2,8,1,1,94,2,N,1,8,100.0
81,41,2,N,12,1,6,2,9,6,1,41,2,N,1,9,100.0
82,73,2,N,12,1,4,1,9,2,2,73,2,N,1,9,100.0
83,29,2,N,8,1,1,2,4,2,2,29,2,N,1,4,100.0
84,41,2,N,7,1,1,2,0,6,2,41,2,N,1,0,100.0
85,84,2,N,3,3,6,0,0,1,2,84,2,N,3,0,100.0
86,26,2,N,10,3,6,0,5,6,2,26,2,N,3,5,100.0
