SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,HISP,PUMA,AGEP,NOC,NPF,POVPIP,target
1,3,1,2,1,0,51-51255,40,N,3,82,19325
1,6,3,1,0,0,26-02702,0,6,N,254,1
2,6,8,2,4,0,36-03710,12,0,N,473,10661
1,1,1,2,7,1,19-01700,6,4,4,0,16937
1,4,8,1,2,0,30-00600,48,0,9,132,10343
1,6,6,2,0,0,19-01700,0,N,N,184,4584
2,6,2,2,4,0,36-04010,15,2,N,0,13460
1,1,1,1,9,0,38-00100,58,0,5,249,11396
2,1,1,2,0,0,40-00200,43,0,3,297,21025
2,1,1,1,0,0,38-00100,19,0,7,500,21187
1,6,6,2,3,2,19-01700,19,0,N,0,3740
1,6,2,2,0,0,38-00100,22,0,3,339,20367
2,1,1,1,8,0,32-00405,66,0,12,501,11041
1,3,3,0,2,0,19-01700,52,0,9,82,4118
2,1,1,1,8,0,40-00200,51,0,2,336,17694
2,6,6,0,4,0,26-02702,55,0,N,0,10889
1,6,1,1,2,0,51-01301,35,1,3,306,14874
1,6,2,1,9,0,29-01901,47,0,2,141,12588
2,6,1,1,2,0,38-00100,61,0,2,268,18640
2,1,2,1,2,4,40-00200,56,0,3,265,19643
2,6,1,2,7,2,38-00100,56,2,4,97,22064
1,1,6,1,0,0,51-01301,10,2,3,113,16305
1,6,1,0,9,0,19-01700,16,0,N,62,6328
1,1,6,1,7,0,51-01301,61,0,2,477,26790
2,1,1,1,0,1,24-01004,17,2,9,262,13242
2,6,5,1,0,1,26-02702,26,1,3,489,6867
1,1,5,2,6,0,51-01301,61,0,3,64,23051
2,6,2,2,1,0,40-00200,30,2,2,467,20378
2,2,6,1,4,0,40-00200,44,0,3,430,17797
2,2,2,2,2,0,30-00600,38,0,N,166,13942
2,3,6,2,2,0,06-08507,69,2,2,0,17264
2,1,1,1,2,0,40-00200,8,2,3,125,15977
1,6,5,0,0,0,40-00200,10,N,N,129,21305
1,6,3,1,8,4,51-51255,19,0,9,219,16342
2,1,1,1,2,0,30-00600,78,0,12,N,13694
2,6,2,2,0,0,30-00600,9,1,3,492,9996
1,6,6,1,0,0,24-01004,0,2,4,440,14103
2,6,1,0,9,0,36-03710,13,0,3,63,8077
2,6,1,2,5,0,51-01301,42,0,N,459,20053
1,1,1,1,5,4,30-00600,39,3,6,480,15184
2,6,1,1,2,0,36-04010,19,0,N,174,14077
2,6,6,0,9,0,17-03531,33,0,N,5,673
1,1,1,1,7,0,51-51255,44,2,3,451,8752
2,4,1,1,7,0,36-03710,6,3,2,23,10383
1,6,1,2,5,0,51-01301,18,2,6,103,21852
2,1,1,1,5,0,28-01100,26,0,2,369,18869
2,4,3,2,6,4,40-00200,49,0,N,468,17361
2,6,2,2,0,0,38-00100,37,3,9,267,10502
2,6,1,1,2,0,32-00405,33,2,4,174,13562
1,3,2,2,1,2,36-03710,9,0,N,358,20278
2,6,6,2,0,0,26-02702,0,2,4,432,1347
1,4,2,2,9,1,17-03529,66,N,N,75,14637
2,3,3,1,0,0,51-01301,22,2,4,469,19754
2,6,2,1,3,0,30-00600,21,0,N,311,13293
1,6,9,2,2,0,36-03710,19,0,9,8,11458
2,4,9,2,6,0,38-00100,66,0,9,444,17835
2,1,1,1,5,0,32-00405,36,0,3,374,12224
1,6,2,1,4,0,17-03531,12,2,4,198,2103
1,1,1,1,0,0,06-08507,55,0,2,51,9301
1,1,6,2,4,0,51-51255,15,0,9,175,19084
2,1,8,1,6,0,40-00200,47,0,2,55,16591
1,2,1,1,4,0,51-51255,49,1,3,201,20773
2,1,1,1,7,0,36-03710,43,0,3,67,11266
2,6,1,1,5,0,17-03529,18,1,3,498,1346
2,6,2,2,2,0,51-51255,24,0,12,396,17651
1,1,1,2,6,1,32-00405,44,0,N,457,14281
2,1,2,1,2,0,40-00200,6,0,2,359,20414
1,1,1,1,2,0,40-00200,57,0,12,74,16960
2,3,2,1,4,0,30-00600,56,0,N,159,11373
1,1,6,2,7,4,32-00405,41,0,2,466,12500
2,2,2,2,2,1,40-00200,7,0,N,100,19739
1,1,1,1,6,0,29-01901,64,0,2,258,14009
1,5,2,1,6,0,29-01901,59,0,2,326,2019
2,4,2,2,1,1,40-00200,51,0,2,25,8545
1,2,6,2,1,2,13-04600,49,0,2,488,5032
2,6,1,2,1,0,30-00600,48,0,2,70,10861
1,3,7,2,5,0,17-03529,37,0,N,105,5951
1,1,1,1,6,4,24-01004,36,0,2,457,4588
1,1,1,1,6,0,38-00100,58,0,9,66,13090
2,1,8,2,5,0,06-08507,62,0,2,48,20056
1,2,2,2,5,0,40-00200,34,0,3,283,16409
1,6,1,2,2,1,32-00405,45,0,N,348,16004
2,1,2,2,1,1,36-03710,19,0,2,497,13266
1,6,1,1,9,1,51-51255,15,0,5,52,20436
1,2,1,1,7,0,38-00100,27,2,3,451,22765
1,4,5,2,8,4,24-01004,17,0,N,449,15660
1,3,6,1,8,0,38-00100,32,0,4,487,22844
1,1,1,1,1,0,51-01301,50,0,3,344,11005
1,6,1,2,0,4,30-00600,19,0,4,161,13702
1,3,1,1,2,2,17-03529,55,0,4,235,10487
1,6,2,2,5,0,08-00803,12,1,3,253,7580
2,1,2,2,2,1,40-00200,8,2,4,0,21745
2,1,2,1,0,0,40-00200,13,0,3,0,17860
2,1,6,1,2,0,38-00100,38,3,4,267,14627
2,1,1,1,9,0,51-01301,54,1,3,446,23040
1,6,2,1,8,0,08-00803,62,0,3,452,937
2,1,1,2,8,0,19-01700,40,0,2,481,24142
1,1,1,1,7,0,38-00100,57,0,2,426,18585
1,1,1,1,7,1,24-01004,52,2,3,493,1586
1,6,2,2,1,0,08-00803,4,0,4,181,12387
2,6,8,2,0,4,36-04010,29,N,N,51,8924
2,1,1,2,0,0,19-01700,65,0,12,375,7109
2,6,5,2,5,0,26-02702,30,1,N,214,4409
2,5,2,2,0,0,51-51255,59,0,N,316,15074
1,1,1,1,0,1,38-00100,25,2,7,320,24295
1,1,1,1,8,0,24-01004,33,1,3,479,20171
2,1,2,1,3,0,36-04010,72,0,2,346,21994
2,1,1,1,0,0,17-03531,60,0,N,0,9356
2,6,9,1,5,0,51-51255,70,0,N,118,18580
2,3,2,1,0,0,30-00600,57,0,2,481,11064
1,5,1,2,0,0,40-00200,71,0,N,279,6151
1,1,2,2,6,4,36-04010,56,0,12,281,8694
2,4,2,2,0,4,30-00600,38,0,2,240,13683
1,2,1,2,7,0,17-03529,20,0,N,432,2171
1,1,2,1,5,2,13-04600,60,0,2,422,3004
1,1,1,1,0,1,51-01301,43,2,3,290,19299
2,3,2,0,6,0,26-02702,38,7,9,60,2977
2,3,2,2,0,0,32-00405,17,1,N,127,17686
1,1,1,1,9,0,30-00600,93,0,12,210,12438
2,1,3,1,0,0,38-00100,64,0,2,299,17428
1,4,2,2,0,0,38-00100,36,1,N,474,9020
2,1,1,1,9,0,24-01004,58,0,2,473,13328
1,6,2,2,5,0,38-00100,23,0,N,322,18046
1,5,2,1,5,0,32-00405,56,0,2,336,10284
1,4,1,1,8,0,51-51255,19,0,12,473,14801
2,N,2,2,2,3,06-08507,27,0,6,149,7406
