,AGEP_x,DEYE_x,DVET_x,EDU,HOUSING_TYPE_x,MSP,OWN_RENT,PINCP_DECILE_x,RAC1P,SEX,AGEP_y,DEYE_y,DVET_y,HOUSING_TYPE_y,PINCP_DECILE_y,percent_match
0,70,2,N,5,1,4,2,4,2,2,65,2,N,1,2,60.0
1,6,2,N,2,1,N,2,N,9,2,6,2,N,1,N,100.0
2,18,2,N,5,1,6,1,1,8,2,18,2,N,1,2,80.0
3,76,2,N,3,1,6,2,2,6,1,15,2,N,1,0,60.0
4,4,2,N,2,1,N,2,N,2,1,5,2,N,1,N,80.0
5,1,2,N,N,1,N,1,N,8,2,1,2,N,1,N,100.0
6,84,2,N,5,2,3,0,0,2,2,84,2,N,2,0,100.0
7,1,2,N,N,1,N,2,N,9,1,0,2,N,1,N,80.0
8,38,2,N,11,1,1,1,8,9,1,39,2,N,1,8,80.0
9,82,2,N,3,3,6,0,0,1,2,84,2,N,3,0,80.0
10,91,2,N,1,1,3,1,4,1,1,90,2,N,1,2,60.0
11,71,2,N,8,1,1,2,6,2,2,29,2,N,1,4,60.0
12,68,2,N,6,1,5,1,2,1,2,44,2,N,1,4,60.0
13,37,2,6,1,1,4,1,5,6,2,40,2,N,1,3,40.0
14,20,2,N,5,1,6,2,2,9,2,40,2,N,1,4,60.0
15,32,2,N,7,1,1,2,0,6,2,41,2,N,1,0,80.0
16,17,2,N,3,1,1,2,0,1,1,34,2,N,1,7,60.0
17,89,2,N,3,1,1,1,2,6,2,76,2,N,1,4,60.0
18,26,2,N,1,1,6,1,0,2,1,26,2,N,1,0,100.0
19,21,2,N,8,3,6,0,2,8,1,31,2,N,3,1,60.0
20,27,2,N,9,1,6,2,5,6,1,26,2,N,1,7,60.0
21,86,2,N,10,2,2,0,1,1,2,82,2,N,2,1,80.0
22,28,2,N,5,1,6,1,6,9,2,38,2,N,1,5,60.0
23,73,2,N,7,1,4,2,3,2,1,57,2,N,1,5,60.0
24,35,2,N,7,1,1,2,3,2,1,34,2,N,1,3,80.0
25,62,2,N,9,1,5,1,7,1,1,35,2,N,1,9,60.0
26,38,2,N,10,1,6,2,0,8,1,29,2,N,1,5,60.0
27,52,2,N,6,1,1,1,6,2,1,50,2,N,1,6,80.0
28,1,2,N,N,1,N,2,N,8,1,1,2,N,1,N,100.0
29,4,2,N,1,1,N,1,N,2,1,3,2,N,1,N,80.0
30,28,2,N,4,1,3,1,5,1,1,87,2,N,1,3,60.0
31,71,1,N,9,2,4,0,2,1,1,84,2,N,2,0,40.0
32,37,2,N,5,1,4,1,5,6,2,37,2,N,1,5,100.0
33,88,2,N,11,2,3,0,2,1,2,94,1,N,2,3,40.0
34,73,2,N,7,1,3,1,3,2,2,52,2,N,1,6,60.0
35,52,2,N,6,1,1,1,0,6,1,51,2,N,1,5,60.0
36,34,2,N,5,1,4,1,6,6,1,34,2,N,1,8,80.0
37,94,1,N,6,1,3,2,3,1,2,90,2,N,1,1,40.0
38,22,2,N,7,1,6,2,3,9,1,66,2,N,1,3,80.0
39,26,2,N,1,1,6,1,3,1,2,27,2,N,1,3,80.0
40,52,2,N,10,1,5,1,9,6,2,53,2,N,1,5,60.0
41,63,2,N,12,1,1,1,3,8,2,48,2,N,1,3,80.0
42,48,2,N,9,1,4,2,5,8,2,62,2,N,1,8,60.0
43,59,2,N,4,1,5,1,1,1,1,41,2,N,1,0,60.0
44,79,2,N,9,1,1,2,3,2,2,30,2,N,1,3,80.0
45,64,2,N,7,1,4,2,9,6,1,54,2,N,1,2,60.0
46,48,2,N,5,1,4,2,5,6,2,46,2,N,1,1,60.0
47,82,2,N,12,1,2,1,9,1,1,69,2,N,1,9,80.0
48,71,2,N,12,1,1,1,4,9,1,64,2,N,1,1,60.0
49,37,2,N,12,1,4,1,0,2,2,73,2,N,1,9,60.0
50,27,2,N,10,3,6,0,2,6,2,26,2,N,3,5,60.0
51,47,2,N,3,1,2,2,5,1,2,41,2,N,1,4,60.0
52,32,2,N,9,1,2,1,7,2,2,35,2,N,1,3,60.0
53,17,2,N,3,1,6,2,0,1,1,65,2,N,1,6,60.0
54,31,2,N,4,2,6,0,2,8,1,47,2,N,2,2,80.0
55,79,2,N,5,1,1,2,3,8,1,62,2,N,1,7,60.0
56,52,2,N,12,1,6,2,8,6,1,41,2,N,1,9,60.0
57,46,2,N,1,1,4,2,5,8,2,73,2,N,1,1,60.0
58,59,2,N,10,1,4,2,7,6,2,59,2,N,1,6,80.0
59,33,2,N,1,1,6,1,3,6,2,77,2,N,1,3,80.0
60,35,2,N,10,1,1,1,4,8,2,38,2,N,1,8,60.0
61,86,2,N,4,2,2,0,3,1,1,67,2,N,2,4,60.0
62,81,1,N,9,1,3,1,2,6,2,81,2,N,1,2,80.0
63,53,2,N,8,1,4,1,7,9,2,64,2,N,1,8,60.0
64,58,2,N,5,1,6,2,6,8,2,30,2,N,1,3,60.0
