,AGEP_x,HISP,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_DECILE_x,POVPIP_x,PUMA,RAC1P,SEX,AGEP_y,NOC_y,NPF_y,PINCP_DECILE_y,POVPIP_y,percent_match
0,28,4,6,0.0,3.0,1,3,73.0,01-01301,8,1,28,0,3,3,73,100.0
1,18,4,6,0.0,3.0,1,0,73.0,01-01301,8,2,18,0,3,0,73,100.0
2,30,1,6,2.0,3.0,2,2,45.0,01-01301,3,2,30,2,3,2,45,100.0
3,56,0,6,0.0,3.0,1,0,0.0,01-01301,8,2,56,0,3,0,0,100.0
4,35,0,3,1.0,2.0,0,4,113.0,01-01301,2,2,74,N,N,3,N,0.0
5,42,1,4,0.0,3.0,2,0,202.0,01-01301,1,2,42,0,3,0,202,100.0
6,70,1,4,0.0,2.0,1,0,176.0,01-01301,1,1,70,0,2,0,176,100.0
7,66,0,4,0.0,3.0,1,4,169.0,01-01301,1,2,66,0,3,4,169,100.0
8,30,0,6,0.0,3.0,1,2,203.0,01-01301,9,1,30,0,3,2,203,100.0
9,21,0,6,0.0,6.0,2,2,86.0,06-07502,7,1,21,0,6,2,86,100.0
10,25,0,6,0.0,6.0,2,0,86.0,06-07502,7,2,25,0,6,0,86,100.0
11,52,0,2,0.0,6.0,2,4,86.0,06-07502,7,2,52,0,6,4,86,100.0
12,79,1,3,0.0,2.0,1,5,338.0,06-08507,8,2,79,0,2,5,338,100.0
13,57,1,6,2.0,3.0,2,6,379.0,06-08507,1,2,57,2,3,6,379,100.0
14,39,0,5,1.0,2.0,2,2,40.0,06-08507,1,2,39,1,2,2,40,100.0
15,15,1,6,1.0,2.0,2,0,313.0,06-07502,9,2,15,1,2,0,313,100.0
16,37,1,1,0.0,2.0,2,9,501.0,06-07502,9,1,37,0,2,9,501,100.0
17,22,4,4,0.0,2.0,1,7,501.0,06-07502,1,2,22,0,2,7,501,100.0
18,68,0,5,0.0,4.0,2,6,435.0,06-07502,1,2,58,0,N,4,152,20.0
19,76,4,6,0.0,4.0,2,5,435.0,06-07502,8,1,89,0,N,2,83,20.0
20,46,0,1,2.0,4.0,2,2,501.0,06-07502,9,2,46,2,4,2,501,100.0
21,45,3,1,1.0,3.0,2,0,501.0,06-07502,1,2,45,1,3,0,501,100.0
22,83,1,N,0.0,2.0,1,4,501.0,13-04600,1,2,7,1,3,N,321,0.0
23,32,4,1,0.0,2.0,2,6,501.0,06-07502,8,2,32,0,2,6,501,100.0
