,AGEP_x,DEYE_x,DVET_x,EDU,HOUSING_TYPE_x,MSP,OWN_RENT,PINCP_DECILE_x,RAC1P,SEX,AGEP_y,DEYE_y,DVET_y,HOUSING_TYPE_y,PINCP_DECILE_y,percent_match
0,76,2,N,9,1,4,2,1,3,1,84,1,N,1,3,40.0
1,67,2,N,9,1,1,2,4,3,2,33,2,N,1,8,60.0
2,65,2,N,5,1,4,2,7,6,1,79,2,N,1,3,60.0
3,30,2,N,8,1,6,2,5,3,1,21,2,N,1,3,60.0
4,76,2,N,10,1,2,1,1,3,2,66,1,N,1,9,40.0
5,65,2,N,1,1,3,2,2,1,2,76,2,N,1,2,80.0
6,71,2,N,9,2,3,0,5,2,1,53,2,N,2,8,60.0
7,65,2,N,1,1,4,2,2,2,2,38,2,N,1,1,60.0
8,59,2,N,5,1,4,1,1,8,1,41,2,N,1,5,60.0
9,76,2,N,4,1,4,1,4,3,2,51,2,N,1,3,60.0
10,60,2,N,10,1,4,1,8,9,1,42,2,N,1,9,60.0
11,40,2,N,7,1,4,2,1,9,1,61,2,N,1,3,60.0
12,25,2,N,1,1,1,2,6,8,1,77,2,N,1,2,60.0
13,39,2,N,9,1,2,1,1,9,1,46,2,N,1,9,60.0
14,54,2,N,7,1,4,2,1,6,1,54,2,N,1,7,80.0
15,65,2,N,3,1,3,2,3,1,1,69,2,N,1,3,80.0
16,19,2,N,10,3,6,0,1,6,1,37,2,N,3,8,60.0
17,70,2,N,7,1,3,2,6,6,1,68,1,N,1,3,40.0
18,59,1,N,8,1,4,1,4,8,2,60,2,N,1,7,40.0
19,76,2,N,10,1,3,1,1,3,1,86,2,N,1,8,60.0
20,70,2,N,10,1,3,2,6,6,2,82,2,N,1,8,60.0
21,40,2,N,10,1,4,2,0,3,2,35,2,N,1,7,60.0
22,55,2,N,3,1,3,1,3,6,1,89,2,N,1,6,60.0
23,59,2,N,8,1,6,1,7,6,2,31,2,N,1,6,60.0
24,65,2,N,1,1,4,1,3,6,2,49,2,N,1,2,60.0
25,25,2,N,1,1,6,1,2,6,1,53,2,N,1,0,60.0
26,29,2,N,12,1,4,2,7,6,2,36,2,N,1,6,60.0
