,INDP,count_target,count_deidentified
3,1070,3,0.0
50,1080,1,0.0
52,1090,5,0.0
44,1170,2,0.0
5,1180,12,0.0
23,1190,3,0.0
18,1270,7,0.0
9,1280,9,0.0
49,1290,1,0.0
35,1370,6,0.0
42,1590,1,0.0
13,1691,3,0.0
46,1790,2,0.0
54,1870,3,1.0
56,1880,2,0.0
27,1890,1,0.0
22,1990,11,0.0
7,2090,2,1.0
48,2170,2,0.0
45,2180,1,0.0
25,2190,8,0.0
57,2280,4,0.0
20,2290,4,0.0
12,2370,9,0.0
40,2380,5,0.0
19,2390,1,0.0
53,2480,3,0.0
39,2490,3,0.0
21,2570,2,0.0
15,2590,1,0.0
10,2670,6,0.0
47,2680,1,0.0
1,2770,3,0.0
4,2870,4,0.0
6,2880,4,0.0
55,2890,2,0.0
59,2970,1,0.0
16,2980,3,0.0
41,3070,6,0.0
58,3080,1,1.0
29,3095,2,0.0
38,3170,1,1.0
37,3180,3,0.0
0,3291,14,0.0
33,3365,3,0.0
17,3370,2,0.0
31,3380,11,1.0
28,3390,5,2.0
51,3470,1,0.0
24,3490,14,0.0
2,3570,17,1.0
14,3580,19,4.0
36,3590,3,1.0
34,3690,1,2.0
43,3875,3,0.0
30,3895,4,0.0
8,3960,10,0.0
32,3970,2,0.0
26,3980,6,0.0
11,3990,4,0.0
