,INDP,count_target,count_deidentified
14,4670,53,53.0
25,4680,14,15.0
3,4690,25,20.0
17,4770,28,29.0
20,4780,3,5.0
12,4795,21,25.0
2,4870,38,25.0
27,4880,11,18.0
7,4890,13,14.0
0,4971,76,67.0
16,4972,9,10.0
22,4980,5,6.0
21,4990,2,1.0
8,5070,33,31.0
10,5080,18,15.0
15,5090,22,27.0
5,5170,26,27.0
33,5180,2,3.0
19,5190,6,4.0
9,5275,19,24.0
1,5280,2,0.0
29,5370,3,1.0
18,5381,19,22.0
11,5391,101,97.0
24,5470,4,6.0
28,5480,3,6.0
4,5490,13,9.0
30,5570,7,11.0
6,5580,39,31.0
26,5593,20,12.0
32,5670,1,0.0
31,5680,4,7.0
23,5690,11,14.0
13,5790,12,9.0
