,Target samples,Deid. samples
0,15,0
1,0,0
2,0,0
3,0,0
4,0,0
5,19,1
6,0,0
7,0,0
8,0,0
9,0,0
10,35,4
11,8,1
12,0,0
13,0,0
14,0,0
15,0,0
16,0,0
17,0,0
18,0,0
19,21,5
20,0,0
21,0,0
22,0,0
23,0,0
24,0,0
25,0,0
26,0,0
27,0,0
28,20,8
29,0,0
30,0,0
31,0,0
32,0,0
33,69,34
34,195,102
35,107,58
36,0,0
37,0,0
38,0,0
39,0,0
40,0,0
41,67,47
42,0,0
43,160,120
44,0,0
45,27,22
46,15,13
47,145,127
48,3087,2901
49,372,356
50,2,2
51,2877,2982
52,1124,1202
53,103,118
54,624,728
55,0,0
56,0,0
57,0,0
58,0,0
59,0,0
60,35,52
61,48,76
62,0,0
63,0,0
64,0,0
65,0,0
66,69,131
67,0,0
68,10,21
69,0,0
70,0,0
71,0,0
72,0,0
73,0,0
74,0,0
75,0,0
76,7,22
77,0,0
78,0,0
79,0,0
80,11,43
81,0,0
82,0,0
83,0,0
84,4,21
85,0,0
86,0,0
87,0,0
88,0,0
89,0,0
90,0,0
91,0,0
92,0,0
93,0,0
94,0,0
95,0,0
96,0,0
97,0,0
98,0,0
99,0,79
