,INDP,count_target,count_deidentified
6,4670,75,1.0
34,4680,5,2.0
0,4690,36,3.0
2,4770,42,7.0
16,4780,5,3.0
17,4795,49,3.0
10,4870,59,59.0
8,4880,26,4.0
20,4890,28,2.0
7,4971,189,174.0
30,4972,31,2.0
26,4980,22,3.0
29,4990,9,3.0
5,5070,66,46.0
25,5080,38,0.0
31,5090,50,39.0
4,5170,124,114.0
27,5180,15,3.0
24,5190,16,3.0
18,5275,57,25.0
19,5280,5,3.0
23,5295,5,2.0
14,5370,17,0.0
12,5381,44,3.0
3,5391,154,138.0
28,5470,14,2.0
21,5480,14,6.0
13,5490,21,3.0
1,5570,15,2.0
15,5580,32,24.0
22,5593,52,27.0
32,5670,4,4.0
33,5680,8,2.0
9,5690,13,5.0
11,5790,41,1.0
