,Target samples,Deid. samples
0,29,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,0,0
15,0,0
16,0,0
17,0,0
18,0,0
19,0,0
20,0,0
21,0,0
22,0,0
23,0,0
24,39,12
25,0,0
26,0,0
27,8,3
28,394,152
29,0,0
30,184,77
31,1252,555
32,235,111
33,1315,635
34,1144,596
35,0,0
36,0,0
37,202,119
38,0,0
39,606,380
40,0,0
41,1220,856
42,28,20
43,75,56
44,0,0
45,44,36
46,7,6
47,34,30
48,0,0
49,0,0
50,14,14
51,0,0
52,0,0
53,1762,1991
54,0,0
55,45,55
56,0,0
57,0,0
58,0,0
59,0,0
60,2,3
61,0,0
62,0,0
63,23,39
64,175,313
65,0,0
66,0,0
67,4,8
68,0,0
69,0,0
70,0,0
71,12,30
72,0,0
73,4,11
74,73,207
75,0,0
76,0,0
77,0,0
78,0,0
79,273,1012
80,0,0
81,35,153
82,0,0
83,0,0
84,3,16
85,0,0
86,0,0
87,0,0
88,0,0
89,0,0
90,3,26
91,0,0
92,9,109
93,0,0
94,0,0
95,15,273
96,5,123
97,1,34
98,0,0
99,2,1215
